"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PASCO (000)",141801,5880,14708,17674,16539,29642,22519,28438,6401
"Sin nivel (001)",13124,5880,1063,89,121,314,511,2608,2538
"Educación inicial (002)",3215,,3076,32,21,51,35,,
"Primaria (003)",41704,,10569,10208,1039,2775,4222,9861,3030
"Secundaria (004)",53100,,,7345,12724,13501,9493,9437,600
"Superior no univ. incompleto (005)",5856,,,,1146,2720,1195,757,38
"Superior no univ. completo (006)",5628,,,,,2591,1852,1140,45
"Superior univ. incompleto (007)",7580,,,,1488,3748,1259,1051,34
"Superior univ. completo (008)",11594,,,,,3942,3952,3584,116
"Hombres (010)",72270,2978,7555,9012,8288,15116,11670,14684,2967
"Sin nivel (011)",4967,2978,577,35,59,99,153,532,534
"Educación inicial (012)",1627,,1554,19,13,21,20,,
"Primaria (013)",19811,,5424,5246,473,1035,1555,4271,1807
"Secundaria (014)",29491,,,3712,6582,7427,5522,5797,451
"Superior no univ. incompleto (015)",3120,,,,502,1401,697,491,29
"Superior no univ. completo (016)",3106,,,,,1407,1006,663,30
"Superior univ. incompleto (017)",3976,,,,659,1861,718,713,25
"Superior univ. completo (018)",6172,,,,,1865,1999,2217,91
"Mujeres (020)",69531,2902,7153,8662,8251,14526,10849,13754,3434
"Sin nivel (021)",8157,2902,486,54,62,215,358,2076,2004
"Educación inicial (022)",1588,,1522,13,8,30,15,,
"Primaria (023)",21893,,5145,4962,566,1740,2667,5590,1223
"Secundaria (024)",23609,,,3633,6142,6074,3971,3640,149
"Superior no univ. incompleto (025)",2736,,,,644,1319,498,266,9
"Superior no univ. completo (026)",2522,,,,,1184,846,477,15
"Superior univ. incompleto (027)",3604,,,,829,1887,541,338,9
"Superior univ. completo (028)",5422,,,,,2077,1953,1367,25
,,,,,,,,,
"URBANA (030)",107999,4432,11023,13328,12475,22514,17561,22073,4593
"Sin nivel (031)",8809,4432,685,59,81,172,268,1511,1601
"Educación inicial (032)",2496,,2395,25,17,33,26,,
"Primaria (033)",28643,,7943,7431,581,1351,2489,6607,2241
"Secundaria (034)",40294,,,5813,9470,9466,7224,7790,531
