"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia AYMARAES (000)",9411,68,649,171,184,558,2869,558,481,3408,43,170,252
"Agric., ganadería, caza y silvicultura (001)",5463,,6,11,1,,2865,,,2580,,,
"Pesca (002)",5,,,,,,4,,,1,,,
"Explotación de minas y canteras (003)",930,,88,56,36,8,,407,133,202,,,
"Industrias manufactureras (004)",117,,5,1,,1,,103,7,,,,
"Suministro de electricidad, gas y agua (005)",9,,1,1,,,,6,,1,,,
"Construcción (006)",369,,4,4,1,,,14,156,190,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",574,,,4,2,442,,21,2,103,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",22,,,,,6,,14,2,,,,
"Comercio al por mayor (009)",29,,,1,,26,,,,2,,,
"Comercio al por menor (010)",523,,,3,2,410,,7,,101,,,
"Hoteles y restaurantes (011)",185,,1,10,1,88,,,,85,,,
"Trans., almac. y comunicaciones (012)",201,,,5,10,1,,,160,25,,,
"Intermediación financiera (013)",6,1,1,,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",53,,19,9,,6,,2,1,16,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",341,62,16,8,90,3,,5,19,95,43,,
"Enseñanza (016)",486,5,444,1,15,,,,2,19,,,
"Servicios sociales y de salud (017)",121,,59,43,12,3,,,1,3,,,
"Otras activ. serv.comun.soc y personales (018)",60,,3,18,10,6,,,,23,,,
"Hogares privados con servicio doméstico (019)",65,,,,,,,,,65,,,
"Actividad economica no especificada (021)",174,,2,,2,,,,,,,170,
"Desocupado (022)",252,,,,,,,,,,,,252
"Hombres (023)",7171,58,397,119,118,191,2403,523,476,2595,43,54,194
"Agric., ganadería, caza y silvicultura (024)",4459,,4,8,,,2399,,,2048,,,
"Pesca (025)",5,,,,,,4,,,1,,,
"Explotación de minas y canteras (026)",901,,82,56,29,8,,403,133,190,,,
"Industrias manufactureras (027)",83,,3,1,,1,,72,6,,,,
"Suministro de electricidad, gas y agua (028)",9,,1,1,,,,6,,1,,,
"Construcción (029)",350,,4,4,1,,,14,154,173,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",217,,,2,1,143,,21,2,48,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",20,,,,,4,,14,2,,,,
"Comercio al por mayor (032)",19,,,1,,17,,,,1,,,
"Comercio al por menor (033)",178,,,1,1,122,,7,,47,,,
"Hoteles y restaurantes (034)",43,,1,4,,26,,,,12,,,
"Trans., almac. y comunicaciones (035)",193,,,3,7,,,,160,23,,,
"Intermediación financiera (036)",5,1,1,,3,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",47,,19,8,,6,,2,1,11,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",267,52,14,8,59,3,,5,17,66,43,,
"Enseñanza (039)",268,5,242,1,8,,,,2,10,,,
"Servicios sociales y de salud (040)",41,,23,11,4,2,,,1,,,,
"Otras activ. serv.comun.soc y personales (041)",24,,1,12,5,2,,,,4,,,
"Hogares privados con servicio doméstico (042)",8,,,,,,,,,8,,,
"Actividad economica no especificada (044)",57,,2,,1,,,,,,,54,
"Desocupado (045)",194,,,,,,,,,,,,194
"Mujeres (046)",2240,10,252,52,66,367,466,35,5,813,,116,58
"Agric., ganadería, caza y silvicultura (047)",1004,,2,3,1,,466,,,532,,,
"Explotación de minas y canteras (049)",29,,6,,7,,,4,,12,,,
"Industrias manufactureras (050)",34,,2,,,,,31,1,,,,
"Construcción (052)",19,,,,,,,,2,17,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",357,,,2,1,299,,,,55,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,,,2,,,,,,,
"Comercio al por mayor (055)",10,,,,,9,,,,1,,,
"Comercio al por menor (056)",345,,,2,1,288,,,,54,,,
"Hoteles y restaurantes (057)",142,,,6,1,62,,,,73,,,
"Trans., almac. y comunicaciones (058)",8,,,2,3,1,,,,2,,,
"Intermediación financiera (059)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",6,,,1,,,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",74,10,2,,31,,,,2,29,,,
"Enseñanza (062)",218,,202,,7,,,,,9,,,
"Servicios sociales y de salud (063)",80,,36,32,8,1,,,,3,,,
"Otras activ. serv.comun.soc y personales (064)",36,,2,6,5,4,,,,19,,,
"Hogares privados con servicio doméstico (065)",57,,,,,,,,,57,,,
"Actividad economica no especificada (067)",117,,,,1,,,,,,,116,
"Desocupado (068)",58,,,,,,,,,,,,58
,,,,,,,,,,,,,
"URBANA (069)",4237,43,440,94,124,392,977,117,246,1577,30,61,136
"Agric., ganadería, caza y silvicultura (070)",2157,,4,10,1,,976,,,1166,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (072)",55,,6,3,,1,,15,5,25,,,
"Industrias manufactureras (073)",73,,4,,,1,,67,1,,,,
"Suministro de electricidad, gas y agua (074)",6,,1,1,,,,4,,,,,
"Construcción (075)",197,,3,4,1,,,11,97,81,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",398,,,4,1,302,,15,2,74,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",15,,,,,4,,9,2,,,,
"Comercio al por mayor (078)",23,,,1,,20,,,,2,,,
"Comercio al por menor (079)",360,,,3,1,278,,6,,72,,,
"Hoteles y restaurantes (080)",146,,1,8,1,74,,,,62,,,
"Trans., almac. y comunicaciones (081)",152,,,5,8,1,,,123,15,,,
"Intermediación financiera (082)",4,1,1,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",42,,15,8,,4,,,1,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",245,37,11,8,76,2,,5,16,60,30,,
"Enseñanza (085)",384,5,349,1,13,,,,,16,,,
"Servicios sociales y de salud (086)",94,,41,35,12,2,,,1,3,,,
"Otras activ. serv.comun.soc y personales (087)",39,,3,7,7,5,,,,17,,,
"Hogares privados con servicio doméstico (088)",44,,,,,,,,,44,,,
"Actividad economica no especificada (090)",64,,1,,2,,,,,,,61,
"Desocupado (091)",136,,,,,,,,,,,,136
"Hombres (092)",2921,38,241,54,71,135,809,95,242,1083,30,20,103
"Agric., ganadería, caza y silvicultura (093)",1694,,3,7,,,808,,,876,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (095)",53,,6,3,,1,,15,5,23,,,
"Industrias manufactureras (096)",50,,3,,,1,,45,1,,,,
"Suministro de electricidad, gas y agua (097)",6,,1,1,,,,4,,,,,
"Construcción (098)",187,,3,4,1,,,11,95,73,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",151,,,2,1,100,,15,2,31,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",14,,,,,3,,9,2,,,,
"Comercio al por mayor (101)",15,,,1,,13,,,,1,,,
"Comercio al por menor (102)",122,,,1,1,84,,6,,30,,,
"Hoteles y restaurantes (103)",36,,1,3,,24,,,,8,,,
"Trans., almac. y comunicaciones (104)",145,,,3,6,,,,123,13,,,
"Intermediación financiera (105)",3,1,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",36,,15,7,,4,,,1,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",182,32,10,8,46,2,,5,14,35,30,,
"Enseñanza (108)",203,5,181,1,8,,,,,8,,,
"Servicios sociales y de salud (109)",32,,15,10,4,2,,,1,,,,
"Otras activ. serv.comun.soc y personales (110)",11,,1,5,3,1,,,,1,,,
"Hogares privados con servicio doméstico (111)",6,,,,,,,,,6,,,
"Actividad economica no especificada (113)",22,,1,,1,,,,,,,20,
"Desocupado (114)",103,,,,,,,,,,,,103
"Mujeres (115)",1316,5,199,40,53,257,168,22,4,494,,41,33
"Agric., ganadería, caza y silvicultura (116)",463,,1,3,1,,168,,,290,,,
"Explotación de minas y canteras (118)",2,,,,,,,,,2,,,
"Industrias manufactureras (119)",23,,1,,,,,22,,,,,
"Construcción (121)",10,,,,,,,,2,8,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",247,,,2,,202,,,,43,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,,,,1,,,,,,,
"Comercio al por mayor (124)",8,,,,,7,,,,1,,,
"Comercio al por menor (125)",238,,,2,,194,,,,42,,,
"Hoteles y restaurantes (126)",110,,,5,1,50,,,,54,,,
"Trans., almac. y comunicaciones (127)",7,,,2,2,1,,,,2,,,
"Intermediación financiera (128)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",6,,,1,,,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",63,5,1,,30,,,,2,25,,,
"Enseñanza (131)",181,,168,,5,,,,,8,,,
"Servicios sociales y de salud (132)",62,,26,25,8,,,,,3,,,
"Otras activ. serv.comun.soc y personales (133)",28,,2,2,4,4,,,,16,,,
"Hogares privados con servicio doméstico (134)",38,,,,,,,,,38,,,
"Actividad economica no especificada (136)",42,,,,1,,,,,,,41,
"Desocupado (137)",33,,,,,,,,,,,,33
,,,,,,,,,,,,,
"RURAL (138)",5174,25,209,77,60,166,1892,441,235,1831,13,109,116
"Agric., ganadería, caza y silvicultura (139)",3306,,2,1,,,1889,,,1414,,,
"Pesca (140)",4,,,,,,3,,,1,,,
"Explotación de minas y canteras (141)",875,,82,53,36,7,,392,128,177,,,
"Industrias manufactureras (142)",44,,1,1,,,,36,6,,,,
"Suministro de electricidad, gas y agua (143)",3,,,,,,,2,,1,,,
"Construcción (144)",172,,1,,,,,3,59,109,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",176,,,,1,140,,6,,29,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",7,,,,,2,,5,,,,,
"Comercio al por mayor (147)",6,,,,,6,,,,,,,
"Comercio al por menor (148)",163,,,,1,132,,1,,29,,,
"Hoteles y restaurantes (149)",39,,,2,,14,,,,23,,,
"Trans., almac. y comunicaciones (150)",49,,,,2,,,,37,10,,,
"Intermediación financiera (151)",2,,,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (152)",11,,4,1,,2,,2,,2,,,
