"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PUERTO INCA (000)",6660,13,53,175,437,1326,3473,1183
"De 12 a 14 años (001)",21,,,,,,9,12
"De 15 a 19 años (002)",519,,,,,,346,173
"De 20 a 24 años (003)",1020,,,,,7,767,246
"De 25 a 29 años (004)",997,,,,,54,773,170
"De 30 a 34 años (005)",873,,,,1,158,615,99
"De 35 a 39 años (006)",842,,,,6,234,499,103
"De 40 a 44 años (007)",662,,,,25,263,308,66
"De 45 a 49 años (008)",517,,,2,46,272,135,62
"De 50 y más años (009)",1209,13,53,173,359,338,21,252
"Sin nivel (010)",1073,6,28,70,166,245,339,219
"De 15 a 19 años (012)",20,,,,,,13,7
"De 20 a 24 años (013)",52,,,,,,41,11
"De 25 a 29 años (014)",68,,,,,2,56,10
"De 30 a 34 años (015)",89,,,,1,12,67,9
"De 35 a 39 años (016)",120,,,,3,31,68,18
"De 40 a 44 años (017)",116,,,,5,37,56,18
"De 45 a 49 años (018)",100,,,,8,46,35,11
"De 50 y más años (019)",508,6,28,70,149,117,3,135
"Educacion Inicial (020)",8,,,,,1,7,
"De 20 a 24 años (023)",3,,,,,,3,
"De 25 a 29 años (024)",1,,,,,,1,
"De 30 a 34 años (025)",3,,,,,1,2,
"De 35 a 39 años (026)",1,,,,,,1,
"Primaria (030)",3794,7,21,94,228,814,2100,530
"De 12 a 14 años (031)",17,,,,,,8,9
"De 15 a 19 años (032)",315,,,,,,221,94
"De 20 a 24 años (033)",522,,,,,6,406,110
"De 25 a 29 años (034)",571,,,,,37,467,67
"De 30 a 34 años (035)",505,,,,,89,374,42
"De 35 a 39 años (036)",499,,,,2,139,315,43
"De 40 a 44 años (037)",413,,,,14,164,207,28
"De 45 a 49 años (038)",331,,,1,27,181,86,36
"De 50 y más años (039)",621,7,21,93,185,198,16,101
"Secundaria (040)",1458,,3,11,34,203,884,323
"De 12 a 14 años (041)",4,,,,,,1,3
"De 15 a 19 años (042)",174,,,,,,108,66
"De 20 a 24 años (043)",401,,,,,1,297,103
"De 25 a 29 años (044)",288,,,,,14,214,60
"De 30 a 34 años (045)",210,,,,,43,132,35
"De 35 a 39 años (046)",155,,,,,50,85,20
"De 40 a 44 años (047)",96,,,,5,42,34,15
"De 45 a 49 años (048)",59,,,1,6,32,11,9
"De 50 y más años (049)",71,,3,10,23,21,2,12
"Sup. no Univ. incompleta (050)",85,,,,,12,44,29
"De 15 a 19 años (052)",9,,,,,,4,5
"De 20 a 24 años (053)",21,,,,,,10,11
"De 25 a 29 años (054)",17,,,,,,11,6
