"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia EL COLLAO (000)",33360,2598,1249,19995,140,7345,115,1918
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,20,,,2,,,
"Profes., científicos e intelectuales (002)",1277,1168,,100,4,5,,
"Técnicos de nivel medio y trab. asimilados (003)",258,162,,86,9,1,,
"Jefes y empleados de oficina (004)",337,335,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2896,201,2,2259,33,401,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14451,,1,14393,56,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",885,,124,708,16,37,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1162,99,283,744,12,24,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",9025,173,756,1171,2,6808,115,
"Otra (010)",336,336,,,,,,
"Ocupaciñn no especificada (011)",793,104,83,533,6,67,,
"Desocupado (012)",1918,,,,,,,1918
"Hombres (013)",20181,1926,1066,13334,107,2304,15,1429
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",19,17,,,2,,,
"Profes., científicos e intelectuales (015)",933,846,,80,3,4,,
"Técnicos de nivel medio y trab. asimilados (016)",190,113,,71,5,1,,
"Jefes y empleados de oficina (017)",220,219,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1080,120,1,858,18,83,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",10508,,1,10459,47,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",588,,114,440,15,19,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1125,99,282,710,12,22,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",3360,113,606,485,1,2140,15,
"Otra (023)",327,327,,,,,,
"Ocupaciñn no especificada (024)",402,72,62,230,4,34,,
"Desocupado (025)",1429,,,,,,,1429
"Mujeres (026)",13179,672,183,6661,33,5041,100,489
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,3,,,,,,
"Profes., científicos e intelectuales (028)",344,322,,20,1,1,,
"Técnicos de nivel medio y trab. asimilados (029)",68,49,,15,4,,,
"Jefes y empleados de oficina (030)",117,116,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1816,81,1,1401,15,318,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",3943,,,3934,9,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",297,,10,268,1,18,,
"Obreros construc.,conf.,papel, fab., instr. (034)",37,,1,34,,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",5665,60,150,686,1,4668,100,
"Otra (036)",9,9,,,,,,
"Ocupaciñn no especificada (037)",391,32,21,303,2,33,,
"Desocupado (038)",489,,,,,,,489
,,,,,,,,
"URBANA (039)",9917,2057,661,5323,89,987,74,726
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",15,13,,,2,,,
"Profes., científicos e intelectuales (041)",983,900,,76,4,3,,
"Técnicos de nivel medio y trab. asimilados (042)",206,128,,69,8,1,,
"Jefes y empleados de oficina (043)",254,253,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2366,151,2,1846,30,337,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1389,,,1367,22,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",529,,87,414,11,17,,
"Obreros construc.,conf.,papel, fab., instr. (047)",727,75,182,453,6,11,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",2031,143,323,908,1,582,74,
"Otra (049)",305,305,,,,,,
"Ocupaciñn no especificada (050)",386,89,67,189,5,36,,
"Desocupado (051)",726,,,,,,,726
"Hombres (052)",5854,1468,554,2948,65,338,13,468
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",13,11,,,2,,,
"Profes., científicos e intelectuales (054)",684,618,,61,3,2,,
"Técnicos de nivel medio y trab. asimilados (055)",150,89,,56,4,1,,
"Jefes y empleados de oficina (056)",146,145,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",849,81,1,684,15,68,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",965,,,945,20,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",411,,81,309,11,10,,
"Obreros construc.,conf.,papel, fab., instr. (060)",701,75,181,429,6,10,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",949,88,244,379,,225,13,
"Otra (062)",296,296,,,,,,
"Ocupaciñn no especificada (063)",222,65,47,84,4,22,,
"Desocupado (064)",468,,,,,,,468
"Mujeres (065)",4063,589,107,2375,24,649,61,258
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",299,282,,15,1,1,,
"Técnicos de nivel medio y trab. asimilados (068)",56,39,,13,4,,,
"Jefes y empleados de oficina (069)",108,108,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1517,70,1,1162,15,269,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",424,,,422,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",118,,6,105,,7,,
"Obreros construc.,conf.,papel, fab., instr. (073)",26,,1,24,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",1082,55,79,529,1,357,61,
"Otra (075)",9,9,,,,,,
"Ocupaciñn no especificada (076)",164,24,20,105,1,14,,
"Desocupado (077)",258,,,,,,,258
,,,,,,,,
"RURAL (078)",23443,541,588,14672,51,6358,41,1192
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,7,,,,,,
"Profes., científicos e intelectuales (080)",294,268,,24,,2,,
"Técnicos de nivel medio y trab. asimilados (081)",52,34,,17,1,,,
"Jefes y empleados de oficina (082)",83,82,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",530,50,,413,3,64,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",13062,,1,13026,34,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",356,,37,294,5,20,,
"Obreros construc.,conf.,papel, fab., instr. (086)",435,24,101,291,6,13,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",6994,30,433,263,1,6226,41,
"Otra (088)",31,31,,,,,,
"Ocupaciñn no especificada (089)",407,15,16,344,1,31,,
"Desocupado (090)",1192,,,,,,,1192
"Hombres (091)",14327,458,512,10386,42,1966,2,961
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",6,6,,,,,,
"Profes., científicos e intelectuales (093)",249,228,,19,,2,,
"Técnicos de nivel medio y trab. asimilados (094)",40,24,,15,1,,,
"Jefes y empleados de oficina (095)",74,74,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",231,39,,174,3,15,,
