"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PALLASCA (000)",10270,33196,29628,,658,89.3,2
"De 12 a 14 años (001)",1175,5,5,,1,100,20
"De 15 a 19 años (002)",1382,259,252,90,97.3,34.7,
"De 20 a 24 años (003)",957,1078,1037,159,96.2,14.7,
"De 25 a 29 años (004)",850,1736,1669,153,96.1,8.8,
"De 30 a 34 años (005)",842,2470,2350,105,95.1,4.3,
"De 35 a 39 años (006)",820,3229,3013,98,93.3,3,
"De 40 a 44 años (007)",737,3598,3372,36,93.7,1,
"De 45 a 49 años (008)",612,3347,3072,16,91.8,0.5,
"De 50 y más años (009)",2895,17474,14858,,85,,
"Sin nivel (010)",2530,14472,12185,99,84.2,0.7,
"De 12 a 14 años (011)",13,1,1,,100,,
"De 15 a 19 años (012)",48,18,18,1,100,5.6,
"De 20 a 24 años (013)",55,84,78,13,92.9,15.5,
"De 25 a 29 años (014)",79,194,180,12,92.8,6.2,
"De 30 a 34 años (015)",140,513,484,22,94.3,4.3,
"De 35 a 39 años (016)",173,857,778,30,90.8,3.5,
"De 40 a 44 años (017)",167,949,886,14,93.4,1.5,
"De 45 a 49 años (018)",183,1138,1016,7,89.3,0.6,
"De 50 y más años (019)",1672,10718,8744,,81.6,,
"Educacion Inicial (020)",13,26,23,3,88.5,11.5,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",4,2,2,2,100,100,
"De 20 a 24 años (023)",2,,,,,,
"De 25 a 29 años (024)",3,7,7,1,100,14.3,
"De 30 a 34 años (025)",1,7,4,,57.1,,
"De 35 a 39 años (026)",2,10,10,,100,,
"Primaria (030)",4183,13779,12717,306,92.3,2.2,
"De 12 a 14 años (031)",691,4,4,1,100,25,
"De 15 a 19 años (032)",364,97,92,30,94.8,30.9,
"De 20 a 24 años (033)",361,494,476,70,96.4,14.2,
"De 25 a 29 años (034)",334,842,808,72,96,8.6,
"De 30 a 34 años (035)",375,1277,1197,57,93.7,4.5,
"De 35 a 39 años (036)",373,1615,1512,51,93.6,3.2,
"De 40 a 44 años (037)",402,2058,1926,19,93.6,0.9,
"De 45 a 49 años (038)",310,1706,1573,6,92.2,0.4,
"De 50 y más años (039)",973,5686,5129,,90.2,,
"Secundaria (040)",2572,3027,2903,206,95.9,6.8,
