"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ANGARAES (000)",19003,60979,51003,,1135,83.6,1.9
"De 12 a 14 años (001)",2280,19,19,,1,100,5.3
"De 15 a 19 años (002)",2690,408,404,122,99,29.9,
"De 20 a 24 años (003)",2123,2247,2163,290,96.3,12.9,
"De 25 a 29 años (004)",1857,4055,3862,253,95.2,6.2,
"De 30 a 34 años (005)",1676,5719,5279,183,92.3,3.2,
"De 35 a 39 años (006)",1422,6317,5736,139,90.8,2.2,
"De 40 a 44 años (007)",1405,7915,6959,112,87.9,1.4,
"De 45 a 49 años (008)",1196,7572,6350,34,83.9,0.4,
"De 50 y más años (009)",4354,26727,20231,1,75.7,,
"Conviviente (010)",2397,5872,5378,346,91.6,5.9,
"De 12 a 14 años (011)",29,5,5,1,100,20,
"De 15 a 19 años (012)",305,202,200,60,99,29.7,
"De 20 a 24 años (013)",600,831,815,130,98.1,15.6,
"De 25 a 29 años (014)",527,1009,985,83,97.6,8.2,
"De 30 a 34 años (015)",308,910,846,39,93,4.3,
"De 35 a 39 años (016)",202,753,709,25,94.2,3.3,
"De 40 a 44 años (017)",140,696,627,8,90.1,1.1,
"De 45 a 49 años (018)",97,482,422,,87.6,,
"De 50 y más años (019)",189,984,769,,78.2,,
"Separado(a) (020)",558,1521,1391,56,91.5,3.7,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",42,39,39,13,100,33.3,
"De 20 a 24 años (023)",111,142,142,20,100,14.1,
"De 25 a 29 años (024)",94,168,161,12,95.8,7.1,
"De 30 a 34 años (025)",79,181,177,9,97.8,5,
"De 35 a 39 años (026)",55,160,143,1,89.4,0.6,
"De 40 a 44 años (027)",42,180,166,1,92.2,0.6,
"De 45 a 49 años (028)",39,206,184,,89.3,,
"De 50 y más años (029)",95,445,379,,85.2,,
"Casado(a) (030)",7965,41731,35446,667,84.9,1.6,
"De 12 a 14 años (031)",11,6,6,,100,,
"De 15 a 19 años (032)",95,94,93,28,98.9,29.8,
"De 20 a 24 años (033)",565,1095,1041,117,95.1,10.7,
"De 25 a 29 años (034)",877,2675,2525,151,94.4,5.6,
"De 30 a 34 años (035)",1068,4348,4004,132,92.1,3,
"De 35 a 39 años (036)",1005,5102,4612,108,90.4,2.1,
