"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAJATAMBO (000)",2968,10457,9234,,123,88.3,1.2
"De 12 a 14 años (001)",302,2,2,,,100,
"De 15 a 19 años (002)",304,56,56,13,100,23.2,
"De 20 a 24 años (003)",205,229,222,19,96.9,8.3,
"De 25 a 29 años (004)",230,466,453,36,97.2,7.7,
"De 30 a 34 años (005)",257,718,694,21,96.7,2.9,
"De 35 a 39 años (006)",265,965,923,26,95.6,2.7,
"De 40 a 44 años (007)",230,1009,947,6,93.9,0.6,
"De 45 a 49 años (008)",188,966,894,2,92.5,0.2,
"De 50 y más años (009)",987,6046,5043,,83.4,,
"Sin nivel (010)",474,2885,2341,4,81.1,0.1,
"De 12 a 14 años (011)",1,,,,,,
"De 15 a 19 años (012)",3,,,,,,
"De 20 a 24 años (013)",3,1,1,,100,,
"De 25 a 29 años (014)",5,4,4,,100,,
"De 30 a 34 años (015)",14,40,39,1,97.5,2.5,
"De 35 a 39 años (016)",19,105,92,3,87.6,2.9,
"De 40 a 44 años (017)",25,136,120,,88.2,,
"De 45 a 49 años (018)",34,194,179,,92.3,,
"De 50 y más años (019)",370,2405,1906,,79.3,,
"Primaria (030)",1230,5329,4764,58,89.4,1.1,
"De 12 a 14 años (031)",165,1,1,,100,,
"De 15 a 19 años (032)",46,21,21,4,100,19,
"De 20 a 24 años (033)",45,86,82,9,95.3,10.5,
"De 25 a 29 años (034)",80,221,214,17,96.8,7.7,
"De 30 a 34 años (035)",96,334,325,11,97.3,3.3,
"De 35 a 39 años (036)",110,488,477,13,97.7,2.7,
"De 40 a 44 años (037)",106,566,526,3,92.9,0.5,
"De 45 a 49 años (038)",94,546,500,1,91.6,0.2,
"De 50 y más años (039)",488,3066,2618,,85.4,,
"Secundaria (040)",877,1447,1371,46,94.7,3.2,
"De 12 a 14 años (041)",136,1,1,,100,,
"De 15 a 19 años (042)",248,35,35,9,100,25.7,
"De 20 a 24 años (043)",113,124,124,9,100,7.3,
"De 25 a 29 años (044)",91,190,184,14,96.8,7.4,
"De 30 a 34 años (045)",80,249,237,7,95.2,2.8,
"De 35 a 39 años (046)",72,250,235,7,94,2.8,
"De 40 a 44 años (047)",44,170,164,,96.5,,
"De 45 a 49 años (048)",28,123,116,,94.3,,
