"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1723,,,,,744,527,394,58
"Superior univ. incompleto (037)",1010,,,,199,516,172,113,10
"Superior univ. completo (038)",1499,,,,,451,535,465,48
"Hombres (040)",17611,742,1804,2091,2171,3778,2759,3453,813
"Sin nivel (041)",1413,742,164,23,13,39,52,197,183
"Educación inicial (042)",357,,350,3,2,2,,,
"Primaria (043)",4472,,1290,1156,80,191,316,1048,391
"Secundaria (044)",7478,,,909,1764,1984,1343,1342,136
"Superior no univ. incompleto (045)",1119,,,,198,532,228,148,13
"Superior no univ. completo (046)",1076,,,,,412,334,285,45
"Superior univ. incompleto (047)",673,,,,114,341,124,86,8
"Superior univ. completo (048)",1023,,,,,277,362,347,37
"Mujeres (050)",16195,715,1749,1944,2022,3551,2446,3017,751
"Sin nivel (051)",1924,715,163,7,15,34,86,486,418
"Educación inicial (052)",406,,392,2,1,8,3,,
"Primaria (053)",5287,,1194,1027,130,485,705,1494,252
"Secundaria (054)",6309,,,908,1565,1936,1109,739,52
"Superior no univ. incompleto (055)",809,,,,226,407,129,44,3
"Superior no univ. completo (056)",647,,,,,332,193,109,13
"Superior univ. incompleto (057)",337,,,,85,175,48,27,2
"Superior univ. completo (058)",476,,,,,174,173,118,11
,,,,,,,,,
"RURAL (060)",85474,3788,9779,10656,9174,14867,11054,18188,7968
"Sin nivel (061)",12399,3788,1124,33,54,156,251,2846,4147
"Educación inicial (062)",1924,,1867,20,5,13,19,,
"Primaria (063)",33852,,6788,6307,866,2508,3631,10281,3471
"Secundaria (064)",31878,,,4296,7648,9683,5913,4067,271
"Superior no univ. incompleto (065)",2048,,,,452,1061,325,201,9
"Superior no univ. completo (066)",1519,,,,,706,448,327,38
"Superior univ. incompleto (067)",840,,,,149,459,119,107,6
"Superior univ. completo (068)",1014,,,,,281,348,359,26
"Hombres (070)",43238,1929,5016,5476,4712,7481,5503,9156,3965
"Sin nivel (071)",4270,1929,588,17,27,54,65,488,1102
"Educación inicial (072)",946,,925,8,2,5,6,,
"Primaria (073)",16137,,3503,3181,314,684,1086,4813,2556
"Secundaria (074)",18039,,,2270,4012,5082,3452,2989,234
"Superior no univ. incompleto (075)",1371,,,,268,684,229,182,8
"Superior no univ. completo (076)",1109,,,,,460,333,279,37
"Superior univ. incompleto (077)",598,,,,89,322,93,89,5
"Superior univ. completo (078)",768,,,,,190,239,316,23
"Mujeres (080)",42236,1859,4763,5180,4462,7386,5551,9032,4003
"Sin nivel (081)",8129,1859,536,16,27,102,186,2358,3045
"Educación inicial (082)",978,,942,12,3,8,13,,
"Primaria (083)",17715,,3285,3126,552,1824,2545,5468,915
"Secundaria (084)",13839,,,2026,3636,4601,2461,1078,37
"Superior no univ. incompleto (085)",677,,,,184,377,96,19,1
"Superior no univ. completo (086)",410,,,,,246,115,48,1
"Superior univ. incompleto (087)",242,,,,60,137,26,18,1
"Superior univ. completo (088)",246,,,,,91,109,43,3
