"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia GRAN CHIMU (000)",999,64,935
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",9,9,
"Casa pensión (003)",4,4,
"Hospital, clinica (004)",7,7,
"Otro (008)",949,18,931
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",30,26,4
