"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia BAGUA (000)",71757,36713,35044,33559,16732,16827,38198,19981,18217
"Menores de 1 año (001)",1713,865,848,645,324,321,1068,541,527
"Menores de 1 mes (002)",177,94,83,59,32,27,118,62,56
"De 1 a 11 meses (003)",1536,771,765,586,292,294,950,479,471
"De 1 a 4 años (004)",7605,3902,3703,2775,1398,1377,4830,2504,2326
"1 año (005)",1794,919,875,657,327,330,1137,592,545
"2 años (006)",1974,1047,927,744,389,355,1230,658,572
"3 años (007)",1991,1005,986,713,361,352,1278,644,634
"4 años (008)",1846,931,915,661,321,340,1185,610,575
"De 5 a 9 años (009)",9298,4763,4535,3550,1838,1712,5748,2925,2823
"5 años (010)",1714,871,843,626,315,311,1088,556,532
"6 años (011)",1751,882,869,654,331,323,1097,551,546
"7 años (012)",2057,1075,982,783,409,374,1274,666,608
"8 años (013)",1884,974,910,773,418,355,1111,556,555
"9 años (014)",1892,961,931,714,365,349,1178,596,582
"De 10 a 14 años (015)",9280,4741,4539,4085,2111,1974,5195,2630,2565
"10 años (016)",1947,998,949,795,409,386,1152,589,563
"11 años (017)",1746,884,862,724,381,343,1022,503,519
"12 años (018)",1986,997,989,849,446,403,1137,551,586
"13 años (019)",1801,951,850,824,441,383,977,510,467
"14 años (020)",1800,911,889,893,434,459,907,477,430
"De 15 a 19 años (021)",7184,3651,3533,3513,1730,1783,3671,1921,1750
"15 años (022)",1740,879,861,860,407,453,880,472,408
"16 años (023)",1561,816,745,787,380,407,774,436,338
"17 años (024)",1415,697,718,669,333,336,746,364,382
"18 años (025)",1268,649,619,593,305,288,675,344,331
"19 años (026)",1200,610,590,604,305,299,596,305,291
"De 20 a 24 años (027)",6098,3020,3078,2920,1355,1565,3178,1665,1513
"20 años (028)",1356,691,665,643,313,330,713,378,335
"21 años (029)",1011,482,529,487,229,258,524,253,271
"22 años (030)",1296,635,661,631,283,348,665,352,313
"23 años (031)",1250,607,643,580,262,318,670,345,325
"24 años (032)",1185,605,580,579,268,311,606,337,269
"De 25 a 29 años (033)",5493,2665,2828,2570,1173,1397,2923,1492,1431
"25 años (034)",1182,565,617,553,250,303,629,315,314
"26 años (035)",1035,494,541,496,236,260,539,258,281
"27 años (036)",1187,608,579,550,264,286,637,344,293
"28 años (037)",1127,541,586,526,241,285,601,300,301
"29 años (038)",962,457,505,445,182,263,517,275,242
"De 30 a 34 años (039)",4740,2382,2358,2426,1118,1308,2314,1264,1050
"30 años (040)",1176,612,564,569,277,292,607,335,272
"31 años (041)",711,348,363,375,172,203,336,176,160
"32 años (042)",977,464,513,480,191,289,497,273,224
"33 años (043)",940,495,445,502,252,250,438,243,195
