"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",46943,45590,14860,5237,4681,4153,6467,4806,3276,2110,1353,137770
"De 12 a 14 años (001)",5828,5805,5776,23,6,,,,,,23,35
"De 15 a 19 años (002)",7023,6930,5898,890,125,12,5,,,,93,1196
"De 20 a 24 años (003)",5699,5252,1799,1826,1092,415,113,7,,,447,5772
"De 25 a 29 años (004)",4624,4295,476,972,1200,898,667,76,6,,329,9456
"De 30 a 34 años (005)",4252,4125,200,523,778,902,1248,415,54,5,127,13406
"De 35 a 39 años (006)",4054,3978,146,300,500,607,1293,792,286,54,76,16909
"De 40 a 44 años (007)",3300,3247,100,164,296,426,861,759,490,151,53,16531
"De 45 a 49 años (008)",2637,2597,83,115,181,267,585,605,477,284,40,14931
"De 50 y más años (009)",9526,9361,382,424,503,626,1695,2152,1963,1616,165,59534
"Conviviente (010)",16989,16732,985,2810,2800,2462,3506,2187,1269,713,257,63942
"De 12 a 14 años (011)",67,46,31,13,2,,,,,,21,17
"De 15 a 19 años (012)",1202,1125,385,623,103,11,3,,,,77,874
"De 20 a 24 años (013)",2857,2783,323,1158,854,352,92,4,,,74,4330
"De 25 a 29 años (014)",2798,2773,92,562,848,691,512,62,6,,25,6967
"De 30 a 34 años (015)",2565,2560,32,203,484,614,905,286,35,1,5,9112
"De 35 a 39 años (016)",2258,2251,23,85,232,364,820,517,176,34,7,10457
"De 40 a 44 años (017)",1627,1622,10,53,112,190,470,413,283,91,5,8961
"De 45 a 49 años (018)",1112,1111,18,27,51,88,259,300,230,138,1,6965
"De 50 y más años (019)",2503,2461,71,86,114,152,445,605,539,449,42,16259
"Separado(a) (020)",3123,3099,34,1231,673,400,441,197,88,35,24,8095
"De 12 a 14 años (021)",3,3,,1,2,,,,,,,5
