"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ABANCAY (000)",36040,34685,11203,4571,4181,3251,4577,3085,2110,1707,1355,99815
"De 12 a 14 años (001)",3886,3863,3847,13,3,,,,,,23,19
"De 15 a 19 años (002)",5196,5116,4538,504,63,9,2,,,,80,665
"De 20 a 24 años (003)",4356,3813,1695,1404,525,146,35,8,,,543,3087
"De 25 a 29 años (004)",3625,3238,492,1111,916,466,236,15,2,,387,5448
"De 30 a 34 años (005)",3408,3279,217,629,940,656,677,144,12,4,129,8471
"De 35 a 39 años (006)",3138,3083,107,308,674,630,880,364,98,22,55,10820
"De 40 a 44 años (007)",2688,2653,66,171,390,447,743,510,243,83,35,11793
"De 45 a 49 años (008)",2195,2175,51,124,233,303,548,451,310,155,20,11159
"De 50 y más años (009)",7548,7465,190,307,437,594,1456,1593,1445,1443,83,48353
"Conviviente (010)",8429,8225,805,2526,1984,1103,1053,424,206,124,204,20225
"De 12 a 14 años (011)",47,26,18,7,1,,,,,,21,9
"De 15 a 19 años (012)",739,676,249,373,50,4,,,,,63,485
"De 20 a 24 años (013)",1822,1755,267,967,395,97,22,7,,,67,2181
"De 25 a 29 años (014)",1912,1874,154,671,618,290,135,5,1,,38,3384
"De 30 a 34 años (015)",1490,1483,54,299,477,324,270,55,3,1,7,3769
"De 35 a 39 años (016)",1028,1027,20,121,254,215,287,107,21,2,1,3417
"De 40 a 44 años (017)",563,562,8,36,107,91,163,95,46,16,1,2410
"De 45 a 49 años (018)",322,320,13,21,39,36,92,64,34,21,2,1549
"De 50 y más años (019)",506,502,22,31,43,46,84,91,101,84,4,3021
"Separado(a) (020)",1460,1445,24,457,295,206,246,113,65,39,15,4449
"De 12 a 14 años (021)",3,3,1,2,,,,,,,,2
"De 15 a 19 años (022)",67,63,6,50,7,,,,,,4,64
