"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PIURA (000)",226138,67601,45052,88942,4657,12086,7800
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",514,412,,,102,,
"Profes., científicos e intelectuales (002)",22647,19069,,3169,348,61,
"Técnicos de nivel medio y trab. asimilados (003)",14387,10157,,3526,578,81,45
"Jefes y empleados de oficina (004)",11903,11803,,50,,50,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",38606,12744,396,21434,1074,2941,17
"Agricult.trabaj.calif.agrop.y pesqueros (006)",22206,62,257,20496,1391,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",17039,,6055,10189,503,292,
"Obreros construc.,conf.,papel, fab., instr. (008)",25943,2949,6084,16341,421,148,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",65707,7156,30790,12034,145,7844,7738
"Otra (010)",1712,1712,,,,,
"Ocupación no especificada (011)",5474,1537,1470,1703,95,669,
"Hombres (012)",153613,37611,39734,64947,3467,7613,241
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",347,275,,,72,,
"Profes., científicos e intelectuales (014)",10811,8552,,1980,250,29,
"Técnicos de nivel medio y trab. asimilados (015)",8622,5761,,2446,371,40,4
"Jefes y empleados de oficina (016)",5792,5756,,15,,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",18506,7591,165,9592,506,652,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",21343,59,237,19717,1330,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",13405,,4874,7921,417,193,
"Obreros construc.,conf.,papel, fab., instr. (020)",25160,2920,5848,15855,403,134,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",45375,4411,27608,6683,77,6359,237
"Otra (022)",1594,1594,,,,,
"Ocupación no especificada (023)",2658,692,1002,738,41,185,
"Mujeres (024)",72525,29990,5318,23995,1190,4473,7559
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",167,137,,,30,,
"Profes., científicos e intelectuales (026)",11836,10517,,1189,98,32,
"Técnicos de nivel medio y trab. asimilados (027)",5765,4396,,1080,207,41,41
"Jefes y empleados de oficina (028)",6111,6047,,35,,29,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",20100,5153,231,11842,568,2289,17
"Agricult.trabaj.calif.agrop.y pesqueros (030)",863,3,20,779,61,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",3634,,1181,2268,86,99,
"Obreros construc.,conf.,papel, fab., instr. (032)",783,29,236,486,18,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",20332,2745,3182,5351,68,1485,7501
"Otra (034)",118,118,,,,,
"Ocupación no especificada (035)",2816,845,468,965,54,484,
,,,,,,,
"URBANA (036)",197951,66623,31864,78982,4022,8990,7470
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",504,402,,,102,,
"Profes., científicos e intelectuales (038)",22276,18754,,3120,343,59,
"Técnicos de nivel medio y trab. asimilados (039)",14229,10049,,3478,577,80,45
"Jefes y empleados de oficina (040)",11810,11710,,50,,50,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",37601,12580,392,20683,1064,2865,17
"Agricult.trabaj.calif.agrop.y pesqueros (042)",14148,48,247,13036,817,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",16649,,5901,9968,496,284,
"Obreros construc.,conf.,papel, fab., instr. (044)",25089,2903,5914,15733,401,138,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",49260,7004,18162,11515,142,5029,7408
"Otra (046)",1703,1703,,,,,
"Ocupación no especificada (047)",4682,1470,1248,1399,80,485,
"Hombres (048)",128304,37010,27137,55995,2866,5067,229
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",340,268,,,72,,
"Profes., científicos e intelectuales (050)",10629,8401,,1954,246,28,
"Técnicos de nivel medio y trab. asimilados (051)",8526,5704,,2408,370,40,4
"Jefes y empleados de oficina (052)",5737,5701,,15,,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",17961,7484,163,9179,499,636,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",13464,46,227,12417,774,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",13101,,4745,7755,412,189,
"Obreros construc.,conf.,papel, fab., instr. (056)",24311,2874,5680,15249,383,125,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",30293,4284,15460,6355,74,3895,225
"Otra (058)",1585,1585,,,,,
"Ocupación no especificada (059)",2357,663,862,663,36,133,
"Mujeres (060)",69647,29613,4727,22987,1156,3923,7241
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",164,134,,,30,,
"Profes., científicos e intelectuales (062)",11647,10353,,1166,97,31,
"Técnicos de nivel medio y trab. asimilados (063)",5703,4345,,1070,207,40,41
"Jefes y empleados de oficina (064)",6073,6009,,35,,29,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",19640,5096,229,11504,565,2229,17
"Agricult.trabaj.calif.agrop.y pesqueros (066)",684,2,20,619,43,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",3548,,1156,2213,84,95,
"Obreros construc.,conf.,papel, fab., instr. (068)",778,29,234,484,18,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",18967,2720,2702,5160,68,1134,7183
"Otra (070)",118,118,,,,,
"Ocupación no especificada (071)",2325,807,386,736,44,352,
,,,,,,,
"RURAL (072)",28187,978,13188,9960,635,3096,330
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,10,,,,,
"Profes., científicos e intelectuales (074)",371,315,,49,5,2,
"Técnicos de nivel medio y trab. asimilados (075)",158,108,,48,1,1,
"Jefes y empleados de oficina (076)",93,93,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1005,164,4,751,10,76,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8058,14,10,7460,574,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",390,,154,221,7,8,
"Obreros construc.,conf.,papel, fab., instr. (080)",854,46,170,608,20,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",16447,152,12628,519,3,2815,330
"Otra (082)",9,9,,,,,
"Ocupación no especificada (083)",792,67,222,304,15,184,
"Hombres (084)",25309,601,12597,8952,601,2546,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,7,,,,,
"Profes., científicos e intelectuales (086)",182,151,,26,4,1,
"Técnicos de nivel medio y trab. asimilados (087)",96,57,,38,1,,
"Jefes y empleados de oficina (088)",55,55,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",545,107,2,413,7,16,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7879,13,10,7300,556,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",304,,129,166,5,4,
