"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",40742,7150,7660,7934,6609,4467,6922
"Conviviente (001)",13281,152,2239,4274,3244,1707,1665
"Separado(a) (002)",923,5,122,218,230,157,191
"Casado(a) (003)",9438,23,363,1596,2335,2008,3113
"Viudo(a) (004)",1874,1,10,30,116,215,1502
"Divorciado(a) (005)",94,,6,13,20,18,37
"Soltero(a) (006)",15132,6969,4920,1803,664,362,414
"Hombres (008)",20966,3692,3941,4291,3485,2300,3257
"Conviviente (009)",6880,51,852,2324,1797,930,926
"Separado(a) (010)",177,,4,32,54,35,52
"Casado(a) (011)",4985,11,129,807,1235,1097,1706
"Viudo(a) (012)",495,1,,10,26,59,399
"Divorciado(a) (013)",42,,,6,8,11,17
"Soltero(a) (014)",8387,3629,2956,1112,365,168,157
"Mujeres (016)",19776,3458,3719,3643,3124,2167,3665
"Conviviente (017)",6401,101,1387,1950,1447,777,739
"Separado(a) (018)",746,5,118,186,176,122,139
"Casado(a) (019)",4453,12,234,789,1100,911,1407
"Viudo(a) (020)",1379,,10,20,90,156,1103
"Divorciado(a) (021)",52,,6,7,12,7,20
"Soltero(a) (022)",6745,3340,1964,691,299,194,257
,,,,,,,
"URBANA (024)",14411,2583,2728,2764,2449,1678,2209
"Conviviente (025)",4102,43,731,1402,1017,508,401
"Separado(a) (026)",374,1,37,82,102,74,78
"Casado(a) (027)",3670,11,105,587,1028,870,1069
"Viudo(a) (028)",608,,3,11,34,79,481
"Divorciado(a) (029)",33,,1,5,9,6,12
"Soltero(a) (030)",5624,2528,1851,677,259,141,168
"Hombres (032)",6815,1286,1301,1296,1179,784,969
"Conviviente (033)",1964,22,248,684,526,256,228
"Separado(a) (034)",64,,1,12,22,13,16
"Casado(a) (035)",1809,7,33,250,494,450,575
"Viudo(a) (036)",98,,,2,4,7,85
"Divorciado(a) (037)",16,,,2,3,4,7
"Soltero(a) (038)",2864,1257,1019,346,130,54,58
"Mujeres (040)",7596,1297,1427,1468,1270,894,1240
"Conviviente (041)",2138,21,483,718,491,252,173
"Separado(a) (042)",310,1,36,70,80,61,62
"Casado(a) (043)",1861,4,72,337,534,420,494
"Viudo(a) (044)",510,,3,9,30,72,396
"Divorciado(a) (045)",17,,1,3,6,2,5
"Soltero(a) (046)",2760,1271,832,331,129,87,110
,,,,,,,
"RURAL (048)",26331,4567,4932,5170,4160,2789,4713
"Conviviente (049)",9179,109,1508,2872,2227,1199,1264
"Separado(a) (050)",549,4,85,136,128,83,113
"Casado(a) (051)",5768,12,258,1009,1307,1138,2044
"Viudo(a) (052)",1266,1,7,19,82,136,1021
"Divorciado(a) (053)",61,,5,8,11,12,25
"Soltero(a) (054)",9508,4441,3069,1126,405,221,246
"Hombres (056)",14151,2406,2640,2995,2306,1516,2288
"Conviviente (057)",4916,29,604,1640,1271,674,698
"Separado(a) (058)",113,,3,20,32,22,36
"Casado(a) (059)",3176,4,96,557,741,647,1131
"Viudo(a) (060)",397,1,,8,22,52,314
"Divorciado(a) (061)",26,,,4,5,7,10
"Soltero(a) (062)",5523,2372,1937,766,235,114,99
"Mujeres (064)",12180,2161,2292,2175,1854,1273,2425
"Conviviente (065)",4263,80,904,1232,956,525,566
"Separado(a) (066)",436,4,82,116,96,61,77
"Casado(a) (067)",2592,8,162,452,566,491,913
"Viudo(a) (068)",869,,7,11,60,84,707
"Divorciado(a) (069)",35,,5,4,6,5,15
"Soltero(a) (070)",3985,2069,1132,360,170,107,147
