"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAURA (000)",77446,170313,158576,,2764,93.1,1.6
"De 12 a 14 años (001)",6135,28,28,,3,100,10.7
"De 15 a 19 años (002)",9577,1166,1141,292,97.9,25,
"De 20 a 24 años (003)",9025,5520,5428,739,98.3,13.4,
"De 25 a 29 años (004)",8093,9830,9666,696,98.3,7.1,
"De 30 a 34 años (005)",7519,13903,13585,591,97.7,4.3,
"De 35 a 39 años (006)",6906,16619,16167,317,97.3,1.9,
"De 40 a 44 años (007)",6148,18288,17660,113,96.6,0.6,
"De 45 a 49 años (008)",5121,17947,17066,13,95.1,0.1,
"De 50 y más años (009)",18922,87012,77835,,89.5,,
"Sin nivel (010)",5283,26531,22872,90,86.2,0.3,
"De 12 a 14 años (011)",48,,,,,,
"De 15 a 19 años (012)",59,5,5,1,100,20,
"De 20 a 24 años (013)",114,119,110,12,92.4,10.1,
"De 25 a 29 años (014)",154,264,249,16,94.3,6.1,
"De 30 a 34 años (015)",305,759,735,29,96.8,3.8,
"De 35 a 39 años (016)",351,1153,1104,20,95.8,1.7,
"De 40 a 44 años (017)",376,1504,1415,6,94.1,0.4,
"De 45 a 49 años (018)",415,1960,1824,6,93.1,0.3,
"De 50 y más años (019)",3461,20767,17430,,83.9,,
"Educacion Inicial (020)",78,115,106,4,92.2,3.5,
"De 12 a 14 años (021)",14,,,,,,
"De 15 a 19 años (022)",15,1,1,,100,,
"De 20 a 24 años (023)",18,14,14,1,100,7.1,
"De 25 a 29 años (024)",6,13,13,2,100,15.4,
"De 30 a 34 años (025)",16,55,50,1,90.9,1.8,
"De 35 a 39 años (026)",9,32,28,,87.5,,
"Primaria (030)",17942,63901,58546,424,91.6,0.7,
"De 12 a 14 años (031)",2192,12,12,1,100,8.3,
"De 15 a 19 años (032)",708,212,208,46,98.1,21.7,
"De 20 a 24 años (033)",681,822,805,92,97.9,11.2,
"De 25 a 29 años (034)",870,1699,1651,109,97.2,6.4,
"De 30 a 34 años (035)",1066,2818,2715,79,96.3,2.8,
"De 35 a 39 años (036)",1230,4127,3961,61,96,1.5,
"De 40 a 44 años (037)",1399,5451,5214,34,95.7,0.6,
"De 45 a 49 años (038)",1472,6607,6224,2,94.2,,
"De 50 y más años (039)",8324,42153,37756,,89.6,,
