"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",8175,7597,344,100,134
"Agric., ganadería, caza y silvicultura (045)",5220,5080,136,3,1
"Pesca (046)",51,51,,,
"Explotación de minas y canteras (047)",1,,,1,
"Industrias manufactureras (048)",387,356,26,4,1
"Construcción (050)",13,7,,4,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1388,1321,63,4,
"Venta, mant.y rep. veh.autom y motoc. (052)",20,20,,,
"Comercio al por mayor (053)",67,65,2,,
"Comercio al por menor (054)",1301,1236,61,4,
"Hoteles y restaurantes (055)",225,210,14,1,
"Trans., almac. y comunicaciones (056)",26,25,1,,
"Intermediación financiera (057)",14,11,1,2,
"Activid.inmobil., empres. y alquileres (058)",31,23,5,,3
"Admin.pub. y defensa; p. segur soc.afil (059)",43,,,,43
"Enseñanza (060)",261,68,84,76,33
"Servicios sociales y de salud (061)",57,6,2,,49
"Otras activ. serv.comun.soc y personales (062)",29,25,3,1,
"Hogares privados con servicio doméstico (063)",228,228,,,
"Actividad economica no especificada (065)",201,186,9,4,2
,,,,,
"URBANA (066)",6626,5460,491,258,417
"Agric., ganadería, caza y silvicultura (067)",2228,2144,78,5,1
"Pesca (068)",34,33,,1,
"Explotación de minas y canteras (069)",2,1,,1,
"Industrias manufactureras (070)",579,519,49,6,5
"Suministro de electricidad, gas y agua (071)",8,3,1,4,
"Construcción (072)",211,160,32,16,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1576,1501,70,5,
"Venta, mant.y rep. veh.autom y motoc. (074)",79,76,3,,
"Comercio al por mayor (075)",86,80,5,1,
"Comercio al por menor (076)",1411,1345,62,4,
"Hoteles y restaurantes (077)",234,219,13,2,
"Trans., almac. y comunicaciones (078)",382,344,21,14,3
"Intermediación financiera (079)",20,12,5,3,
"Activid.inmobil., empres. y alquileres (080)",112,72,15,11,14
"Admin.pub. y defensa; p. segur soc.afil (081)",215,,,,215
"Enseñanza (082)",545,105,181,179,80
"Servicios sociales y de salud (083)",101,13,2,,86
"Otras activ. serv.comun.soc y personales (084)",77,59,11,4,3
"Hogares privados con servicio doméstico (085)",153,153,,,
"Actividad economica no especificada (087)",149,122,13,7,7
"Hombres (088)",3661,2887,306,168,300
"Agric., ganadería, caza y silvicultura (089)",1216,1165,49,2,
"Pesca (090)",24,23,,1,
"Explotación de minas y canteras (091)",1,1,,,
"Industrias manufactureras (092)",362,323,31,4,4
"Suministro de electricidad, gas y agua (093)",8,3,1,4,
"Construcción (094)",200,154,32,13,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",647,613,31,3,
"Venta, mant.y rep. veh.autom y motoc. (096)",67,64,3,,
"Comercio al por mayor (097)",43,39,3,1,
"Comercio al por menor (098)",537,510,25,2,
"Hoteles y restaurantes (099)",62,56,5,1,
"Trans., almac. y comunicaciones (100)",362,325,20,14,3
"Intermediación financiera (101)",7,2,4,1,
"Activid.inmobil., empres. y alquileres (102)",87,53,11,11,12
"Admin.pub. y defensa; p. segur soc.afil (103)",180,,,,180
"Enseñanza (104)",305,46,101,106,52
"Servicios sociales y de salud (105)",50,9,1,,40
"Otras activ. serv.comun.soc y personales (106)",58,42,9,4,3
"Hogares privados con servicio doméstico (107)",12,12,,,
"Actividad economica no especificada (109)",80,60,11,4,5
"Mujeres (110)",2965,2573,185,90,117
"Agric., ganadería, caza y silvicultura (111)",1012,979,29,3,1
"Pesca (112)",10,10,,,
"Explotación de minas y canteras (113)",1,,,1,
"Industrias manufactureras (114)",217,196,18,2,1
"Construcción (116)",11,6,,3,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",929,888,39,2,
"Venta, mant.y rep. veh.autom y motoc. (118)",12,12,,,
"Comercio al por mayor (119)",43,41,2,,
"Comercio al por menor (120)",874,835,37,2,
"Hoteles y restaurantes (121)",172,163,8,1,
"Trans., almac. y comunicaciones (122)",20,19,1,,
"Intermediación financiera (123)",13,10,1,2,
"Activid.inmobil., empres. y alquileres (124)",25,19,4,,2
"Admin.pub. y defensa; p. segur soc.afil (125)",35,,,,35
"Enseñanza (126)",240,59,80,73,28
"Servicios sociales y de salud (127)",51,4,1,,46
"Otras activ. serv.comun.soc y personales (128)",19,17,2,,
"Hogares privados con servicio doméstico (129)",141,141,,,
"Actividad economica no especificada (131)",69,62,2,3,2
,,,,,
"RURAL (132)",12392,11487,631,88,186
"Agric., ganadería, caza y silvicultura (133)",8984,8753,230,,1
"Pesca (134)",179,172,7,,
"Explotación de minas y canteras (135)",3,,1,,2
"Industrias manufactureras (136)",668,579,79,9,1
"Suministro de electricidad, gas y agua (137)",2,,,1,1
"Construcción (138)",668,459,182,23,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",912,867,42,3,
"Venta, mant.y rep. veh.autom y motoc. (140)",52,49,2,1,
"Comercio al por mayor (141)",49,47,2,,
"Comercio al por menor (142)",811,771,38,2,
"Hoteles y restaurantes (143)",71,64,7,,
"Trans., almac. y comunicaciones (144)",293,241,32,17,3
"Intermediación financiera (145)",2,2,,,
"Activid.inmobil., empres. y alquileres (146)",25,19,2,1,3
"Admin.pub. y defensa; p. segur soc.afil (147)",118,,,,118
"Enseñanza (148)",142,35,33,31,43
"Servicios sociales y de salud (149)",16,5,4,,7
"Otras activ. serv.comun.soc y personales (150)",35,28,4,2,1
"Hogares privados con servicio doméstico (151)",90,90,,,
"Actividad economica no especificada (153)",184,173,8,1,2
"Hombres (154)",7182,6463,472,78,169
"Agric., ganadería, caza y silvicultura (155)",4776,4652,123,,1
"Pesca (156)",138,131,7,,
"Explotación de minas y canteras (157)",3,,1,,2
"Industrias manufactureras (158)",498,419,71,7,1
"Suministro de electricidad, gas y agua (159)",2,,,1,1
"Construcción (160)",666,458,182,22,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",453,434,18,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",44,41,2,1,
"Comercio al por mayor (163)",25,23,2,,
"Comercio al por menor (164)",384,370,14,,
"Hoteles y restaurantes (165)",18,17,1,,
"Trans., almac. y comunicaciones (166)",287,235,32,17,3
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",19,15,1,1,2
"Admin.pub. y defensa; p. segur soc.afil (169)",110,,,,110
"Enseñanza (170)",121,26,29,28,38
"Servicios sociales y de salud (171)",10,3,3,,4
"Otras activ. serv.comun.soc y personales (172)",25,20,3,1,1
"Hogares privados con servicio doméstico (173)",3,3,,,
"Actividad economica no especificada (175)",52,49,1,,2
"Mujeres (176)",5210,5024,159,10,17
"Agric., ganadería, caza y silvicultura (177)",4208,4101,107,,
"Pesca (178)",41,41,,,
"Industrias manufactureras (180)",170,160,8,2,
"Construcción (182)",2,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",459,433,24,2,
"Venta, mant.y rep. veh.autom y motoc. (184)",8,8,,,
"Comercio al por mayor (185)",24,24,,,
"Comercio al por menor (186)",427,401,24,2,
"Hoteles y restaurantes (187)",53,47,6,,
"Trans., almac. y comunicaciones (188)",6,6,,,
"Intermediación financiera (189)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",6,4,1,,1
"Admin.pub. y defensa; p. segur soc.afil (191)",8,,,,8
"Enseñanza (192)",21,9,4,3,5
"Servicios sociales y de salud (193)",6,2,1,,3
"Otras activ. serv.comun.soc y personales (194)",10,8,1,1,
"Hogares privados con servicio doméstico (195)",87,87,,,
"Actividad economica no especificada (197)",132,124,7,1,
