"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LA CONVENCION (000)",65302,7337,9430,34571,1283,9883,951,1847
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",67,62,,,5,,,
"Profes., científicos e intelectuales (002)",3486,3123,,313,19,31,,
"Técnicos de nivel medio y trab. asimilados (003)",1238,805,,344,61,28,,
"Jefes y empleados de oficina (004)",940,927,,4,,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5865,911,46,4034,146,728,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",25468,5,16,24561,886,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2091,,590,1333,70,98,,
"Obreros construc.,conf.,papel, fab., instr. (008)",3428,375,1367,1587,56,43,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",18665,588,7067,1448,20,8591,951,
"Otra (010)",311,311,,,,,,
"Ocupaciñn no especificada (011)",1896,230,344,947,20,355,,
"Desocupado (012)",1847,,,,,,,1847
"Hombres (013)",48169,4365,8120,27368,1041,5906,138,1231
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",57,53,,,4,,,
"Profes., científicos e intelectuales (015)",1934,1690,,211,16,17,,
"Técnicos de nivel medio y trab. asimilados (016)",797,525,,215,38,19,,
"Jefes y empleados de oficina (017)",523,518,,2,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1964,428,11,1304,66,155,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",23052,5,16,22243,788,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1835,,564,1149,58,64,,
"Obreros construc.,conf.,papel, fab., instr. (021)",3364,373,1349,1546,55,41,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",12351,342,5935,394,5,5537,138,
"Otra (023)",303,303,,,,,,
"Ocupaciñn no especificada (024)",758,128,245,304,11,70,,
"Desocupado (025)",1231,,,,,,,1231
"Mujeres (026)",17133,2972,1310,7203,242,3977,813,616
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",10,9,,,1,,,
"Profes., científicos e intelectuales (028)",1552,1433,,102,3,14,,
"Técnicos de nivel medio y trab. asimilados (029)",441,280,,129,23,9,,
"Jefes y empleados de oficina (030)",417,409,,2,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3901,483,35,2730,80,573,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2416,,,2318,98,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",256,,26,184,12,34,,
"Obreros construc.,conf.,papel, fab., instr. (034)",64,2,18,41,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",6314,246,1132,1054,15,3054,813,
"Otra (036)",8,8,,,,,,
"Ocupaciñn no especificada (037)",1138,102,99,643,9,285,,
"Desocupado (038)",616,,,,,,,616
,,,,,,,,
"URBANA (039)",20770,5208,2759,9126,535,1516,434,1192
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",42,38,,,4,,,
"Profes., científicos e intelectuales (041)",2331,2066,,231,18,16,,
"Técnicos de nivel medio y trab. asimilados (042)",913,568,,285,44,16,,
"Jefes y empleados de oficina (043)",684,675,,3,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4152,720,12,2820,117,483,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2622,3,3,2398,218,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1479,,363,995,65,56,,
"Obreros construc.,conf.,papel, fab., instr. (047)",2215,292,782,1076,45,20,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",4248,427,1433,1086,15,853,434,
"Otra (049)",262,262,,,,,,
"Ocupaciñn no especificada (050)",630,157,166,232,9,66,,
"Desocupado (051)",1192,,,,,,,1192
"Hombres (052)",12873,3078,2395,5547,389,664,54,746
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",37,34,,,3,,,
"Profes., científicos e intelectuales (054)",1310,1120,,167,15,8,,
"Técnicos de nivel medio y trab. asimilados (055)",589,366,,183,29,11,,
"Jefes y empleados de oficina (056)",371,368,,1,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1398,334,5,915,56,88,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2188,3,3,2006,176,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1305,,347,861,55,42,,
"Obreros construc.,conf.,papel, fab., instr. (060)",2166,290,770,1043,44,19,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",2192,216,1147,290,5,480,54,
"Otra (062)",255,255,,,,,,
"Ocupaciñn no especificada (063)",316,92,123,81,6,14,,
"Desocupado (064)",746,,,,,,,746
"Mujeres (065)",7897,2130,364,3579,146,852,380,446
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,4,,,1,,,
"Profes., científicos e intelectuales (067)",1021,946,,64,3,8,,
"Técnicos de nivel medio y trab. asimilados (068)",324,202,,102,15,5,,
"Jefes y empleados de oficina (069)",313,307,,2,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2754,386,7,1905,61,395,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",434,,,392,42,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",174,,16,134,10,14,,
"Obreros construc.,conf.,papel, fab., instr. (073)",49,2,12,33,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",2056,211,286,796,10,373,380,
"Otra (075)",7,7,,,,,,
"Ocupaciñn no especificada (076)",314,65,43,151,3,52,,
"Desocupado (077)",446,,,,,,,446
,,,,,,,,
"RURAL (078)",44532,2129,6671,25445,748,8367,517,655
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",25,24,,,1,,,
"Profes., científicos e intelectuales (080)",1155,1057,,82,1,15,,
"Técnicos de nivel medio y trab. asimilados (081)",325,237,,59,17,12,,
"Jefes y empleados de oficina (082)",256,252,,1,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1713,191,34,1214,29,245,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",22846,2,13,22163,668,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",612,,227,338,5,42,,
"Obreros construc.,conf.,papel, fab., instr. (086)",1213,83,585,511,11,23,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",14417,161,5634,362,5,7738,517,
"Otra (088)",49,49,,,,,,
"Ocupaciñn no especificada (089)",1266,73,178,715,11,289,,
"Desocupado (090)",655,,,,,,,655
"Hombres (091)",35296,1287,5725,21821,652,5242,84,485
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",20,19,,,1,,,
"Profes., científicos e intelectuales (093)",624,570,,44,1,9,,
