"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia YAULI (000)",17621,39706,37047,,736,93.3,1.9
"De 12 a 14 años (001)",1680,8,8,,,100,
"De 15 a 19 años (002)",2110,264,258,81,97.7,30.7,
"De 20 a 24 años (003)",2053,1630,1597,188,98,11.5,
"De 25 a 29 años (004)",1990,2777,2701,176,97.3,6.3,
"De 30 a 34 años (005)",1942,4125,4004,168,97.1,4.1,
"De 35 a 39 años (006)",1805,4984,4822,85,96.7,1.7,
"De 40 a 44 años (007)",1620,5345,5127,33,95.9,0.6,
"De 45 a 49 años (008)",1261,4673,4420,5,94.6,0.1,
"De 50 y más años (009)",3160,15900,14110,,88.7,,
"Conviviente (010)",4487,9801,9413,464,96,4.7,
"De 12 a 14 años (011)",24,4,4,,100,,
"De 15 a 19 años (012)",270,169,166,58,98.2,34.3,
"De 20 a 24 años (013)",949,1099,1081,137,98.4,12.5,
"De 25 a 29 años (014)",997,1690,1638,118,96.9,7,
"De 30 a 34 años (015)",844,1940,1891,103,97.5,5.3,
"De 35 a 39 años (016)",599,1722,1664,36,96.6,2.1,
"De 40 a 44 años (017)",360,1307,1243,11,95.1,0.8,
"De 45 a 49 años (018)",216,811,765,1,94.3,0.1,
"De 50 y más años (019)",228,1059,961,,90.7,,
"Separado(a) (020)",746,1974,1871,27,94.8,1.4,
"De 15 a 19 años (022)",17,18,18,4,100,22.2,
"De 20 a 24 años (023)",77,99,95,8,96,8.1,
"De 25 a 29 años (024)",83,117,114,5,97.4,4.3,
"De 30 a 34 años (025)",105,197,194,3,98.5,1.5,
"De 35 a 39 años (026)",96,233,227,3,97.4,1.3,
"De 40 a 44 años (027)",125,343,333,3,97.1,0.9,
"De 45 a 49 años (028)",78,278,262,1,94.2,0.4,
"De 50 y más años (029)",165,689,628,,91.1,,
"Casado(a) (030)",5673,21268,19923,197,93.7,0.9,
"De 12 a 14 años (031)",7,2,2,,100,,
"De 15 a 19 años (032)",24,24,23,3,95.8,12.5,
"De 20 a 24 años (033)",181,288,281,26,97.6,9,
"De 25 a 29 años (034)",413,779,760,44,97.6,5.6,
"De 30 a 34 años (035)",663,1740,1678,62,96.4,3.6,
"De 35 a 39 años (036)",879,2737,2651,44,96.9,1.6,
"De 40 a 44 años (037)",945,3361,3227,15,96,0.4,
