"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1227,1042,101,44,40
"Otra (034)",3,,,,3
"Ocupación no especificada (035)",141,126,10,5,
,,,,,
"URBANA (036)",9524,6789,1060,726,949
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",37,2,5,7,23
"Profes., científicos e intelectuales (038)",612,157,135,235,85
"Técnicos de nivel medio y trab. asimilados (039)",348,183,39,36,90
"Jefes y empleados de oficina (040)",288,77,36,45,130
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1582,1440,95,25,22
"Agricult.trabaj.calif.agrop.y pesqueros (042)",997,936,59,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1533,975,216,127,215
"Obreros construc.,conf.,papel, fab., instr. (044)",978,762,116,56,44
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2836,2100,342,183,211
"Otra (046)",120,,,,120
"Ocupación no especificada (047)",193,157,17,11,8
"Hombres (048)",6641,4575,800,510,756
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",18,2,,2,14
"Profes., científicos e intelectuales (050)",271,60,62,108,41
"Técnicos de nivel medio y trab. asimilados (051)",239,111,30,31,67
"Jefes y empleados de oficina (052)",143,34,19,25,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",533,466,38,12,17
"Agricult.trabaj.calif.agrop.y pesqueros (054)",910,857,51,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1441,903,212,121,205
"Obreros construc.,conf.,papel, fab., instr. (056)",968,754,115,55,44
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1908,1320,263,148,177
"Otra (058)",117,,,,117
"Ocupación no especificada (059)",93,68,10,7,8
"Mujeres (060)",2883,2214,260,216,193
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",19,,5,5,9
"Profes., científicos e intelectuales (062)",341,97,73,127,44
"Técnicos de nivel medio y trab. asimilados (063)",109,72,9,5,23
"Jefes y empleados de oficina (064)",145,43,17,20,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1049,974,57,13,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",87,79,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",92,72,4,6,10
"Obreros construc.,conf.,papel, fab., instr. (068)",10,8,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",928,780,79,35,34
"Otra (070)",3,,,,3
"Ocupación no especificada (071)",100,89,7,4,
,,,,,
"RURAL (072)",7153,4168,1318,639,1028
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,,3,,16
"Profes., científicos e intelectuales (074)",142,55,20,27,40
"Técnicos de nivel medio y trab. asimilados (075)",140,36,10,23,71
"Jefes y empleados de oficina (076)",73,14,5,13,41
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",739,417,166,115,41
"Agricult.trabaj.calif.agrop.y pesqueros (078)",897,874,21,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",3194,1516,822,288,568
"Obreros construc.,conf.,papel, fab., instr. (080)",229,142,19,16,52
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1627,1062,221,152,192
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",88,52,31,4,1
"Hombres (084)",5953,3261,1163,558,971
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",18,,3,,15
"Profes., científicos e intelectuales (086)",77,20,8,19,30
"Técnicos de nivel medio y trab. asimilados (087)",93,14,7,15,57
"Jefes y empleados de oficina (088)",57,9,2,11,35
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",291,105,65,86,35
"Agricult.trabaj.calif.agrop.y pesqueros (090)",783,761,20,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",3025,1395,812,264,554
"Obreros construc.,conf.,papel, fab., instr. (092)",229,142,19,16,52
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1328,800,199,143,186
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",47,15,28,3,1
"Mujeres (096)",1200,907,155,81,57
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,,,1
"Profes., científicos e intelectuales (098)",65,35,12,8,10
"Técnicos de nivel medio y trab. asimilados (099)",47,22,3,8,14
"Jefes y empleados de oficina (100)",16,5,3,2,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",448,312,101,29,6
"Agricult.trabaj.calif.agrop.y pesqueros (102)",114,113,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",169,121,10,24,14
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",299,262,22,9,6
"Ocupación no especificada (107)",41,37,3,1,
