"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia YAROWILCA (000)",30028,1914,4722,4955,3113,3951,3391,5942,2040
"Sin nivel (001)",5992,1914,741,31,35,150,370,1691,1060
"Educación inicial (002)",919,,884,2,2,14,17,,
"Primaria (003)",14555,,3097,3866,655,1217,1642,3187,891
"Secundaria (004)",7219,,,1056,2339,2024,964,766,70
"Superior no univ. incompleto (005)",274,,,,45,135,55,36,3
"Superior no univ. completo (006)",354,,,,,103,136,107,8
"Superior univ. incompleto (007)",255,,,,37,154,35,28,1
"Superior univ. completo (008)",460,,,,,154,172,127,7
"Hombres (010)",14446,991,2347,2498,1563,1799,1542,2724,982
"Sin nivel (011)",1957,991,364,12,9,29,59,249,244
"Educación inicial (012)",442,,433,,1,4,4,,
"Primaria (013)",7092,,1550,1939,256,377,631,1675,664
"Secundaria (014)",4099,,,547,1252,1075,587,580,58
"Superior no univ. incompleto (015)",150,,,,21,66,35,25,3
"Superior no univ. completo (016)",225,,,,,61,83,74,7
"Superior univ. incompleto (017)",170,,,,24,96,23,26,1
"Superior univ. completo (018)",311,,,,,91,120,95,5
"Mujeres (020)",15582,923,2375,2457,1550,2152,1849,3218,1058
"Sin nivel (021)",4035,923,377,19,26,121,311,1442,816
"Educación inicial (022)",477,,451,2,1,10,13,,
"Primaria (023)",7463,,1547,1927,399,840,1011,1512,227
"Secundaria (024)",3120,,,509,1087,949,377,186,12
"Superior no univ. incompleto (025)",124,,,,24,69,20,11,
"Superior no univ. completo (026)",129,,,,,42,53,33,1
"Superior univ. incompleto (027)",85,,,,13,58,12,2,
"Superior univ. completo (028)",149,,,,,63,52,32,2
,,,,,,,,,
"URBANA (030)",7385,460,1093,1094,772,1151,958,1436,421
"Sin nivel (031)",1115,460,147,6,6,21,56,253,166
"Educación inicial (032)",215,,211,1,,1,2,,
"Primaria (033)",3061,,735,762,78,240,336,698,212
"Secundaria (034)",2244,,,325,648,602,343,297,29
"Superior no univ. incompleto (035)",108,,,,18,42,28,17,3
"Superior no univ. completo (036)",200,,,,,54,72,67,7
"Superior univ. incompleto (037)",146,,,,22,90,18,15,1
"Superior univ. completo (038)",296,,,,,101,103,89,3
"Hombres (040)",3633,233,560,554,407,534,449,692,204
"Sin nivel (041)",379,233,72,1,,5,10,28,30
"Educación inicial (042)",97,,97,,,,,,
"Primaria (043)",1471,,391,392,30,73,117,327,141
"Secundaria (044)",1222,,,161,357,300,183,201,20
"Superior no univ. incompleto (045)",56,,,,8,18,18,9,3
"Superior no univ. completo (046)",124,,,,,31,39,47,7
"Superior univ. incompleto (047)",91,,,,12,54,11,13,1
"Superior univ. completo (048)",193,,,,,53,71,67,2
"Mujeres (050)",3752,227,533,540,365,617,509,744,217
"Sin nivel (051)",736,227,75,5,6,16,46,225,136
"Educación inicial (052)",118,,114,1,,1,2,,
"Primaria (053)",1590,,344,370,48,167,219,371,71
"Secundaria (054)",1022,,,164,291,302,160,96,9
"Superior no univ. incompleto (055)",52,,,,10,24,10,8,
"Superior no univ. completo (056)",76,,,,,23,33,20,
"Superior univ. incompleto (057)",55,,,,10,36,7,2,
"Superior univ. completo (058)",103,,,,,48,32,22,1
,,,,,,,,,
"RURAL (060)",22643,1454,3629,3861,2341,2800,2433,4506,1619
"Sin nivel (061)",4877,1454,594,25,29,129,314,1438,894
"Educación inicial (062)",704,,673,1,2,13,15,,
"Primaria (063)",11494,,2362,3104,577,977,1306,2489,679
"Secundaria (064)",4975,,,731,1691,1422,621,469,41
"Superior no univ. incompleto (065)",166,,,,27,93,27,19,
"Superior no univ. completo (066)",154,,,,,49,64,40,1
"Superior univ. incompleto (067)",109,,,,15,64,17,13,
"Superior univ. completo (068)",164,,,,,53,69,38,4
"Hombres (070)",10813,758,1787,1944,1156,1265,1093,2032,778
"Sin nivel (071)",1578,758,292,11,9,24,49,221,214
"Educación inicial (072)",345,,336,,1,4,4,,
"Primaria (073)",5621,,1159,1547,226,304,514,1348,523
"Secundaria (074)",2877,,,386,895,775,404,379,38
"Superior no univ. incompleto (075)",94,,,,13,48,17,16,
"Superior no univ. completo (076)",101,,,,,30,44,27,
"Superior univ. incompleto (077)",79,,,,12,42,12,13,
"Superior univ. completo (078)",118,,,,,38,49,28,3
"Mujeres (080)",11830,696,1842,1917,1185,1535,1340,2474,841
"Sin nivel (081)",3299,696,302,14,20,105,265,1217,680
"Educación inicial (082)",359,,337,1,1,9,11,,
"Primaria (083)",5873,,1203,1557,351,673,792,1141,156
"Secundaria (084)",2098,,,345,796,647,217,90,3
"Superior no univ. incompleto (085)",72,,,,14,45,10,3,
"Superior no univ. completo (086)",53,,,,,19,20,13,1
"Superior univ. incompleto (087)",30,,,,3,22,5,,
"Superior univ. completo (088)",46,,,,,15,20,10,1
