"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",5204,256,1484,1688,1361,415
"Otra (034)",1,,,1,,
"Ocupación no especificada (035)",412,,142,123,106,41
,,,,,,
"URBANA (036)",20376,425,5771,7895,5211,1074
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",44,,3,17,23,1
"Profes., científicos e intelectuales (038)",3201,,520,1757,887,37
"Técnicos de nivel medio y trab. asimilados (039)",745,,269,303,156,17
"Jefes y empleados de oficina (040)",606,,265,229,106,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3616,53,1065,1376,940,182
"Agricult. trabaj. calif.agrop. y pesqueros (042)",2805,29,454,897,1007,418
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",1725,34,665,580,373,73
"Obreros construc., conf., papel, fab., instr. (044)",2070,11,721,843,459,36
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",4959,298,1606,1660,1124,271
"Otra (046)",158,,34,95,29,
"Ocupación no especificada (047)",447,,169,138,107,33
"Hombres (048)",11572,264,3228,4461,3004,615
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",34,,2,14,17,1
"Profes., científicos e intelectuales (050)",1772,,246,948,546,32
"Técnicos de nivel medio y trab. asimilados (051)",447,,165,173,97,12
"Jefes y empleados de oficina (052)",286,,81,131,69,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1211,27,379,448,290,67
"Agricult. trabaj. calif.agrop. y pesqueros (054)",1955,17,296,640,710,292
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",1343,29,519,436,307,52
"Obreros construc., conf., papel, fab., instr. (056)",1985,9,682,813,446,35
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",2198,182,760,708,442,106
"Otra (058)",157,,34,94,29,
"Ocupación no especificada (059)",184,,64,56,51,13
"Mujeres (060)",8804,161,2543,3434,2207,459
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",10,,1,3,6,
"Profes., científicos e intelectuales (062)",1429,,274,809,341,5
"Técnicos de nivel medio y trab. asimilados (063)",298,,104,130,59,5
"Jefes y empleados de oficina (064)",320,,184,98,37,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2405,26,686,928,650,115
"Agricult. trabaj. calif.agrop. y pesqueros (066)",850,12,158,257,297,126
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",382,5,146,144,66,21
"Obreros construc., conf., papel, fab., instr. (068)",85,2,39,30,13,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",2761,116,846,952,682,165
"Otra (070)",1,,,1,,
"Ocupación no especificada (071)",263,,105,82,56,20
,,,,,,
"RURAL (072)",13174,396,3158,4023,3917,1680
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",11,,,7,3,1
"Profes., científicos e intelectuales (074)",231,,78,108,44,1
"Técnicos de nivel medio y trab. asimilados (075)",77,,29,22,24,2
"Jefes y empleados de oficina (076)",71,,32,24,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",484,5,172,180,108,19
"Agricult. trabaj. calif.agrop. y pesqueros (078)",6441,43,969,1922,2321,1186
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",497,5,176,157,124,35
"Obreros construc., conf., papel, fab., instr. (080)",685,1,214,295,162,13
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",4471,342,1430,1256,1052,391
"Otra (082)",5,,,3,2,
"Ocupación no especificada (083)",201,,58,49,62,32
"Hombres (084)",8236,233,1930,2565,2447,1061
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",10,,,7,2,1
"Profes., científicos e intelectuales (086)",152,,33,81,37,1
"Técnicos de nivel medio y trab. asimilados (087)",52,,18,15,17,2
"Jefes y empleados de oficina (088)",54,,19,20,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",166,3,53,70,35,5
"Agricult. trabaj. calif.agrop. y pesqueros (090)",4733,24,672,1458,1716,863
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",323,3,118,97,80,25
"Obreros construc., conf., papel, fab., instr. (092)",661,1,204,286,158,12
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",2028,202,792,520,373,141
"Otra (094)",5,,,3,2,
"Ocupación no especificada (095)",52,,21,8,12,11
"Mujeres (096)",4938,163,1228,1458,1470,619
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",1,,,,1,
"Profes., científicos e intelectuales (098)",79,,45,27,7,
"Técnicos de nivel medio y trab. asimilados (099)",25,,11,7,7,
"Jefes y empleados de oficina (100)",17,,13,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",318,2,119,110,73,14
"Agricult. trabaj. calif.agrop. y pesqueros (102)",1708,19,297,464,605,323
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",174,2,58,60,44,10
"Obreros construc., conf., papel, fab., instr. (104)",24,,10,9,4,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",2443,140,638,736,679,250
"Ocupación no especificada (107)",149,,37,41,50,21
