"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUALLAGA (000)",8314,8161,2102,1148,1315,975,1178,704,404,335,153,23667
"De 12 a 14 años (001)",862,846,838,7,1,,,,,,16,9
"De 15 a 19 años (002)",1135,1105,821,233,46,4,1,,,,30,341
"De 20 a 24 años (003)",977,937,216,396,243,61,21,,,,40,1153
"De 25 a 29 años (004)",863,836,77,216,293,142,100,7,1,,27,1706
"De 30 a 34 años (005)",820,810,44,108,234,206,174,39,5,,10,2234
"De 35 a 39 años (006)",784,779,28,66,190,182,194,89,24,6,5,2689
"De 40 a 44 años (007)",670,662,18,44,126,136,172,115,37,14,8,2668
"De 45 a 49 años (008)",562,556,15,26,86,103,153,99,45,29,6,2519
"De 50 y más años (009)",1641,1630,45,52,96,141,363,355,292,286,11,10348
"Sin nivel (010)",661,646,48,32,43,44,121,128,99,131,15,4014
"De 12 a 14 años (011)",11,10,9,1,,,,,,,1,1
"De 15 a 19 años (012)",20,19,11,6,2,,,,,,1,10
"De 20 a 24 años (013)",35,35,7,8,12,5,3,,,,,59
"De 25 a 29 años (014)",35,33,2,9,4,5,13,,,,2,90
"De 30 a 34 años (015)",40,38,2,2,2,6,21,4,1,,2,150
"De 35 a 39 años (016)",62,61,1,3,6,11,11,19,7,3,1,310
"De 40 a 44 años (017)",65,64,1,,4,5,19,17,11,7,1,393
"De 45 a 49 años (018)",74,71,4,1,2,4,14,22,14,10,3,455
"De 50 y más años (019)",319,315,11,2,11,8,40,66,66,111,4,2546
"Educacion Inicial (020)",14,13,5,2,2,1,2,1,,,1,24
"De 12 a 14 años (021)",3,3,3,,,,,,,,,
"De 15 a 19 años (022)",3,3,2,1,,,,,,,,1
"De 20 a 24 años (023)",1,1,,,,1,,,,,,3
