"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CASMA (000)",15974,135,5216,5764,3915,944
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",30,,4,10,16,
"Profes., científicos e intelectuales (002)",1002,,176,568,247,11
"Técnicos de nivel medio y trab. asimilados (003)",433,,126,188,97,22
"Jefes y empleados de oficina (004)",545,,211,223,105,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2126,11,579,818,601,117
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2530,9,509,791,835,386
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1029,4,360,379,247,39
"Obreros construc., conf., papel, fab., instr. (008)",1987,8,777,741,408,53
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",6059,103,2409,1949,1307,291
"Otra (010)",47,,5,31,11,
"Ocupación no especificada (011)",186,,60,66,41,19
"Hombres (012)",11439,89,3810,3922,2819,799
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",23,,3,8,12,
"Profes., científicos e intelectuales (014)",486,,75,260,145,6
"Técnicos de nivel medio y trab. asimilados (015)",265,,71,114,59,21
"Jefes y empleados de oficina (016)",251,,78,102,66,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",903,6,265,330,240,62
"Agricult. trabaj. calif.agrop. y pesqueros (018)",2352,5,462,734,779,372
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",714,3,238,254,183,36
"Obreros construc., conf., papel, fab., instr. (020)",1960,7,767,731,402,53
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",4381,68,1825,1338,913,237
"Otra (022)",45,,5,31,9,
"Ocupación no especificada (023)",59,,21,20,11,7
"Mujeres (024)",4535,46,1406,1842,1096,145
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",7,,1,2,4,
"Profes., científicos e intelectuales (026)",516,,101,308,102,5
"Técnicos de nivel medio y trab. asimilados (027)",168,,55,74,38,1
"Jefes y empleados de oficina (028)",294,,133,121,39,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1223,5,314,488,361,55
"Agricult. trabaj. calif.agrop. y pesqueros (030)",178,4,47,57,56,14
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",315,1,122,125,64,3
"Obreros construc., conf., papel, fab., instr. (032)",27,1,10,10,6,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1678,35,584,611,394,54
