"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",8,,2,1,4,1
"Educación inicial (032)",1,,,1,,
"Primaria (033)",95,7,34,27,26,1
"Secundaria (034)",490,1,270,153,62,4
"Superior no univ. incompleta (035)",93,,62,24,7,
"Superior no univ. completa (036)",109,,68,34,7,
"Superior univ. incompleta (037)",33,,19,9,5,
"Superior univ. completa (038)",76,,40,29,7,
"No PEA (040)",24372,9404,6763,3959,2706,1540
"Sin nivel (041)",1012,133,54,149,245,431
"Educación inicial (042)",508,501,4,3,,
"Primaria (043)",9851,6540,658,813,1058,782
"Secundaria (044)",9544,2230,4275,1857,965,217
"Superior no univ. incompleta (045)",1285,,847,316,96,26
"Superior no univ. completa (046)",954,,380,387,154,33
"Superior univ. incompleta (047)",516,,327,116,54,19
"Superior univ. completa (048)",702,,218,318,134,32
,,,,,,
"URBANA (060)",38742,8588,11283,10470,6692,1709
"Sin nivel (061)",1044,99,65,197,283,400
"Educación inicial (062)",472,457,5,10,,
"Primaria (063)",10382,5904,777,1232,1608,861
"Secundaria (064)",16518,2128,6360,4862,2882,286
"Superior no univ. incompleta (065)",2950,,1491,985,438,36
"Superior no univ. completa (066)",3138,,1164,1379,553,42
"Superior univ. incompleta (067)",1458,,634,534,262,28
"Superior univ. completa (068)",2780,,787,1271,666,56
"PEA (070)",17073,90,5281,6932,4357,413
"Sin nivel (071)",256,1,23,77,99,56
"Educación inicial (072)",9,,2,7,,
"Primaria (073)",1906,48,281,570,788,219
"Secundaria (074)",7857,41,2541,3212,1979,84
"Superior no univ. incompleta (075)",1758,,720,684,343,11
"Superior no univ. completa (076)",2222,,810,999,404,9
"Superior univ. incompleta (077)",961,,324,419,209,9
"Superior univ. completa (078)",2104,,580,964,535,25
"Ocupada (080)",16261,86,4835,6681,4252,407
"Sin nivel (081)",250,1,23,76,95,55
"Educación inicial (082)",8,,2,6,,
"Primaria (083)",1826,44,253,545,766,218
"Secundaria (084)",7421,41,2299,3076,1925,80
"Superior no univ. incompleta (085)",1672,,662,662,337,11
"Superior no univ. completa (086)",2122,,747,969,397,9
"Superior univ. incompleta (087)",930,,306,411,204,9
"Superior univ. completa (088)",2032,,543,936,528,25
"Desocupada (090)",812,4,446,251,105,6
"Sin nivel (091)",6,,,1,4,1
"Educación inicial (092)",1,,,1,,
"Primaria (093)",80,4,28,25,22,1
"Secundaria (094)",436,,242,136,54,4
"Superior no univ. incompleta (095)",86,,58,22,6,
"Superior no univ. completa (096)",100,,63,30,7,
"Superior univ. incompleta (097)",31,,18,8,5,
"Superior univ. completa (098)",72,,37,28,7,
"No PEA (100)",21669,8498,6002,3538,2335,1296
"Sin nivel (101)",788,98,42,120,184,344
"Educación inicial (102)",463,457,3,3,,
"Primaria (103)",8476,5856,496,662,820,642
"Secundaria (104)",8661,2087,3819,1650,903,202
"Superior no univ. incompleta (105)",1192,,771,301,95,25
"Superior no univ. completa (106)",916,,354,380,149,33
"Superior univ. incompleta (107)",497,,310,115,53,19
"Superior univ. completa (108)",676,,207,307,131,31
,,,,,,
"RURAL (120)",5331,927,1645,1344,1028,387
"Sin nivel (121)",327,35,23,47,104,118
"Educación inicial (122)",45,44,1,,,
"Primaria (123)",2108,700,271,342,558,237
"Secundaria (124)",2045,148,936,665,268,28
"Superior no univ. incompleta (125)",279,,171,80,27,1
"Superior no univ. completa (126)",254,,131,91,31,1
"Superior univ. incompleta (127)",77,,46,23,8,
"Superior univ. completa (128)",196,,66,96,32,2
"PEA (130)",2628,21,884,923,657,143
"Sin nivel (131)",103,,11,18,43,31
"Primaria (133)",733,16,109,191,320,97
"Secundaria (134)",1162,5,480,458,206,13
"Superior no univ. incompleta (135)",186,,95,65,26,
"Superior no univ. completa (136)",216,,105,84,26,1
"Superior univ. incompleta (137)",58,,29,22,7,
"Superior univ. completa (138)",170,,55,85,29,1
"Ocupada (140)",2535,17,835,896,644,143
"Sin nivel (141)",101,,9,18,43,31
"Primaria (143)",718,13,103,189,316,97
"Secundaria (144)",1108,4,452,441,198,13
"Superior no univ. incompleta (145)",179,,91,63,25,
"Superior no univ. completa (146)",207,,100,80,26,1
"Superior univ. incompleta (147)",56,,28,21,7,
"Superior univ. completa (148)",166,,52,84,29,1
"Desocupada (150)",93,4,49,27,13,
"Sin nivel (151)",2,,2,,,
"Primaria (153)",15,3,6,2,4,
"Secundaria (154)",54,1,28,17,8,
"Superior no univ. incompleta (155)",7,,4,2,1,
"Superior no univ. completa (156)",9,,5,4,,
"Superior univ. incompleta (157)",2,,1,1,,
"Superior univ. completa (158)",4,,3,1,,
"No PEA (160)",2703,906,761,421,371,244
"Sin nivel (161)",224,35,12,29,61,87
"Educación inicial (162)",45,44,1,,,
"Primaria (163)",1375,684,162,151,238,140
"Secundaria (164)",883,143,456,207,62,15
"Superior no univ. incompleta (165)",93,,76,15,1,1
"Superior no univ. completa (166)",38,,26,7,5,
"Superior univ. incompleta (167)",19,,17,1,1,
"Superior univ. completa (168)",26,,11,11,3,1
