"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUANCA SANCOS (000)",10620,5153,5467,7168,3473,3695,3452,1680,1772
"Menores de 1 año (001)",190,101,89,124,70,54,66,31,35
"Menores de 1 mes (002)",20,15,5,16,11,5,4,4,
"De 1 a 11 meses (003)",170,86,84,108,59,49,62,27,35
"De 1 a 4 años (004)",1003,484,519,654,305,349,349,179,170
"1 año (005)",245,118,127,161,78,83,84,40,44
"2 años (006)",262,133,129,175,76,99,87,57,30
"3 años (007)",256,117,139,161,73,88,95,44,51
"4 años (008)",240,116,124,157,78,79,83,38,45
"De 5 a 9 años (009)",1173,605,568,821,425,396,352,180,172
"5 años (010)",216,105,111,150,73,77,66,32,34
"6 años (011)",219,114,105,151,76,75,68,38,30
"7 años (012)",232,119,113,160,86,74,72,33,39
"8 años (013)",280,152,128,196,103,93,84,49,35
"9 años (014)",226,115,111,164,87,77,62,28,34
"De 10 a 14 años (015)",1330,677,653,956,498,458,374,179,195
"10 años (016)",279,133,146,183,89,94,96,44,52
"11 años (017)",249,131,118,189,102,87,60,29,31
"12 años (018)",293,157,136,206,114,92,87,43,44
"13 años (019)",279,139,140,198,99,99,81,40,41
"14 años (020)",230,117,113,180,94,86,50,23,27
"De 15 a 19 años (021)",965,552,413,666,388,278,299,164,135
"15 años (022)",257,135,122,188,99,89,69,36,33
"16 años (023)",203,126,77,144,93,51,59,33,26
"17 años (024)",188,110,78,133,80,53,55,30,25
"18 años (025)",194,112,82,129,73,56,65,39,26
"19 años (026)",123,69,54,72,43,29,51,26,25
"De 20 a 24 años (027)",678,314,364,431,199,232,247,115,132
"20 años (028)",150,65,85,94,41,53,56,24,32
"21 años (029)",115,47,68,74,28,46,41,19,22
"22 años (030)",149,79,70,91,48,43,58,31,27
"23 años (031)",121,58,63,79,42,37,42,16,26
"24 años (032)",143,65,78,93,40,53,50,25,25
"De 25 a 29 años (033)",628,279,349,418,188,230,210,91,119
"25 años (034)",141,65,76,87,38,49,54,27,27
"26 años (035)",132,54,78,85,38,47,47,16,31
"27 años (036)",139,76,63,94,52,42,45,24,21
"28 años (037)",102,50,52,79,38,41,23,12,11
"29 años (038)",114,34,80,73,22,51,41,12,29
"De 30 a 34 años (039)",694,355,339,466,230,236,228,125,103
"30 años (040)",170,97,73,116,61,55,54,36,18
"31 años (041)",120,53,67,79,33,46,41,20,21
"32 años (042)",124,56,68,83,37,46,41,19,22
"33 años (043)",125,62,63,80,38,42,45,24,21
"34 años (044)",155,87,68,108,61,47,47,26,21
"De 35 a 39 años (045)",668,309,359,462,208,254,206,101,105
"35 años (046)",107,55,52,73,36,37,34,19,15
"36 años (047)",145,62,83,103,40,63,42,22,20
