"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AYABACA (000)",35768,5165,26,20350,6452,746,1799,315,915
"Agric., ganadería, caza y silvicultura (001)",27078,4361,18,17795,4288,223,241,52,100
"Pesca (002)",12,2,,7,3,,,,
"Explotación de minas y canteras (003)",404,7,,190,173,4,16,3,11
"Industrias manufactureras (004)",525,115,1,243,98,14,29,11,14
"Suministro de electricidad, gas y agua (005)",79,18,,32,17,4,4,,4
"Construcción (006)",612,62,1,261,183,30,49,5,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1734,92,,600,612,111,193,49,77
"Venta, mant.y rep. veh.autom.y motoc. (008)",69,,,12,25,7,16,5,4
"Comercio al por mayor (009)",90,3,,34,30,4,15,2,2
"Comercio al por menor (010)",1575,89,,554,557,100,162,42,71
"Hoteles y restaurantes (011)",570,42,,243,184,30,43,12,16
"Trans., almac. y comunicaciones (012)",469,16,,117,225,33,51,12,15
"Intermediación financiera (013)",9,,,1,1,,1,,6
"Activid.inmobil., empres. y de alquiler (014)",205,4,,13,67,25,46,10,40
"Admin.pub. y defensa; p. segur.soc.afil (015)",511,8,2,56,121,52,160,28,84
"Enseñanza (016)",1579,,,2,110,150,780,99,438
"Servicios sociales y de salud (017)",229,4,,6,13,18,120,10,58
"Otras activ. serv.comun.soc y personales (018)",172,21,,46,52,14,18,8,13
"Hogares privados con servicio doméstico (019)",395,67,3,210,89,16,6,2,2
"Actividad economica no especificada (021)",1185,346,1,528,216,22,42,14,16
"Hombres (022)",30891,4311,19,18586,5644,512,1044,212,563
"Agric., ganadería, caza y silvicultura (023)",26013,4043,18,17185,4180,216,227,50,94
"Pesca (024)",11,1,,7,3,,,,
"Explotación de minas y canteras (025)",398,7,,188,171,4,14,3,11
"Industrias manufactureras (026)",326,33,,158,83,11,21,9,11
"Suministro de electricidad, gas y agua (027)",76,18,,31,17,4,3,,3
"Construcción (028)",607,62,1,260,180,29,49,5,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1018,44,,333,383,61,107,34,56
"Venta, mant.y rep. veh.autom.y motoc. (030)",66,,,11,25,7,16,3,4
"Comercio al por mayor (031)",52,2,,18,18,3,8,1,2
"Comercio al por menor (032)",900,42,,304,340,51,83,30,50
"Hoteles y restaurantes (033)",154,7,,62,49,9,14,4,9
"Trans., almac. y comunicaciones (034)",457,16,,113,224,32,46,12,14
"Intermediación financiera (035)",4,,,,1,,,,3
"Activid.inmobil., empres. y de alquiler (036)",126,1,,7,45,15,27,8,23
"Admin.pub. y defensa; p. segur.soc.afil (037)",381,6,,48,95,34,114,21,63
"Enseñanza (038)",711,,,,34,62,349,49,217
"Servicios sociales y de salud (039)",90,3,,3,9,12,42,6,15
"Otras activ. serv.comun.soc y personales (040)",92,3,,19,34,10,12,4,10
"Hogares privados con servicio doméstico (041)",17,3,,12,1,,,,1
"Actividad economica no especificada (043)",410,64,,160,135,13,19,7,12
"Mujeres (044)",4877,854,7,1764,808,234,755,103,352
"Agric., ganadería, caza y silvicultura (045)",1065,318,,610,108,7,14,2,6
