"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",99,,,1,13,2,14,3,66
"Profes., científicos e intelectuales (038)",4346,,,,159,267,501,695,2724
"Técnicos de nivel medio ytrab.asimilados (039)",2543,1,,57,600,506,711,280,388
"Jefes y empleados de oficina (040)",2183,,,20,775,249,507,256,376
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",10180,269,13,2066,5454,723,780,432,443
"Agricult.trabaj. calif.agrop. y pesquros (042)",5146,250,4,1958,2340,177,157,114,146
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",3929,41,3,642,2268,290,392,128,165
"Obreros. construc., conf., papel, fab., instr (044)",7135,83,2,1424,4589,362,276,214,185
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",17232,903,32,5423,8864,729,575,367,339
"Otra (046)",265,,,,57,13,122,25,48
"Ocupación no especificada (047)",1216,41,2,315,573,76,93,42,74
"Hombres (048)",34955,599,31,7520,18408,2115,2126,1518,2638
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",70,,,1,9,1,10,3,46
"Profes., científicos e intelectuales (050)",1949,,,,50,136,163,328,1272
"Técnicos de nivel medio ytrab.asimilados (051)",1585,1,,35,426,354,375,181,213
"Jefes y empleados de oficina (052)",1023,,,14,454,109,151,115,180
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",4497,34,3,812,2651,316,254,216,211
"Agricult.trabaj. calif.agrop. y pesquros (054)",4274,133,4,1548,2077,150,137,100,125
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",3324,27,3,533,1973,239,322,102,125
"Obreros. construc., conf., papel, fab., instr (056)",6838,66,2,1354,4427,343,265,207,174
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",10515,323,17,3083,5949,410,301,224,208
"Otra (058)",247,,,,54,13,114,22,44
"Ocupación no especificada (059)",633,15,2,140,338,44,34,20,40
"Mujeres (060)",19319,989,25,4386,7284,1279,2002,1038,2316
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",29,,,,4,1,4,,20
"Profes., científicos e intelectuales (062)",2397,,,,109,131,338,367,1452
"Técnicos de nivel medio ytrab.asimilados (063)",958,,,22,174,152,336,99,175
"Jefes y empleados de oficina (064)",1160,,,6,321,140,356,141,196
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",5683,235,10,1254,2803,407,526,216,232
"Agricult.trabaj. calif.agrop. y pesquros (066)",872,117,,410,263,27,20,14,21
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",605,14,,109,295,51,70,26,40
"Obreros. construc., conf., papel, fab., instr (068)",297,17,,70,162,19,11,7,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",6717,580,15,2340,2915,319,274,143,131
"Otra (070)",18,,,,3,,8,3,4
"Ocupación no especificada (071)",583,26,,175,235,32,59,22,34
,,,,,,,,,
"RURAL (072)",11584,1085,17,3696,4875,477,598,355,481
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,,,,1,,2,2,5
"Profes., científicos e intelectuales (074)",301,,,,17,19,31,60,174
"Técnicos de nivel medio ytrab.asimilados (075)",185,,,1,45,31,66,11,31
"Jefes y empleados de oficina (076)",140,,,2,48,20,42,11,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",709,48,1,155,340,46,63,33,23
"Agricult.trabaj. calif.agrop. y pesquros (078)",2331,188,2,973,882,54,97,61,74
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",370,10,1,55,212,26,42,9,15
"Obreros. construc., conf., papel, fab., instr (080)",717,31,1,156,401,36,32,34,26
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",6684,796,12,2327,2866,240,206,127,110
"Otra (082)",21,,,,4,,10,3,4
"Ocupación no especificada (083)",116,12,,27,59,5,7,4,2
"Hombres (084)",8456,587,9,2676,3938,314,361,249,322
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",9,,,,1,,2,2,4
"Profes., científicos e intelectuales (086)",132,,,,11,6,8,25,82
"Técnicos de nivel medio ytrab.asimilados (087)",102,,,1,30,22,28,7,14
"Jefes y empleados de oficina (088)",61,,,,30,6,11,5,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",320,10,1,66,182,20,19,13,9
"Agricult.trabaj. calif.agrop. y pesquros (090)",2072,136,2,847,828,47,87,54,71
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",326,7,1,50,186,23,38,7,14
"Obreros. construc., conf., papel, fab., instr (092)",694,29,1,153,389,35,27,34,26
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",4641,398,4,1546,2232,151,128,95,87
"Otra (094)",21,,,,4,,10,3,4
"Ocupación no especificada (095)",78,7,,13,45,4,3,4,2
"Mujeres (096)",3128,498,8,1020,937,163,237,106,159
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",169,,,,6,13,23,35,92
"Técnicos de nivel medio ytrab.asimilados (099)",83,,,,15,9,38,4,17
"Jefes y empleados de oficina (100)",79,,,2,18,14,31,6,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",389,38,,89,158,26,44,20,14
"Agricult.trabaj. calif.agrop. y pesquros (102)",259,52,,126,54,7,10,7,3
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",44,3,,5,26,3,4,2,1
"Obreros. construc., conf., papel, fab., instr (104)",23,2,,3,12,1,5,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2043,398,8,781,634,89,78,32,23
"Ocupación no especificada (107)",38,5,,14,14,1,4,,
