"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia POMABAMBA (000)",5891,77,1704,2161,1498,451
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",29,,3,6,20,
"Profes., científicos e intelectuales (002)",892,,116,559,209,8
"Técnicos de nivel medio y trab. asimilados (003)",98,2,25,39,29,3
"Jefes y empleados de oficina (004)",147,,28,62,57,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",318,1,109,97,83,28
"Agricult. trabaj. calif.agrop. y pesqueros (006)",1878,6,456,622,567,227
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",202,,73,63,56,10
"Obreros construc., conf., papel, fab., instr. (008)",199,,60,81,51,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",1947,68,770,571,392,146
"Otra (010)",11,,2,7,2,
"Ocupación no especificada (011)",170,,62,54,32,22
"Hombres (012)",4623,54,1312,1667,1220,370
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",20,,3,2,15,
"Profes., científicos e intelectuales (014)",544,,57,343,136,8
"Técnicos de nivel medio y trab. asimilados (015)",71,2,20,33,14,2
"Jefes y empleados de oficina (016)",93,,13,40,40,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",151,1,55,37,43,15
"Agricult. trabaj. calif.agrop. y pesqueros (018)",1803,4,432,600,548,219
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",180,,62,58,50,10
"Obreros construc., conf., papel, fab., instr. (020)",198,,59,81,51,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1467,47,579,441,302,98
"Otra (022)",11,,2,7,2,
"Ocupación no especificada (023)",85,,30,25,19,11
"Mujeres (024)",1268,23,392,494,278,81
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",9,,,4,5,
"Profes., científicos e intelectuales (026)",348,,59,216,73,
"Técnicos de nivel medio y trab. asimilados (027)",27,,5,6,15,1
"Jefes y empleados de oficina (028)",54,,15,22,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",167,,54,60,40,13
"Agricult. trabaj. calif.agrop. y pesqueros (030)",75,2,24,22,19,8
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",22,,11,5,6,
"Obreros construc., conf., papel, fab., instr. (032)",1,,1,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",480,21,191,130,90,48
"Ocupación no especificada (035)",85,,32,29,13,11
,,,,,,
