"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN MARTIN (000)",151340,6547,14367,17069,18393,29156,23507,34319,7982
"Sabe leer y escribir (001)",137016,,10697,16871,18199,28802,23021,32760,6666
"No sabe leer y escribir (002)",14324,6547,3670,198,194,354,486,1559,1316
"Hombres (004)",77078,3374,7298,8685,9223,14865,11677,18191,3765
"Sabe leer y escribir (005)",70478,,5401,8569,9129,14714,11490,17734,3441
"No sabe leer y escribir (006)",6600,3374,1897,116,94,151,187,457,324
"Mujeres (008)",74262,3173,7069,8384,9170,14291,11830,16128,4217
"Sabe leer y escribir (009)",66538,,5296,8302,9070,14088,11531,15026,3225
"No sabe leer y escribir (010)",7724,3173,1773,82,100,203,299,1102,992
,,,,,,,,,
"URBANA (012)",137675,5682,12583,15253,16974,26643,21625,31604,7311
"Sabe leer y escribir (013)",125970,,9684,15107,16826,26359,21273,30474,6247
"No sabe leer y escribir (014)",11705,5682,2899,146,148,284,352,1130,1064
"Hombres (016)",69386,2943,6394,7714,8382,13448,10573,16543,3389
"Sabe leer y escribir (017)",63990,,4893,7630,8308,13325,10439,16240,3155
"No sabe leer y escribir (018)",5396,2943,1501,84,74,123,134,303,234
"Mujeres (020)",68289,2739,6189,7539,8592,13195,11052,15061,3922
"Sabe leer y escribir (021)",61980,,4791,7477,8518,13034,10834,14234,3092
"No sabe leer y escribir (022)",6309,2739,1398,62,74,161,218,827,830
,,,,,,,,,
"RURAL (024)",13665,865,1784,1816,1419,2513,1882,2715,671
"Sabe leer y escribir (025)",11046,,1013,1764,1373,2443,1748,2286,419
"No sabe leer y escribir (026)",2619,865,771,52,46,70,134,429,252
"Hombres (028)",7692,431,904,971,841,1417,1104,1648,376
"Sabe leer y escribir (029)",6488,,508,939,821,1389,1051,1494,286
"No sabe leer y escribir (030)",1204,431,396,32,20,28,53,154,90
"Mujeres (032)",5973,434,880,845,578,1096,778,1067,295
"Sabe leer y escribir (033)",4558,,505,825,552,1054,697,792,133
"No sabe leer y escribir (034)",1415,434,375,20,26,42,81,275,162
