"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 35 a 39 años (056)",23,,,,,3,12,8
"De 40 a 44 años (057)",12,,,,2,6,4,
"De 45 a 49 años (058)",15,,,1,3,8,1,2
"De 50 y más años (059)",14,,,7,,4,1,2
"Sup. no Univ. completa (060)",291,1,1,5,19,47,127,91
"De 20 a 24 años (063)",30,,,,,,8,22
"De 25 a 29 años (064)",59,,,,,3,39,17
"De 30 a 34 años (065)",66,,,,,10,33,23
"De 35 a 39 años (066)",51,,,,,10,33,8
"De 40 a 44 años (067)",32,,,,1,14,10,7
"De 45 a 49 años (068)",22,,,,6,9,3,4
"De 50 y más años (069)",31,1,1,5,12,1,1,10
"Sup. Univ. incompleta (070)",123,,1,1,4,23,48,46
"De 15 a 19 años (072)",3,,,,,,2,1
"De 20 a 24 años (073)",33,,,,,,17,16
"De 25 a 29 años (074)",24,,,,,1,9,14
"De 30 a 34 años (075)",12,,,,,3,6,3
"De 35 a 39 años (076)",27,,,,,11,9,7
"De 40 a 44 años (077)",10,,,,2,2,4,2
"De 45 a 49 años (078)",7,,,,,4,,3
"De 50 y más años (079)",7,,1,1,2,2,1,
"Sup. Univ. completa (080)",253,,2,11,20,52,79,89
"De 20 a 24 años (083)",20,,,,,,5,15
"De 25 a 29 años (084)",32,,,,,1,13,18
"De 30 a 34 años (085)",67,,,,,9,32,26
"De 35 a 39 años (086)",45,,,,,13,19,13
"De 40 a 44 años (087)",22,,,,1,9,7,5
"De 45 a 49 años (088)",24,,,,3,14,3,4
"De 50 y más años (089)",43,,2,11,16,6,,8
,,,,,,,,
"URBANA (100)",4760,27,124,331,553,1099,1619,1007
"De 12 a 14 años (101)",6,,,,,,1,5
"De 15 a 19 años (102)",108,,,,,,64,44
"De 20 a 24 años (103)",385,,,,,1,228,156
"De 25 a 29 años (104)",526,,,,,37,350,139
"De 30 a 34 años (105)",564,,,,,100,361,103
"De 35 a 39 años (106)",581,,,,4,189,307,81
"De 40 a 44 años (107)",504,,,1,25,231,185,62
"De 45 a 49 años (108)",461,,,6,49,247,96,63
"De 50 y más años (109)",1625,27,124,324,475,294,27,354
"Sin nivel (110)",1062,9,58,155,195,209,202,234
"De 15 a 19 años (112)",5,,,,,,2,3
"De 20 a 24 años (113)",14,,,,,,10,4
"De 25 a 29 años (114)",33,,,,,2,18,13
"De 30 a 34 años (115)",43,,,,,8,31,4
"De 35 a 39 años (116)",66,,,,,17,47,2
"De 40 a 44 años (117)",95,,,,,27,54,14
"De 45 a 49 años (118)",96,,,,10,46,31,9
"De 50 y más años (119)",710,9,58,155,185,109,9,185
"Educacion Inicial (120)",3,,,,,1,2,
"De 20 a 24 años (123)",2,,,,,,2,
"De 30 a 34 años (125)",1,,,,,1,,
"Primaria (130)",1857,16,51,126,245,521,595,303
"De 12 a 14 años (131)",2,,,,,,1,1
"De 15 a 19 años (132)",26,,,,,,17,9
"De 20 a 24 años (133)",86,,,,,,59,27
"De 25 a 29 años (134)",165,,,,,16,114,35
"De 30 a 34 años (135)",219,,,,,38,152,29
"De 35 a 39 años (136)",237,,,,2,83,122,30
"De 40 a 44 años (137)",217,,,1,8,110,73,25
"De 45 a 49 años (138)",218,,,3,14,127,45,29
"De 50 y más años (139)",687,16,51,122,221,147,12,118
"Secundaria (140)",1155,1,11,29,73,241,548,252
"De 12 a 14 años (141)",4,,,,,,,4
"De 15 a 19 años (142)",74,,,,,,44,30
"De 20 a 24 años (143)",187,,,,,1,117,69
"De 25 a 29 años (144)",207,,,,,12,150,45
"De 30 a 34 años (145)",156,,,,,33,101,22
"De 35 a 39 años (146)",157,,,,2,56,81,18
"De 40 a 44 años (147)",127,,,,12,65,38,12
"De 45 a 49 años (148)",92,,,2,16,46,14,14
"De 50 y más años (149)",151,1,11,27,43,28,3,38
"Sup. no Univ. incompleta (150)",145,,,6,4,23,72,40
"De 15 a 19 años (152)",1,,,,,,,1
"De 20 a 24 años (153)",30,,,,,,17,13
"De 25 a 29 años (154)",31,,,,,2,20,9
"De 30 a 34 años (155)",31,,,,,2,22,7
"De 35 a 39 años (156)",20,,,,,3,9,8
"De 40 a 44 años (157)",10,,,,2,6,2,
"De 45 a 49 años (158)",12,,,1,2,7,1,1
"De 50 y más años (159)",10,,,5,,3,1,1
"Sup. no Univ. completa (160)",226,1,1,5,15,40,98,66
"De 20 a 24 años (163)",23,,,,,,7,16
"De 25 a 29 años (164)",42,,,,,3,28,11
"De 30 a 34 años (165)",52,,,,,8,25,19
"De 35 a 39 años (166)",41,,,,,9,26,6
"De 40 a 44 años (167)",27,,,,1,13,9,4
"De 45 a 49 años (168)",15,,,,4,6,2,3
"De 50 y más años (169)",26,1,1,5,10,1,1,7
"Sup. Univ. incompleta (170)",93,,1,,3,20,36,33
"De 15 a 19 años (172)",2,,,,,,1,1
"De 20 a 24 años (173)",23,,,,,,11,12
"De 25 a 29 años (174)",20,,,,,1,8,11
"De 30 a 34 años (175)",8,,,,,2,6,
"De 35 a 39 años (176)",22,,,,,11,7,4
"De 40 a 44 años (177)",7,,,,1,2,2,2
"De 45 a 49 años (178)",5,,,,,2,,3
"De 50 y más años (179)",6,,1,,2,2,1,
"Sup. Univ. completa (180)",219,,2,10,18,44,66,79
"De 20 a 24 años (183)",20,,,,,,5,15
"De 25 a 29 años (184)",28,,,,,1,12,15
"De 30 a 34 años (185)",54,,,,,8,24,22
"De 35 a 39 años (186)",38,,,,,10,15,13
"De 40 a 44 años (187)",21,,,,1,8,7,5
"De 45 a 49 años (188)",23,,,,3,13,3,4
"De 50 y más años (189)",35,,2,10,14,4,,5
,,,,,,,,
"RURAL (200)",8883,41,160,477,968,1854,3711,1672
"De 12 a 14 años (201)",9,,,,,,,9
"De 15 a 19 años (202)",253,,,,,,170,83
"De 20 a 24 años (203)",926,,,,,2,627,297
"De 25 a 29 años (204)",1110,,,,,62,800,248
"De 30 a 34 años (205)",1076,,,,,160,771,145
"De 35 a 39 años (206)",1024,,,,6,254,636,128
"De 40 a 44 años (207)",883,,,,32,339,422,90
"De 45 a 49 años (208)",761,,,1,69,371,229,91
"De 50 y más años (209)",2841,41,160,476,861,666,56,581
"Sin nivel (210)",3653,34,127,373,584,788,1068,679
"De 15 a 19 años (212)",35,,,,,,19,16
"De 20 a 24 años (213)",133,,,,,,96,37
"De 25 a 29 años (214)",248,,,,,10,195,43
"De 30 a 34 años (215)",266,,,,,28,202,36
"De 35 a 39 años (216)",322,,,,,58,232,32
"De 40 a 44 años (217)",322,,,,10,103,175,34
"De 45 a 49 años (218)",323,,,,17,155,111,40
"De 50 y más años (219)",2004,34,127,373,557,434,38,441
"Educacion Inicial (220)",9,,,,,1,7,1
"De 20 a 24 años (223)",2,,,,,,1,1
"De 30 a 34 años (225)",5,,,,,,5,
"De 35 a 39 años (226)",2,,,,,1,1,
"Primaria (230)",4139,6,32,93,335,900,2095,678
"De 12 a 14 años (231)",7,,,,,,,7
"De 15 a 19 años (232)",153,,,,,,105,48
"De 20 a 24 años (233)",549,,,,,2,389,158
"De 25 a 29 años (234)",609,,,,,37,444,128
"De 30 a 34 años (235)",646,,,,,99,483,64
"De 35 a 39 años (236)",555,,,,4,155,328,68
"De 40 a 44 años (237)",476,,,,16,205,217,38
"De 45 a 49 años (238)",376,,,1,39,183,111,42
"De 50 y más años (239)",768,6,32,92,276,219,18,125
"Secundaria (240)",898,1,1,7,41,143,460,245
"De 12 a 14 años (241)",2,,,,,,,2
"De 15 a 19 años (242)",63,,,,,,44,19
"De 20 a 24 años (243)",208,,,,,,125,83
"De 25 a 29 años (244)",215,,,,,14,143,58
"De 30 a 34 años (245)",116,,,,,28,58,30
"De 35 a 39 años (246)",120,,,,2,36,59,23
"De 40 a 44 años (247)",74,,,,5,29,25,15
"De 45 a 49 años (248)",49,,,,10,26,6,7
"De 50 y más años (249)",51,1,1,7,24,10,,8
"Sup. no Univ. incompleta (250)",55,,,2,1,4,27,21
"De 15 a 19 años (252)",1,,,,,,1,
"De 20 a 24 años (253)",17,,,,,,9,8
"De 25 a 29 años (254)",13,,,,,1,5,7
"De 30 a 34 años (255)",12,,,,,1,7,4
"De 35 a 39 años (256)",3,,,,,,3,
"De 40 a 44 años (257)",2,,,,,,2,
"De 45 a 49 años (258)",3,,,,1,1,,1
"De 50 y más años (259)",4,,,2,,1,,1
"Sup. no Univ. completa (260)",65,,,,4,7,29,25
"De 20 a 24 años (263)",7,,,,,,1,6
"De 25 a 29 años (264)",17,,,,,,11,6
"De 30 a 34 años (265)",14,,,,,2,8,4
"De 35 a 39 años (266)",10,,,,,1,7,2
"De 40 a 44 años (267)",5,,,,,1,1,3
"De 45 a 49 años (268)",7,,,,2,3,1,1
"De 50 y más años (269)",5,,,,2,,,3
"Sup. Univ. incompleta (270)",30,,,1,1,3,12,13
"De 15 a 19 años (272)",1,,,,,,1,
"De 20 a 24 años (273)",10,,,,,,6,4
"De 25 a 29 años (274)",4,,,,,,1,3
"De 30 a 34 años (275)",4,,,,,1,,3
"De 35 a 39 años (276)",5,,,,,,2,3
"De 40 a 44 años (277)",3,,,,1,,2,
"De 45 a 49 años (278)",2,,,,,2,,
"De 50 y más años (279)",1,,,1,,,,
"Sup. Univ. completa (280)",34,,,1,2,8,13,10
"De 25 a 29 años (284)",4,,,,,,1,3
"De 30 a 34 años (285)",13,,,,,1,8,4
"De 35 a 39 años (286)",7,,,,,3,4,
"De 40 a 44 años (287)",1,,,,,1,,
"De 45 a 49 años (288)",1,,,,,1,,
"De 50 y más años (289)",8,,,1,2,2,,3
