"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SATIPO (000)",59524,57847,18165,8022,7842,6288,8753,5023,2520,1234,1677,148264
"De 12 a 14 años (001)",6649,6596,6546,45,5,,,,,,53,55
"De 15 a 19 años (002)",9676,9466,7215,1758,396,78,19,,,,210,2860
"De 20 a 24 años (003)",9080,8496,2561,2805,1953,763,372,42,,,584,10855
"De 25 a 29 años (004)",7693,7301,853,1566,2141,1426,1078,199,38,,392,16333
"De 30 a 34 años (005)",5937,5809,330,771,1287,1276,1513,477,129,26,128,18142
"De 35 a 39 años (006)",5652,5576,182,426,846,1102,1855,802,285,78,76,21954
"De 40 a 44 años (007)",4337,4276,138,215,483,662,1312,892,424,150,61,19916
"De 45 a 49 años (008)",3474,3447,96,164,297,393,1000,841,436,220,27,17882
"De 50 y más años (009)",7026,6880,244,272,434,588,1604,1770,1208,760,146,40267
"Sin nivel (010)",8439,8261,566,510,682,839,1993,1832,1131,708,178,42574
"De 12 a 14 años (011)",106,104,97,7,,,,,,,2,7
"De 15 a 19 años (012)",299,283,140,79,45,15,4,,,,16,230
"De 20 a 24 años (013)",484,463,59,78,124,97,89,16,,,21,1106
"De 25 a 29 años (014)",653,632,44,55,109,126,225,63,10,,21,2128
"De 30 a 34 años (015)",700,687,21,43,68,119,233,137,49,17,13,3048
"De 35 a 39 años (016)",870,861,21,29,64,112,280,219,99,37,9,4387
"De 40 a 44 años (017)",927,915,30,37,56,82,228,248,160,74,12,5177
"De 45 a 49 años (018)",942,937,25,43,52,67,229,256,159,106,5,5539
"De 50 y más años (019)",3458,3379,129,139,164,221,705,893,654,474,79,20952
"Educacion Inicial (020)",91,87,18,18,14,12,19,3,3,,4,209
"De 12 a 14 años (021)",9,9,7,2,,,,,,,,2
