"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CANGALLO (000)",9745,1031,967,5048,128,2115,45,411
"Agric., ganadería, caza y silvicultura (001)",6463,6,422,4090,82,1863,,
"Pesca (002)",3,2,1,,,,,
"Explotación de minas y canteras (003)",160,35,123,1,1,,,
"Industrias manufactureras (004)",161,3,71,80,4,3,,
"Suministro de electricidad, gas y agua (005)",11,6,4,1,,,,
"Construcción (006)",273,5,222,26,7,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",537,27,2,409,17,82,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,,2,12,,,,
"Comercio al por mayor (009)",11,,,7,,4,,
"Comercio al por menor (010)",512,27,,390,17,78,,
"Hoteles y restaurantes (011)",135,22,4,81,7,21,,
"Trans., almac. y comunicaciones (012)",79,23,12,40,1,3,,
"Intermediación financiera (013)",6,6,,,,,,
"Activid.inmobil., empres. y alquileres (014)",75,53,10,10,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",201,171,30,,,,,
"Enseñanza (016)",526,448,,76,1,1,,
"Servicios sociales y de salud (017)",111,108,,3,,,,
"Otras activ. serv.comun.soc y personales (018)",53,26,5,19,1,2,,
"Hogares privados con servicio doméstico (019)",45,,,,,,45,
"Actividad economica no especificada (021)",495,90,61,212,5,127,,
"Desocupado (022)",411,,,,,,,411
"Hombres (023)",6375,654,834,3655,88,790,5,349
"Agric., ganadería, caza y silvicultura (024)",4319,6,320,3217,61,715,,
"Pesca (025)",3,2,1,,,,,
"Explotación de minas y canteras (026)",155,30,123,1,1,,,
"Industrias manufactureras (027)",135,2,65,64,3,1,,
"Suministro de electricidad, gas y agua (028)",10,5,4,1,,,,
"Construcción (029)",269,5,218,26,7,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",193,12,2,147,7,25,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",12,,2,10,,,,
"Comercio al por mayor (032)",6,,,4,,2,,
"Comercio al por menor (033)",175,12,,133,7,23,,
"Hoteles y restaurantes (034)",30,8,2,14,2,4,,
"Trans., almac. y comunicaciones (035)",73,21,12,36,1,3,,
"Intermediación financiera (036)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (037)",55,35,10,8,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",166,141,25,,,,,
"Enseñanza (039)",326,283,,42,1,,,
"Servicios sociales y de salud (040)",41,38,,3,,,,
"Otras activ. serv.comun.soc y personales (041)",24,10,5,8,1,,,
"Hogares privados con servicio doméstico (042)",5,,,,,,5,
"Actividad economica no especificada (044)",218,52,47,88,2,29,,
"Desocupado (045)",349,,,,,,,349
"Mujeres (046)",3370,377,133,1393,40,1325,40,62
"Agric., ganadería, caza y silvicultura (047)",2144,,102,873,21,1148,,
"Explotación de minas y canteras (049)",5,5,,,,,,
"Industrias manufactureras (050)",26,1,6,16,1,2,,
"Suministro de electricidad, gas y agua (051)",1,1,,,,,,
"Construcción (052)",4,,4,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",344,15,,262,10,57,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,2,,,,
"Comercio al por mayor (055)",5,,,3,,2,,
"Comercio al por menor (056)",337,15,,257,10,55,,
"Hoteles y restaurantes (057)",105,14,2,67,5,17,,
"Trans., almac. y comunicaciones (058)",6,2,,4,,,,
"Intermediación financiera (059)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (060)",20,18,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",35,30,5,,,,,
"Enseñanza (062)",200,165,,34,,1,,
"Servicios sociales y de salud (063)",70,70,,,,,,
"Otras activ. serv.comun.soc y personales (064)",29,16,,11,,2,,
"Hogares privados con servicio doméstico (065)",40,,,,,,40,
"Actividad economica no especificada (067)",277,38,14,124,3,98,,
,,,,,,,,
"URBANA (068)",3677,807,291,1848,41,543,22,125
"Agric., ganadería, caza y silvicultura (069)",1801,4,101,1256,23,417,,
"Pesca (070)",1,,1,,,,,
"Industrias manufactureras (072)",82,1,26,52,2,1,,
"Suministro de electricidad, gas y agua (073)",9,5,3,1,,,,
"Construcción (074)",144,5,113,17,4,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",352,19,2,267,7,57,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",12,,2,10,,,,
"Comercio al por mayor (077)",7,,,3,,4,,
"Comercio al por menor (078)",333,19,,254,7,53,,
"Hoteles y restaurantes (079)",90,19,1,54,,16,,
"Trans., almac. y comunicaciones (080)",51,15,6,27,,3,,
"Intermediación financiera (081)",6,6,,,,,,
"Activid.inmobil., empres. y alquileres (082)",55,41,2,10,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",172,156,16,,,,,
"Enseñanza (084)",401,363,,37,1,,,
"Servicios sociales y de salud (085)",96,94,,2,,,,
"Otras activ. serv.comun.soc y personales (086)",38,18,1,16,1,2,,
"Hogares privados con servicio doméstico (087)",22,,,,,,22,
"Actividad economica no especificada (089)",232,61,19,109,1,42,,
"Desocupado (090)",125,,,,,,,125
"Hombres (091)",2372,492,241,1309,30,202,4,94
"Agric., ganadería, caza y silvicultura (092)",1297,4,63,1050,18,162,,
"Pesca (093)",1,,1,,,,,
"Industrias manufactureras (095)",67,,22,44,1,,,
"Suministro de electricidad, gas y agua (096)",8,4,3,1,,,,
"Construcción (097)",141,5,110,17,4,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",119,7,2,91,3,16,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",10,,2,8,,,,
"Comercio al por mayor (100)",4,,,2,,2,,
"Comercio al por menor (101)",105,7,,81,3,14,,
"Hoteles y restaurantes (102)",22,8,1,9,,4,,
"Trans., almac. y comunicaciones (103)",45,13,6,23,,3,,
"Intermediación financiera (104)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (105)",37,25,2,8,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",143,130,13,,,,,
"Enseñanza (107)",235,221,,13,1,,,
"Servicios sociales y de salud (108)",35,33,,2,,,,
"Otras activ. serv.comun.soc y personales (109)",12,4,1,6,1,,,
"Hogares privados con servicio doméstico (110)",4,,,,,,4,
"Actividad economica no especificada (112)",108,34,17,45,,12,,
"Desocupado (113)",94,,,,,,,94
"Mujeres (114)",1305,315,50,539,11,341,18,31
"Agric., ganadería, caza y silvicultura (115)",504,,38,206,5,255,,
"Industrias manufactureras (118)",15,1,4,8,1,1,,
"Suministro de electricidad, gas y agua (119)",1,1,,,,,,
"Construcción (120)",3,,3,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",233,12,,176,4,41,,
"Venta, mant.y rep. veh.autom.y motoc. (122)",2,,,2,,,,
"Comercio al por mayor (123)",3,,,1,,2,,
