"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",223,208,9,3,3
,,,,,
"URBANA (036)",8154,6046,665,694,749
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",21,1,2,1,17
"Profes., científicos e intelectuales (038)",779,172,212,269,126
"Técnicos de nivel medio y trab. asimilados (039)",195,64,20,22,89
"Jefes y empleados de oficina (040)",230,24,14,30,162
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1147,1077,30,19,21
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2099,2034,62,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",477,340,62,46,29
"Obreros construc.,conf.,papel, fab., instr. (044)",640,363,70,100,107
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2334,1808,170,188,168
"Otra (046)",25,,,,25
"Ocupación no especificada (047)",207,163,23,16,5
"Hombres (048)",5057,3419,497,569,572
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,1,1,1,14
"Profes., científicos e intelectuales (050)",494,85,133,192,84
"Técnicos de nivel medio y trab. asimilados (051)",132,45,16,20,51
"Jefes y empleados de oficina (052)",153,16,7,20,110
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",399,354,13,16,16
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1495,1443,49,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",401,275,55,43,28
"Obreros construc.,conf.,papel, fab., instr. (056)",624,354,69,98,103
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1213,774,139,162,138
"Otra (058)",25,,,,25
"Ocupación no especificada (059)",104,72,15,14,3
"Mujeres (060)",3097,2627,168,125,177
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,1,,3
"Profes., científicos e intelectuales (062)",285,87,79,77,42
"Técnicos de nivel medio y trab. asimilados (063)",63,19,4,2,38
"Jefes y empleados de oficina (064)",77,8,7,10,52
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",748,723,17,3,5
"Agricult.trabaj.calif.agrop.y pesqueros (066)",604,591,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",76,65,7,3,1
"Obreros construc.,conf.,papel, fab., instr. (068)",16,9,1,2,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1121,1034,31,26,30
"Ocupación no especificada (071)",103,91,8,2,2
,,,,,
"RURAL (072)",16422,15151,792,249,230
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,,1,9
"Profes., científicos e intelectuales (074)",236,106,97,27,6
"Técnicos de nivel medio y trab. asimilados (075)",93,52,10,9,22
"Jefes y empleados de oficina (076)",55,9,11,3,32
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",385,370,7,4,4
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7564,7467,97,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1006,670,205,75,56
"Obreros construc.,conf.,papel, fab., instr. (080)",190,107,48,32,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",6633,6188,290,90,65
"Otra (082)",30,,,,30
"Ocupación no especificada (083)",220,182,27,8,3
"Hombres (084)",10346,9270,649,229,198
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,,,7
"Profes., científicos e intelectuales (086)",146,57,66,20,3
"Técnicos de nivel medio y trab. asimilados (087)",69,41,7,9,12
"Jefes y empleados de oficina (088)",42,7,8,2,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",146,140,1,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5941,5872,69,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",961,634,201,75,51
"Obreros construc.,conf.,papel, fab., instr. (092)",189,106,48,32,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2715,2348,223,82,62
"Otra (094)",30,,,,30
"Ocupación no especificada (095)",100,65,26,7,2
"Mujeres (096)",6076,5881,143,20,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,1,2
"Profes., científicos e intelectuales (098)",90,49,31,7,3
"Técnicos de nivel medio y trab. asimilados (099)",24,11,3,,10
"Jefes y empleados de oficina (100)",13,2,3,1,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",239,230,6,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1623,1595,28,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",45,36,4,,5
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",3918,3840,67,8,3
"Ocupación no especificada (107)",120,117,1,1,1
