"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHANCHAMAYO (000)",56213,138848,128074,,3005,92.2,2.2
"De 12 a 14 años (001)",5973,62,57,,10,91.9,16.1
"De 15 a 19 años (002)",8502,1834,1796,476,97.9,26,
"De 20 a 24 años (003)",7147,7137,6972,777,97.7,10.9,
"De 25 a 29 años (004)",6647,12170,11856,709,97.4,5.8,
"De 30 a 34 años (005)",5663,14907,14422,488,96.7,3.3,
"De 35 a 39 años (006)",5503,18679,17854,382,95.6,2,
"De 40 a 44 años (007)",4625,18930,17822,141,94.1,0.7,
"De 45 a 49 años (008)",3557,16759,15596,22,93.1,0.1,
"De 50 y más años (009)",8596,48370,41699,,86.2,,
"Sin nivel (010)",7304,38687,33415,269,86.4,0.7,
"De 12 a 14 años (011)",71,4,4,1,100,25,
"De 15 a 19 años (012)",114,63,60,15,95.2,23.8,
"De 20 a 24 años (013)",175,286,278,36,97.2,12.6,
"De 25 a 29 años (014)",253,692,669,47,96.7,6.8,
"De 30 a 34 años (015)",589,2106,1971,68,93.6,3.2,
"De 35 a 39 años (016)",761,3321,3103,62,93.4,1.9,
"De 40 a 44 años (017)",840,4384,3988,31,91,0.7,
"De 45 a 49 años (018)",806,4764,4331,9,90.9,0.2,
"De 50 y más años (019)",3695,23067,19011,,82.4,,
"Educacion Inicial (020)",133,265,258,12,97.4,4.5,
"De 12 a 14 años (021)",23,,,,,,
"De 15 a 19 años (022)",13,2,2,1,100,50,
"De 20 a 24 años (023)",17,23,22,3,95.7,13,
"De 25 a 29 años (024)",25,68,68,2,100,2.9,
"De 30 a 34 años (025)",35,98,94,3,95.9,3.1,
"De 35 a 39 años (026)",20,74,72,3,97.3,4.1,
"Primaria (030)",17661,56190,52258,1059,93,1.9,
"De 12 a 14 años (031)",2559,29,27,5,93.1,17.2,
"De 15 a 19 años (032)",1401,649,640,162,98.6,25,
"De 20 a 24 años (033)",1524,2442,2372,222,97.1,9.1,
"De 25 a 29 años (034)",1865,4567,4411,243,96.6,5.3,
"De 30 a 34 años (035)",1892,6264,6058,180,96.7,2.9,
"De 35 a 39 años (036)",2106,8483,8066,171,95.1,2,
"De 40 a 44 años (037)",1811,8547,8010,72,93.7,0.8,
"De 45 a 49 años (038)",1409,7323,6790,4,92.7,0.1,
