"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CARHUAZ (000)",43902,43524,202,176
"Hombres (001)",21283,21140,61,82
"Mujeres (002)",22619,22384,141,94
"Menores de 1 año (003)",744,645,51,48
"Hombres (004)",407,347,32,28
"Mujeres (005)",337,298,19,20
"De 1 a 5 años (006)",4251,4111,30,110
"Hombres (007)",2171,2109,11,51
"Mujeres (008)",2080,2002,19,59
"De 6 a 14 años (009)",9077,9065,5,7
"Hombres (010)",4603,4600,2,1
"Mujeres (011)",4474,4465,3,6
"De 15 a 29 años (012)",11541,11537,3,1
"Hombres (013)",5708,5708,,
"Mujeres (014)",5833,5829,3,1
"De 30 a 44 años (015)",8099,8092,6,1
"Hombres (016)",3868,3866,2,
"Mujeres (017)",4231,4226,4,1
"De 45 a 64 años (018)",6477,6456,18,3
"Hombres (019)",3000,2995,4,1
"Mujeres (020)",3477,3461,14,2
"De 65 a más años (021)",3713,3618,89,6
"Hombres (022)",1526,1515,10,1
"Mujeres (023)",2187,2103,79,5
,,,,
"URBANA (024)",14862,14710,78,74
"Hombres (025)",7218,7153,31,34
"Mujeres (026)",7644,7557,47,40
"Menores de 1 año (027)",246,207,24,15
"Hombres (028)",149,124,16,9
"Mujeres (029)",97,83,8,6
"De 1 a 5 años (030)",1302,1233,16,53
"Hombres (031)",669,638,8,23
"Mujeres (032)",633,595,8,30
"De 6 a 14 años (033)",2768,2766,1,1
"Hombres (034)",1348,1347,1,
"Mujeres (035)",1420,1419,,1
"De 15 a 29 años (036)",3982,3982,,
"Hombres (037)",1983,1983,,
"Mujeres (038)",1999,1999,,
"De 30 a 44 años (039)",2942,2938,3,1
"Hombres (040)",1417,1417,,
"Mujeres (041)",1525,1521,3,1
"De 45 a 64 años (042)",2345,2340,4,1
"Hombres (043)",1122,1119,2,1
"Mujeres (044)",1223,1221,2,
"De 65 a más años (045)",1277,1244,30,3
"Hombres (046)",530,525,4,1
"Mujeres (047)",747,719,26,2
,,,,
"RURAL (048)",29040,28814,124,102
"Hombres (049)",14065,13987,30,48
"Mujeres (050)",14975,14827,94,54
"Menores de 1 año (051)",498,438,27,33
"Hombres (052)",258,223,16,19
"Mujeres (053)",240,215,11,14
"De 1 a 5 años (054)",2949,2878,14,57
"Hombres (055)",1502,1471,3,28
"Mujeres (056)",1447,1407,11,29
"De 6 a 14 años (057)",6309,6299,4,6
"Hombres (058)",3255,3253,1,1
"Mujeres (059)",3054,3046,3,5
"De 15 a 29 años (060)",7559,7555,3,1
"Hombres (061)",3725,3725,,
"Mujeres (062)",3834,3830,3,1
"De 30 a 44 años (063)",5157,5154,3,
"Hombres (064)",2451,2449,2,
"Mujeres (065)",2706,2705,1,
"De 45 a 64 años (066)",4132,4116,14,2
"Hombres (067)",1878,1876,2,
"Mujeres (068)",2254,2240,12,2
"De 65 a más años (069)",2436,2374,59,3
"Hombres (070)",996,990,6,
"Mujeres (071)",1440,1384,53,3
