"CUADRO Nº 6: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES Y TOTAL DE OCUPANTES PRESENTES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y TIPO DE VIVIENDA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y TIPO DE VIVIENDA",TOTAL,,URBANA,,RURAL,
,"VIVIENDAS PARTICULARES","PERSONAS PRESENTES","VIVIENDAS PARTICULARES","PERSONAS PRESENTES","VIVIENDAS PARTICULARES","PERSONAS PRESENTES"
,,,,,,
"Provincia AYMARAES (000)",8828,28442,3858,12555,4970,15887
"Casa independiente (001)",8338,27217,3705,12115,4633,15102
"Departamento en edificio (002)",7,17,7,17,,
"Vivienda en quinta (003)",14,44,14,44,,
"Vivienda en casa de vecindad (004)",127,372,127,372,,
"Choza o cabaña (005)",336,784,,,336,784
"Vivienda improvisada (006)",3,5,3,5,,
"Local no dest.para hab. humana (007)",3,3,2,2,1,1
