"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CHURCAMPA (000)",44903,22144,22759,10183,5251,4932,34720,16893,17827
"Menores de 1 año (001)",926,478,448,169,82,87,757,396,361
"Menores de 1 mes (002)",132,66,66,9,4,5,123,62,61
"De 1 a 11 meses (003)",794,412,382,160,78,82,634,334,300
"De 1 a 4 años (004)",4639,2253,2386,816,399,417,3823,1854,1969
"1 año (005)",1000,515,485,171,102,69,829,413,416
"2 años (006)",1230,594,636,205,91,114,1025,503,522
"3 años (007)",1163,532,631,226,97,129,937,435,502
"4 años (008)",1246,612,634,214,109,105,1032,503,529
"De 5 a 9 años (009)",6479,3319,3160,1119,571,548,5360,2748,2612
"5 años (010)",1238,623,615,212,109,103,1026,514,512
"6 años (011)",1191,611,580,189,100,89,1002,511,491
"7 años (012)",1340,696,644,243,122,121,1097,574,523
"8 años (013)",1414,728,686,225,121,104,1189,607,582
"9 años (014)",1296,661,635,250,119,131,1046,542,504
"De 10 a 14 años (015)",6555,3339,3216,1305,677,628,5250,2662,2588
"10 años (016)",1447,733,714,241,120,121,1206,613,593
"11 años (017)",1185,632,553,250,129,121,935,503,432
"12 años (018)",1480,768,712,277,160,117,1203,608,595
"13 años (019)",1257,633,624,272,132,140,985,501,484
"14 años (020)",1186,573,613,265,136,129,921,437,484
"De 15 a 19 años (021)",4010,1994,2016,925,462,463,3085,1532,1553
"15 años (022)",1047,498,549,252,117,135,795,381,414
"16 años (023)",851,416,435,187,94,93,664,322,342
"17 años (024)",840,432,408,196,93,103,644,339,305
"18 años (025)",698,376,322,150,83,67,548,293,255
"19 años (026)",574,272,302,140,75,65,434,197,237
"De 20 a 24 años (027)",3166,1558,1608,736,384,352,2430,1174,1256
"20 años (028)",708,347,361,158,86,72,550,261,289
"21 años (029)",506,244,262,127,65,62,379,179,200
"22 años (030)",668,333,335,161,80,81,507,253,254
"23 años (031)",627,292,335,145,75,70,482,217,265
"24 años (032)",657,342,315,145,78,67,512,264,248
"De 25 a 29 años (033)",2803,1386,1417,784,419,365,2019,967,1052
"25 años (034)",641,329,312,189,113,76,452,216,236
"26 años (035)",472,215,257,129,64,65,343,151,192
"27 años (036)",594,290,304,170,87,83,424,203,221
"28 años (037)",596,310,286,173,91,82,423,219,204
"29 años (038)",500,242,258,123,64,59,377,178,199
"De 30 a 34 años (039)",2621,1299,1322,783,420,363,1838,879,959
"30 años (040)",651,326,325,198,102,96,453,224,229
"31 años (041)",409,206,203,142,82,60,267,124,143
"32 años (042)",578,294,284,157,87,70,421,207,214
"33 años (043)",488,229,259,140,66,74,348,163,185
"34 años (044)",495,244,251,146,83,63,349,161,188
"De 35 a 39 años (045)",2478,1214,1264,718,369,349,1760,845,915
