"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia EL COLLAO (000)",31072,79258,69734,,1050,88,1.3
"De 12 a 14 años (001)",2634,14,13,,1,92.9,7.1
"De 15 a 19 años (002)",3753,436,421,136,96.6,31.2,
"De 20 a 24 años (003)",3407,2402,2339,305,97.4,12.7,
"De 25 a 29 años (004)",3185,4712,4551,243,96.6,5.2,
"De 30 a 34 años (005)",2660,5870,5591,180,95.2,3.1,
"De 35 a 39 años (006)",2623,7637,7188,126,94.1,1.6,
"De 40 a 44 años (007)",2240,8007,7341,47,91.7,0.6,
"De 45 a 49 años (008)",2045,8731,7779,12,89.1,0.1,
"De 50 y más años (009)",8525,41449,34511,,83.3,,
"Sin nivel (010)",6037,28653,23708,28,82.7,0.1,
"De 12 a 14 años (011)",8,,,,,,
"De 15 a 19 años (012)",15,2,2,,100,,
"De 20 a 24 años (013)",21,26,26,2,100,7.7,
"De 25 a 29 años (014)",53,94,88,4,93.6,4.3,
"De 30 a 34 años (015)",78,195,187,4,95.9,2.1,
"De 35 a 39 años (016)",142,474,455,9,96,1.9,
"De 40 a 44 años (017)",289,1135,1019,9,89.8,0.8,
"De 45 a 49 años (018)",429,2044,1765,,86.4,,
"De 50 y más años (019)",5002,24683,20166,,81.7,,
"Educacion Inicial (020)",19,27,24,2,88.9,7.4,
"De 12 a 14 años (021)",3,,,,,,
"De 20 a 24 años (023)",5,6,4,1,66.7,16.7,
"De 25 a 29 años (024)",3,7,7,,100,,
"De 30 a 34 años (025)",7,12,11,1,91.7,8.3,
"De 35 a 39 años (026)",1,2,2,,100,,
"Primaria (030)",10601,34968,31236,341,89.3,1,
"De 12 a 14 años (031)",769,3,2,1,66.7,33.3,
"De 15 a 19 años (032)",371,87,83,26,95.4,29.9,
"De 20 a 24 años (033)",666,762,740,78,97.1,10.2,
"De 25 a 29 años (034)",865,1599,1542,71,96.4,4.4,
"De 30 a 34 años (035)",940,2358,2218,55,94.1,2.3,
"De 35 a 39 años (036)",1314,4331,4057,70,93.7,1.6,
"De 40 a 44 años (037)",1319,5003,4601,29,92,0.6,
"De 45 a 49 años (038)",1252,5517,4940,11,89.5,0.2,
"De 50 y más años (039)",3105,15308,13053,,85.3,,
"Secundaria (040)",11564,13183,12435,576,94.3,4.4,
