"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LA CONVENCION (000)",55905,149948,134376,,3050,89.6,2
"De 12 a 14 años (001)",5815,46,42,,10,91.3,21.7
"De 15 a 19 años (002)",7601,1858,1822,453,98.1,24.4,
"De 20 a 24 años (003)",6613,7278,7113,797,97.7,11,
"De 25 a 29 años (004)",6392,12071,11718,681,97.1,5.6,
"De 30 a 34 años (005)",5524,14880,14295,519,96.1,3.5,
"De 35 a 39 años (006)",5402,18804,17834,391,94.8,2.1,
"De 40 a 44 años (007)",4566,19756,18210,163,92.2,0.8,
"De 45 a 49 años (008)",3769,18336,16452,36,89.7,0.2,
"De 50 y más años (009)",10223,56919,46890,,82.4,,
"Sin nivel (010)",9668,50219,41468,339,82.6,0.7,
"De 12 a 14 años (011)",73,4,4,2,100,50,
"De 15 a 19 años (012)",184,122,119,22,97.5,18,
"De 20 a 24 años (013)",263,447,422,34,94.4,7.6,
"De 25 a 29 años (014)",412,1143,1071,70,93.7,6.1,
"De 30 a 34 años (015)",542,2014,1884,71,93.5,3.5,
"De 35 a 39 años (016)",765,3484,3193,75,91.6,2.2,
"De 40 a 44 años (017)",908,4903,4304,48,87.8,1,
"De 45 a 49 años (018)",1011,5690,4884,17,85.8,0.3,
"De 50 y más años (019)",5510,32412,25587,,78.9,,
"Educacion Inicial (020)",72,163,145,5,89,3.1,
"De 12 a 14 años (021)",4,,,,,,
"De 15 a 19 años (022)",14,3,3,,100,,
"De 20 a 24 años (023)",14,17,17,1,100,5.9,
"De 25 a 29 años (024)",17,49,43,,87.8,,
"De 30 a 34 años (025)",10,32,30,1,93.8,3.1,
"De 35 a 39 años (026)",13,62,52,3,83.9,4.8,
"Primaria (030)",19414,62977,57512,1243,91.3,2,
"De 12 a 14 años (031)",2675,21,21,5,100,23.8,
"De 15 a 19 años (032)",1604,739,725,159,98.1,21.5,
"De 20 a 24 años (033)",1746,2923,2839,295,97.1,10.1,
"De 25 a 29 años (034)",2078,5267,5097,285,96.8,5.4,
"De 30 a 34 años (035)",2038,6965,6630,239,95.2,3.4,
"De 35 a 39 años (036)",2249,9309,8810,163,94.6,1.8,
"De 40 a 44 años (037)",2067,10000,9251,81,92.5,0.8,
"De 45 a 49 años (038)",1650,8796,7910,16,89.9,0.2,
