"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ABANCAY (000)",1525,12,752,502,226,33
"Conviviente (001)",478,,217,213,46,2
"Separado(a) (002)",41,,18,14,9,
"Casado(a) (003)",366,,26,171,141,28
"Viudo(a) (004)",22,,1,8,10,3
"Divorciado(a) (005)",8,,1,6,1,
"Soltero(a) (006)",610,12,489,90,19,
"Hombres (008)",985,7,443,321,183,31
"Conviviente (009)",309,,129,146,32,2
"Separado(a) (010)",13,,4,4,5,
"Casado(a) (011)",269,,10,108,123,28
"Viudo(a) (012)",9,,,3,5,1
"Divorciado(a) (013)",5,,1,3,1,
"Soltero(a) (014)",380,7,299,57,17,
"Mujeres (016)",540,5,309,181,43,2
"Conviviente (017)",169,,88,67,14,
"Separado(a) (018)",28,,14,10,4,
"Casado(a) (019)",97,,16,63,18,
"Viudo(a) (020)",13,,1,5,5,2
"Divorciado(a) (021)",3,,,3,,
"Soltero(a) (022)",230,5,190,33,2,
,,,,,,
"AREA URBANA (024)",1208,10,613,415,155,15
"Conviviente (025)",393,,177,178,36,2
"Separado(a) (026)",35,,16,12,7,
"Casado(a) (027)",257,,22,136,88,11
"Viudo(a) (028)",19,,1,6,10,2
"Divorciado(a) (029)",7,,,6,1,
"Soltero(a) (030)",497,10,397,77,13,
"Hombres (032)",713,7,334,243,115,14
"Conviviente (033)",230,,92,114,22,2
"Separado(a) (034)",9,,4,2,3,
"Casado(a) (035)",168,,7,77,73,11
"Viudo(a) (036)",7,,,1,5,1
"Divorciado(a) (037)",4,,,3,1,
"Soltero(a) (038)",295,7,231,46,11,
"Mujeres (040)",495,3,279,172,40,1
"Conviviente (041)",163,,85,64,14,
"Separado(a) (042)",26,,12,10,4,
"Casado(a) (043)",89,,15,59,15,
"Viudo(a) (044)",12,,1,5,5,1
"Divorciado(a) (045)",3,,,3,,
"Soltero(a) (046)",202,3,166,31,2,
,,,,,,
"AREA RURAL (048)",317,2,139,87,71,18
"Conviviente (049)",85,,40,35,10,
"Separado(a) (050)",6,,2,2,2,
"Casado(a) (051)",109,,4,35,53,17
"Viudo(a) (052)",3,,,2,,1
"Divorciado(a) (053)",1,,1,,,
"Soltero(a) (054)",113,2,92,13,6,
"Hombres (056)",272,,109,78,68,17
"Conviviente (057)",79,,37,32,10,
"Separado(a) (058)",4,,,2,2,
"Casado(a) (059)",101,,3,31,50,17
"Viudo(a) (060)",2,,,2,,
"Divorciado(a) (061)",1,,1,,,
"Soltero(a) (062)",85,,68,11,6,
"Mujeres (064)",45,2,30,9,3,1
"Conviviente (065)",6,,3,3,,
"Separado(a) (066)",2,,2,,,
"Casado(a) (067)",8,,1,4,3,
"Viudo(a) (068)",1,,,,,1
"Soltero(a) (070)",28,2,24,2,,
