"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANGARAES (000)",10966,1456,1878,5281,101,2173,77
"Sin nivel (001)",1605,19,171,939,11,457,8
"Educación inicial (002)",15,,4,6,,4,1
"Primaria (003)",4571,91,845,2537,33,1034,31
"Secundaria (004)",3119,252,744,1456,29,607,31
"Superior no univ. incompleta (005)",247,85,37,86,7,30,2
"Superior no univ. completa (006)",385,257,40,76,4,8,
"Superior univ. incompleta (007)",188,77,16,70,5,17,3
"Superior univ. completa (008)",836,675,21,111,12,16,1
"Hombres (010)",7889,899,1668,4115,69,1137,1
"Sin nivel (011)",841,9,115,585,1,131,
"Educación inicial (012)",10,,3,4,,3,
"Primaria (013)",3509,51,760,2114,27,557,
"Secundaria (014)",2481,180,685,1183,21,411,1
"Superior no univ. incompleta (015)",162,55,34,51,6,16,
"Superior no univ. completa (016)",240,148,38,49,3,2,
"Superior univ. incompleta (017)",134,49,15,55,3,12,
"Superior univ. completa (018)",512,407,18,74,8,5,
"Mujeres (020)",3077,557,210,1166,32,1036,76
"Sin nivel (021)",764,10,56,354,10,326,8
"Educación inicial (022)",5,,1,2,,1,1
"Primaria (023)",1062,40,85,423,6,477,31
"Secundaria (024)",638,72,59,273,8,196,30
"Superior no univ. incompleta (025)",85,30,3,35,1,14,2
"Superior no univ. completa (026)",145,109,2,27,1,6,
"Superior univ. incompleta (027)",54,28,1,15,2,5,3
"Superior univ. completa (028)",324,268,3,37,4,11,1
,,,,,,,
"URBANA (030)",4719,1188,714,1986,78,695,58
"Sin nivel (031)",458,10,62,263,6,111,6
"Educación inicial (032)",6,,2,2,,1,1
"Primaria (033)",1497,48,263,823,22,320,21
"Secundaria (034)",1376,195,299,620,24,214,24
"Superior no univ. incompleta (035)",183,70,25,68,6,12,2
"Superior no univ. completa (036)",316,213,34,58,4,7,
"Superior univ. incompleta (037)",161,71,12,55,5,15,3
"Superior univ. completa (038)",722,581,17,97,11,15,1
"Hombres (040)",2970,724,596,1361,51,237,1
"Sin nivel (041)",175,4,36,127,,8,
"Educación inicial (042)",2,,1,1,,,
"Primaria (043)",970,24,212,609,17,108,
"Secundaria (044)",969,141,266,446,16,99,1
"Superior no univ. incompleta (045)",116,45,23,36,5,7,
"Superior no univ. completa (046)",197,123,33,37,3,1,
"Superior univ. incompleta (047)",111,45,11,42,3,10,
"Superior univ. completa (048)",430,342,14,63,7,4,
"Mujeres (050)",1749,464,118,625,27,458,57
"Sin nivel (051)",283,6,26,136,6,103,6
"Educación inicial (052)",4,,1,1,,1,1
"Primaria (053)",527,24,51,214,5,212,21
"Secundaria (054)",407,54,33,174,8,115,23
"Superior no univ. incompleta (055)",67,25,2,32,1,5,2
"Superior no univ. completa (056)",119,90,1,21,1,6,
"Superior univ. incompleta (057)",50,26,1,13,2,5,3
"Superior univ. completa (058)",292,239,3,34,4,11,1
,,,,,,,
"RURAL (060)",6247,268,1164,3295,23,1478,19
"Sin nivel (061)",1147,9,109,676,5,346,2
"Educación inicial (062)",9,,2,4,,3,
"Primaria (063)",3074,43,582,1714,11,714,10
"Secundaria (064)",1743,57,445,836,5,393,7
"Superior no univ. incompleta (065)",64,15,12,18,1,18,
"Superior no univ. completa (066)",69,44,6,18,,1,
"Superior univ. incompleta (067)",27,6,4,15,,2,
"Superior univ. completa (068)",114,94,4,14,1,1,
"Hombres (070)",4919,175,1072,2754,18,900,
"Sin nivel (071)",666,5,79,458,1,123,
"Educación inicial (072)",8,,2,3,,3,
"Primaria (073)",2539,27,548,1505,10,449,
"Secundaria (074)",1512,39,419,737,5,312,
"Superior no univ. incompleta (075)",46,10,11,15,1,9,
"Superior no univ. completa (076)",43,25,5,12,,1,
"Superior univ. incompleta (077)",23,4,4,13,,2,
"Superior univ. completa (078)",82,65,4,11,1,1,
"Mujeres (080)",1328,93,92,541,5,578,19
"Sin nivel (081)",481,4,30,218,4,223,2
"Educación inicial (082)",1,,,1,,,
"Primaria (083)",535,16,34,209,1,265,10
"Secundaria (084)",231,18,26,99,,81,7
"Superior no univ. incompleta (085)",18,5,1,3,,9,
"Superior no univ. completa (086)",26,19,1,6,,,
"Superior univ. incompleta (087)",4,2,,2,,,
"Superior univ. completa (088)",32,29,,3,,,
