"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia JAEN (000)",64185,11212,12846,27459,1417,7790,1460,2001
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",95,84,,,11,,,
"Profes., científicos e intelectuales (002)",4717,4225,,443,31,18,,
"Técnicos de nivel medio y trab. asimilados (003)",1709,1131,,477,74,26,1,
"Jefes y empleados de oficina (004)",1537,1514,,16,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",6260,1696,43,3649,211,661,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",15810,7,2,15048,753,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2909,,776,1903,156,74,,
"Obreros construc.,conf.,papel, fab., instr. (008)",5141,759,1169,3042,108,63,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",21654,1096,10529,1819,24,6727,1459,
"Otra (010)",209,209,,,,,,
"Ocupaciñn no especificada (011)",2143,491,327,1062,49,214,,
"Desocupado (012)",2001,,,,,,,2001
"Hombres (013)",48781,6253,11438,22524,1163,5873,65,1465
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",73,64,,,9,,,
"Profes., científicos e intelectuales (015)",2365,2049,,284,23,9,,
"Técnicos de nivel medio y trab. asimilados (016)",1089,687,,341,45,16,,
"Jefes y empleados de oficina (017)",737,730,,4,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2984,911,16,1806,98,153,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",14883,6,1,14180,696,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",2422,,700,1519,150,53,,
"Obreros construc.,conf.,papel, fab., instr. (021)",5052,750,1155,2984,104,59,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",16379,564,9323,914,10,5503,65,
"Otra (023)",205,205,,,,,,
"Ocupaciñn no especificada (024)",1127,287,243,492,28,77,,
"Desocupado (025)",1465,,,,,,,1465
"Mujeres (026)",15404,4959,1408,4935,254,1917,1395,536
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",22,20,,,2,,,
"Profes., científicos e intelectuales (028)",2352,2176,,159,8,9,,
"Técnicos de nivel medio y trab. asimilados (029)",620,444,,136,29,10,1,
"Jefes y empleados de oficina (030)",800,784,,12,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3276,785,27,1843,113,508,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",927,1,1,868,57,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",487,,76,384,6,21,,
"Obreros construc.,conf.,papel, fab., instr. (034)",89,9,14,58,4,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",5275,532,1206,905,14,1224,1394,
"Otra (036)",4,4,,,,,,
"Ocupaciñn no especificada (037)",1016,204,84,570,21,137,,
"Desocupado (038)",536,,,,,,,536
,,,,,,,,
"URBANA (039)",35055,10168,5216,14336,1005,1815,1171,1344
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",79,69,,,10,,,
"Profes., científicos e intelectuales (041)",4040,3603,,392,28,17,,
"Técnicos de nivel medio y trab. asimilados (042)",1596,1046,,455,73,22,,
"Jefes y empleados de oficina (043)",1471,1448,,16,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",5607,1628,33,3170,205,571,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3562,6,2,3195,359,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",2619,,647,1756,154,62,,
"Obreros construc.,conf.,papel, fab., instr. (047)",4643,700,990,2798,105,50,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",8167,1016,3278,1699,24,979,1171,
"Otra (049)",202,202,,,,,,
"Ocupaciñn no especificada (050)",1725,450,266,855,47,107,,
"Desocupado (051)",1344,,,,,,,1344
"Hombres (052)",23584,5656,4687,10474,779,994,54,940
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",61,53,,,8,,,
"Profes., científicos e intelectuales (054)",2043,1748,,266,20,9,,
"Técnicos de nivel medio y trab. asimilados (055)",1008,627,,324,44,13,,
"Jefes y empleados de oficina (056)",694,687,,4,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",2625,867,12,1528,92,126,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",3254,5,1,2920,328,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",2172,,579,1401,148,44,,
"Obreros construc.,conf.,papel, fab., instr. (060)",4559,691,977,2743,101,47,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",5060,515,2919,855,10,707,54,
"Otra (062)",198,198,,,,,,
"Ocupaciñn no especificada (063)",970,265,199,433,28,45,,
"Desocupado (064)",940,,,,,,,940
"Mujeres (065)",11471,4512,529,3862,226,821,1117,404
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",18,16,,,2,,,
"Profes., científicos e intelectuales (067)",1997,1855,,126,8,8,,
"Técnicos de nivel medio y trab. asimilados (068)",588,419,,131,29,9,,
"Jefes y empleados de oficina (069)",777,761,,12,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2982,761,21,1642,113,445,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",308,1,1,275,31,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",447,,68,355,6,18,,
"Obreros construc.,conf.,papel, fab., instr. (073)",84,9,13,55,4,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",3107,501,359,844,14,272,1117,
"Otra (075)",4,4,,,,,,
"Ocupaciñn no especificada (076)",755,185,67,422,19,62,,
"Desocupado (077)",404,,,,,,,404
,,,,,,,,
"RURAL (078)",29130,1044,7630,13123,412,5975,289,657
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",16,15,,,1,,,
"Profes., científicos e intelectuales (080)",677,622,,51,3,1,,
"Técnicos de nivel medio y trab. asimilados (081)",113,85,,22,1,4,1,
"Jefes y empleados de oficina (082)",66,66,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",653,68,10,479,6,90,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",12248,1,,11853,394,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",290,,129,147,2,12,,
"Obreros construc.,conf.,papel, fab., instr. (086)",498,59,179,244,3,13,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",13487,80,7251,120,,5748,288,
"Otra (088)",7,7,,,,,,
"Ocupaciñn no especificada (089)",418,41,61,207,2,107,,
"Desocupado (090)",657,,,,,,,657
"Hombres (091)",25197,597,6751,12050,384,4879,11,525
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",12,11,,,1,,,
"Profes., científicos e intelectuales (093)",322,301,,18,3,,,
