"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SANCHEZ CARRION (000)",32083,116,473,1439,2743,5523,15085,6704
"De 12 a 14 años (001)",52,,,,,,6,46
"De 15 a 19 años (002)",1125,,,,,,773,352
"De 20 a 24 años (003)",3900,,,,,15,2650,1235
"De 25 a 29 años (004)",4148,,,,,132,3099,917
"De 30 a 34 años (005)",4052,,,,1,377,3062,612
"De 35 a 39 años (006)",3908,,,,24,750,2634,500
"De 40 a 44 años (007)",3200,,,2,92,963,1736,407
"De 45 a 49 años (008)",2554,,,6,192,1151,907,298
"De 50 y más años (009)",9144,116,473,1431,2434,2135,218,2337
"Conviviente (010)",16004,9,71,275,706,2337,10067,2539
"De 12 a 14 años (011)",36,,,,,,2,34
"De 15 a 19 años (012)",817,,,,,,550,267
"De 20 a 24 años (013)",2534,,,,,6,1948,580
"De 25 a 29 años (014)",2706,,,,,67,2232,407
"De 30 a 34 años (015)",2533,,,,,185,2088,260
"De 35 a 39 años (016)",2235,,,,5,352,1672,206
"De 40 a 44 años (017)",1617,,,2,38,424,995,158
"De 45 a 49 años (018)",1094,,,2,52,479,477,84
"De 50 y más años (019)",2432,9,71,271,611,824,103,543
"Separado(a) (020)",3089,11,31,103,253,633,1337,721
"De 12 a 14 años (021)",3,,,,,,1,2
"De 15 a 19 años (022)",179,,,,,,145,34
"De 20 a 24 años (023)",483,,,,,6,327,150
"De 25 a 29 años (024)",428,,,,,38,296,94
"De 30 a 34 años (025)",412,,,,1,81,242,88
"De 35 a 39 años (026)",368,,,,5,135,152,76
"De 40 a 44 años (027)",322,,,,20,128,122,52
"De 45 a 49 años (028)",264,,,2,44,127,43,48
"De 50 y más años (029)",630,11,31,101,183,118,9,177
"Casado(a) (030)",8030,14,90,475,1159,1976,3031,1285
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",38,,,,,,21,17
"De 20 a 24 años (033)",321,,,,,,236,85
"De 25 a 29 años (034)",528,,,,,12,443,73
"De 30 a 34 años (035)",781,,,,,71,621,89
"De 35 a 39 años (036)",1023,,,,6,203,719,95
"De 40 a 44 años (037)",1008,,,,24,326,551,107
"De 45 a 49 años (038)",931,,,1,66,433,345,86
"De 50 y más años (039)",3397,14,90,474,1063,931,95,730
"Viudo(a) (040)",2956,78,266,553,561,411,233,854
"De 15 a 19 años (042)",7,,,,,,4,3
"De 20 a 24 años (043)",24,,,,,,13,11
"De 25 a 29 años (044)",42,,,,,3,28,11
"De 30 a 34 años (045)",82,,,,,16,43,23
"De 35 a 39 años (046)",96,,,,2,26,52,16
"De 40 a 44 años (047)",130,,,,4,51,45,30
