"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Intermediación financiera (057)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",20,,4,6,5,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",35,7,,4,17,,,,,6,1,
"Enseñanza (060)",200,,197,1,1,,,,,1,,
"Servicios sociales y de salud (061)",70,,40,24,2,1,,,,3,,
"Otras activ. serv.comun.soc y personales (062)",29,,1,10,2,4,,,,12,,
"Hogares privados con servicio doméstico (063)",40,,,,,,,,,40,,
"Actividad economica no especificada (065)",277,,2,1,7,,,,,,,267
,,,,,,,,,,,,
"URBANA (066)",3552,20,468,98,123,345,1271,90,134,769,29,205
"Agric., ganadería, caza y silvicultura (067)",1801,,2,2,,,1271,,9,517,,
"Pesca (068)",1,,,,,,,,,1,,
"Industrias manufactureras (070)",82,,,2,,1,,75,4,,,
"Suministro de electricidad, gas y agua (071)",9,,2,3,1,,,,1,2,,
"Construcción (072)",144,,5,1,1,,,3,72,62,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",352,,2,6,,278,,10,3,53,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",12,,,,,1,,8,3,,,
"Comercio al por mayor (075)",7,,,,,7,,,,,,
"Comercio al por menor (076)",333,,2,6,,270,,2,,53,,
"Hoteles y restaurantes (077)",90,,,2,1,52,,,,35,,
"Trans., almac. y comunicaciones (078)",51,,,1,4,,,,39,7,,
"Intermediación financiera (079)",6,,1,,3,,,,,2,,
"Activid.inmobil., empres. y alquileres (080)",55,,12,19,7,4,,,1,12,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",172,16,7,12,78,3,,1,3,23,29,
"Enseñanza (082)",401,3,373,3,5,,,,,17,,
"Servicios sociales y de salud (083)",96,,55,31,2,1,,1,2,4,,
"Otras activ. serv.comun.soc y personales (084)",38,1,4,13,2,6,,,,12,,
"Hogares privados con servicio doméstico (085)",22,,,,,,,,,22,,
"Actividad economica no especificada (087)",232,,5,3,19,,,,,,,205
"Hombres (088)",2278,15,261,54,91,111,1060,79,127,362,28,90
"Agric., ganadería, caza y silvicultura (089)",1297,,2,2,,,1060,,9,224,,
"Pesca (090)",1,,,,,,,,,1,,
"Industrias manufactureras (092)",67,,,1,,1,,64,1,,,
"Suministro de electricidad, gas y agua (093)",8,,2,3,,,,,1,2,,
"Construcción (094)",141,,5,1,1,,,3,71,60,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",119,,1,5,,85,,10,1,17,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",10,,,,,1,,8,1,,,
"Comercio al por mayor (097)",4,,,,,4,,,,,,
"Comercio al por menor (098)",105,,1,5,,80,,2,,17,,
"Hoteles y restaurantes (099)",22,,,1,1,16,,,,4,,
"Trans., almac. y comunicaciones (100)",45,,,,3,,,,38,4,,
"Intermediación financiera (101)",4,,1,,2,,,,,1,,
"Activid.inmobil., empres. y alquileres (102)",37,,10,13,2,4,,,1,7,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",143,11,7,8,63,3,,1,3,19,28,
"Enseñanza (104)",235,3,210,2,4,,,,,16,,
"Servicios sociales y de salud (105)",35,,17,13,1,,,1,2,1,,
"Otras activ. serv.comun.soc y personales (106)",12,1,3,3,1,2,,,,2,,
"Hogares privados con servicio doméstico (107)",4,,,,,,,,,4,,
"Actividad economica no especificada (109)",108,,3,2,13,,,,,,,90
"Mujeres (110)",1274,5,207,44,32,234,211,11,7,407,1,115
"Agric., ganadería, caza y silvicultura (111)",504,,,,,,211,,,293,,
"Industrias manufactureras (114)",15,,,1,,,,11,3,,,
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,,,,
"Construcción (116)",3,,,,,,,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",233,,1,1,,193,,,2,36,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,,,,,2,,,
"Comercio al por mayor (119)",3,,,,,3,,,,,,
"Comercio al por menor (120)",228,,1,1,,190,,,,36,,
"Hoteles y restaurantes (121)",68,,,1,,36,,,,31,,
"Trans., almac. y comunicaciones (122)",6,,,1,1,,,,1,3,,
"Intermediación financiera (123)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",18,,2,6,5,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",29,5,,4,15,,,,,4,1,
"Enseñanza (126)",166,,163,1,1,,,,,1,,
"Servicios sociales y de salud (127)",61,,38,18,1,1,,,,3,,
"Otras activ. serv.comun.soc y personales (128)",26,,1,10,1,4,,,,10,,
"Hogares privados con servicio doméstico (129)",18,,,,,,,,,18,,
"Actividad economica no especificada (131)",124,,2,1,6,,,,,,,115
,,,,,,,,,,,,
"RURAL (132)",5782,5,138,38,17,171,2884,113,110,2044,1,261
"Agric., ganadería, caza y silvicultura (133)",4662,,,3,1,,2884,,10,1764,,
"Pesca (134)",2,,,,,,,,,2,,
"Explotación de minas y canteras (135)",160,,9,10,3,6,,36,11,85,,
"Industrias manufactureras (136)",79,,,3,,,,72,1,3,,
"Suministro de electricidad, gas y agua (137)",2,,,,,,,,1,1,,
"Construcción (138)",129,,2,1,,,,,52,74,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",185,,,6,,133,,3,1,42,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",2,,,,,,,1,1,,,
"Comercio al por mayor (141)",4,,,1,,3,,,,,,
"Comercio al por menor (142)",179,,,5,,130,,2,,42,,
"Hoteles y restaurantes (143)",45,,,1,,21,,,,23,,
"Trans., almac. y comunicaciones (144)",28,,,,,,,,25,3,,
"Activid.inmobil., empres. y alquileres (146)",20,,3,,,9,,,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",29,4,,2,7,,,,1,14,1,
"Enseñanza (148)",125,1,121,,,,,,,3,,
"Servicios sociales y de salud (149)",15,,3,10,1,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",15,,,2,3,1,,2,,7,,
"Hogares privados con servicio doméstico (151)",23,,,,,,,,,23,,
"Actividad economica no especificada (153)",263,,,,2,,,,,,,261
"Hombres (154)",3748,3,98,24,12,67,2202,102,110,1020,1,109
"Agric., ganadería, caza y silvicultura (155)",3022,,,2,1,,2202,,10,807,,
"Pesca (156)",2,,,,,,,,,2,,
"Explotación de minas y canteras (157)",155,,7,10,3,3,,36,11,85,,
"Industrias manufactureras (158)",68,,,3,,,,61,1,3,,
"Suministro de electricidad, gas y agua (159)",2,,,,,,,,1,1,,
"Construcción (160)",128,,2,1,,,,,52,73,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",74,,,,,48,,3,1,22,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,,,,,1,1,,,
"Comercio al por mayor (163)",2,,,,,2,,,,,,
"Comercio al por menor (164)",70,,,,,46,,2,,22,,
"Hoteles y restaurantes (165)",8,,,,,5,,,,3,,
"Trans., almac. y comunicaciones (166)",28,,,,,,,,25,3,,
"Activid.inmobil., empres. y alquileres (168)",18,,1,,,9,,,8,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",23,2,,2,5,,,,1,12,1,
"Enseñanza (170)",91,1,87,,,,,,,3,,
"Servicios sociales y de salud (171)",6,,1,4,,1,,,,,,
"Otras activ. serv.comun.soc y personales (172)",12,,,2,2,1,,2,,5,,
"Hogares privados con servicio doméstico (173)",1,,,,,,,,,1,,
"Actividad economica no especificada (175)",110,,,,1,,,,,,,109
"Mujeres (176)",2034,2,40,14,5,104,682,11,,1024,,152
"Agric., ganadería, caza y silvicultura (177)",1640,,,1,,,682,,,957,,
"Explotación de minas y canteras (179)",5,,2,,,3,,,,,,
"Industrias manufactureras (180)",11,,,,,,,11,,,,
"Construcción (182)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",111,,,6,,85,,,,20,,
"Comercio al por mayor (185)",2,,,1,,1,,,,,,
"Comercio al por menor (186)",109,,,5,,84,,,,20,,
"Hoteles y restaurantes (187)",37,,,1,,16,,,,20,,
"Activid.inmobil., empres. y alquileres (190)",2,,2,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,2,,,2,,,,,2,,
"Enseñanza (192)",34,,34,,,,,,,,,
"Servicios sociales y de salud (193)",9,,2,6,1,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",3,,,,1,,,,,2,,
"Hogares privados con servicio doméstico (195)",22,,,,,,,,,22,,
"Actividad economica no especificada (197)",153,,,,1,,,,,,,152
