"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CASTROVIRREYNA (000)",6668,1124,1625,2755,32,906,50,176
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",32,31,,,1,,,
"Profes., científicos e intelectuales (002)",602,570,,31,1,,,
"Técnicos de nivel medio y trab. asimilados (003)",163,133,,24,6,,,
"Jefes y empleados de oficina (004)",192,191,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",364,65,13,240,13,33,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2235,,1,2227,6,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",654,,590,55,4,5,,
"Obreros construc.,conf.,papel, fab., instr. (008)",274,30,173,68,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1827,44,813,72,,848,50,
"Otra (010)",43,43,,,,,,
"Ocupaciñn no especificada (011)",106,17,35,37,,17,,
"Desocupado (012)",176,,,,,,,176
"Hombres (013)",4667,698,1489,1944,21,370,9,136
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",23,22,,,1,,,
"Profes., científicos e intelectuales (015)",318,306,,11,1,,,
"Técnicos de nivel medio y trab. asimilados (016)",138,111,,23,4,,,
"Jefes y empleados de oficina (017)",125,124,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",137,30,7,85,6,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1662,,1,1656,4,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",640,,579,53,4,4,,
"Obreros construc.,conf.,papel, fab., instr. (021)",270,29,170,68,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",1114,21,708,32,,344,9,
"Otra (023)",42,42,,,,,,
"Ocupaciñn no especificada (024)",62,13,24,15,,10,,
"Desocupado (025)",136,,,,,,,136
"Mujeres (026)",2001,426,136,811,11,536,41,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",9,9,,,,,,
"Profes., científicos e intelectuales (028)",284,264,,20,,,,
"Técnicos de nivel medio y trab. asimilados (029)",25,22,,1,2,,,
"Jefes y empleados de oficina (030)",67,67,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",227,35,6,155,7,24,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",573,,,571,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",14,,11,2,,1,,
"Obreros construc.,conf.,papel, fab., instr. (034)",4,1,3,,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",713,23,105,40,,504,41,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",44,4,11,22,,7,,
"Desocupado (038)",40,,,,,,,40
,,,,,,,,
"URBANA (039)",2715,803,884,710,12,182,39,85
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",25,24,,,1,,,
"Profes., científicos e intelectuales (041)",411,394,,17,,,,
"Técnicos de nivel medio y trab. asimilados (042)",106,90,,13,3,,,
"Jefes y empleados de oficina (043)",154,154,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",248,43,9,165,5,26,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",385,,,382,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",426,,392,32,,2,,
"Obreros construc.,conf.,papel, fab., instr. (047)",142,18,87,37,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",651,27,381,54,,150,39,
"Otra (049)",39,39,,,,,,
"Ocupaciñn no especificada (050)",43,14,15,10,,4,,
"Desocupado (051)",85,,,,,,,85
"Hombres (052)",1910,480,829,452,7,81,5,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",19,18,,,1,,,
"Profes., científicos e intelectuales (054)",197,193,,4,,,,
"Técnicos de nivel medio y trab. asimilados (055)",90,75,,12,3,,,
"Jefes y empleados de oficina (056)",95,95,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",84,19,4,54,1,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",292,,,290,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",417,,386,30,,1,,
"Obreros construc.,conf.,papel, fab., instr. (060)",140,17,86,37,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",456,14,344,21,,72,5,
"Otra (062)",39,39,,,,,,
"Ocupaciñn no especificada (063)",25,10,9,4,,2,,
"Desocupado (064)",56,,,,,,,56
"Mujeres (065)",805,323,55,258,5,101,34,29
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",6,6,,,,,,
"Profes., científicos e intelectuales (067)",214,201,,13,,,,
"Técnicos de nivel medio y trab. asimilados (068)",16,15,,1,,,,
"Jefes y empleados de oficina (069)",59,59,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",164,24,5,111,4,20,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",93,,,92,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",9,,6,2,,1,,
"Obreros construc.,conf.,papel, fab., instr. (073)",2,1,1,,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",195,13,37,33,,78,34,
"Ocupaciñn no especificada (076)",18,4,6,6,,2,,
"Desocupado (077)",29,,,,,,,29
,,,,,,,,
"RURAL (078)",3953,321,741,2045,20,724,11,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",7,7,,,,,,
"Profes., científicos e intelectuales (080)",191,176,,14,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",57,43,,11,3,,,
"Jefes y empleados de oficina (082)",38,37,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",116,22,4,75,8,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1850,,1,1845,3,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",228,,198,23,4,3,,
"Obreros construc.,conf.,papel, fab., instr. (086)",132,12,86,31,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",1176,17,432,18,,698,11,
"Otra (088)",4,4,,,,,,
"Ocupaciñn no especificada (089)",63,3,20,27,,13,,
"Desocupado (090)",91,,,,,,,91
"Hombres (091)",2757,218,660,1492,14,289,4,80
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",4,4,,,,,,
"Profes., científicos e intelectuales (093)",121,113,,7,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",48,36,,11,1,,,
"Jefes y empleados de oficina (095)",30,29,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",53,11,3,31,5,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1370,,1,1366,2,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",223,,193,23,4,3,,
