"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MAYNAS (000)",178635,46630,22775,74633,3043,14744,6311,10499
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",396,333,,,63,,,
"Profes., científicos e intelectuales (002)",15476,13498,,1662,243,73,,
"Técnicos de nivel medio y trab. asimilados (003)",8849,6072,,2152,530,91,4,
"Jefes y empleados de oficina (004)",8756,8621,,85,3,47,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",28515,7641,351,17164,713,2642,4,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",21578,26,3,21126,420,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",14332,,5701,8011,388,232,,
"Obreros construc.,conf.,papel, fab., instr. (008)",18194,1647,5266,10758,380,143,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",43095,4605,9827,11291,134,10935,6303,
"Otra (010)",2019,2019,,,,,,
"Ocupaciñn no especificada (011)",6926,2168,1627,2384,169,578,,
"Desocupado (012)",10499,,,,,,,10499
"Hombres (013)",115757,26678,20655,51774,2195,6609,458,7388
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",264,219,,,45,,,
"Profes., científicos e intelectuales (015)",7708,6349,,1133,191,35,,
"Técnicos de nivel medio y trab. asimilados (016)",5780,3775,,1592,355,55,3,
"Jefes y empleados de oficina (017)",4449,4400,,33,,16,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",13100,4584,135,7260,394,726,1,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",19106,24,3,18696,380,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",12211,,5430,6273,324,184,,
"Obreros construc.,conf.,papel, fab., instr. (021)",17644,1615,5145,10400,361,123,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",21912,2590,8647,4974,48,5199,454,
"Otra (023)",1884,1884,,,,,,
"Ocupaciñn no especificada (024)",4311,1238,1295,1413,97,268,,
"Desocupado (025)",7388,,,,,,,7388
"Mujeres (026)",62878,19952,2120,22859,848,8135,5853,3111
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",132,114,,,18,,,
"Profes., científicos e intelectuales (028)",7768,7149,,529,52,38,,
"Técnicos de nivel medio y trab. asimilados (029)",3069,2297,,560,175,36,1,
"Jefes y empleados de oficina (030)",4307,4221,,52,3,31,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",15415,3057,216,9904,319,1916,3,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2472,2,,2430,40,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",2121,,271,1738,64,48,,
"Obreros construc.,conf.,papel, fab., instr. (034)",550,32,121,358,19,20,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",21183,2015,1180,6317,86,5736,5849,
"Otra (036)",135,135,,,,,,
"Ocupaciñn no especificada (037)",2615,930,332,971,72,310,,
"Desocupado (038)",3111,,,,,,,3111
,,,,,,,,
"URBANA (039)",143452,44913,19059,56091,2739,5640,6094,8916
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",369,306,,,63,,,
"Profes., científicos e intelectuales (041)",14486,12536,,1637,241,72,,
"Técnicos de nivel medio y trab. asimilados (042)",8706,5970,,2120,524,88,4,
"Jefes y empleados de oficina (043)",8655,8521,,84,3,47,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",27288,7463,320,16301,694,2507,3,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",4946,20,2,4753,170,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",13616,,5231,7789,378,218,,
"Obreros construc.,conf.,papel, fab., instr. (047)",17525,1622,5040,10354,371,138,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",30560,4477,6926,10877,131,2062,6087,
"Otra (049)",1864,1864,,,,,,
"Ocupaciñn no especificada (050)",6521,2134,1540,2176,164,507,,
"Desocupado (051)",8916,,,,,,,8916
"Hombres (052)",89568,25508,17374,35831,1923,2492,407,6033
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",243,198,,,45,,,
"Profes., científicos e intelectuales (054)",7123,5785,,1114,190,34,,
"Técnicos de nivel medio y trab. asimilados (055)",5670,3698,,1566,350,53,3,
"Jefes y empleados de oficina (056)",4382,4333,,33,,16,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",12441,4445,130,6808,377,681,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",4200,18,2,4026,153,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",11536,,4972,6078,315,171,,
"Obreros construc.,conf.,papel, fab., instr. (060)",17049,1590,4922,10064,352,121,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",15009,2487,6106,4799,47,1166,404,
"Otra (062)",1734,1734,,,,,,
"Ocupaciñn no especificada (063)",4148,1220,1242,1343,94,249,,
"Desocupado (064)",6033,,,,,,,6033
"Mujeres (065)",53884,19405,1685,20260,816,3148,5687,2883
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",126,108,,,18,,,
"Profes., científicos e intelectuales (067)",7363,6751,,523,51,38,,
"Técnicos de nivel medio y trab. asimilados (068)",3036,2272,,554,174,35,1,
"Jefes y empleados de oficina (069)",4273,4188,,51,3,31,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",14847,3018,190,9493,317,1826,3,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",746,2,,727,17,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",2080,,259,1711,63,47,,
"Obreros construc.,conf.,papel, fab., instr. (073)",476,32,118,290,19,17,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",15551,1990,820,6078,84,896,5683,
"Otra (075)",130,130,,,,,,
"Ocupaciñn no especificada (076)",2373,914,298,833,70,258,,
"Desocupado (077)",2883,,,,,,,2883
,,,,,,,,
"RURAL (078)",35183,1717,3716,18542,304,9104,217,1583
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",27,27,,,,,,
"Profes., científicos e intelectuales (080)",990,962,,25,2,1,,
"Técnicos de nivel medio y trab. asimilados (081)",143,102,,32,6,3,,
"Jefes y empleados de oficina (082)",101,100,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1227,178,31,863,19,135,1,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",16632,6,1,16373,250,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",716,,470,222,10,14,,
"Obreros construc.,conf.,papel, fab., instr. (086)",669,25,226,404,9,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",12535,128,2901,414,3,8873,216,
"Otra (088)",155,155,,,,,,
"Ocupaciñn no especificada (089)",405,34,87,208,5,71,,
"Desocupado (090)",1583,,,,,,,1583
