"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1867,,,,,719,588,512,48
"Superior univ. incompleto (037)",1246,,,,166,561,194,274,51
"Superior univ. completo (038)",2110,,,,,671,586,719,134
"Hombres (040)",13377,539,1257,1498,1474,2789,2019,2914,887
"Sin nivel (041)",832,539,82,5,4,22,20,68,92
"Educación inicial (042)",314,,305,4,,2,3,,
"Primaria (043)",3650,,870,938,112,348,227,671,484
"Secundaria (044)",4958,,,551,1146,1065,894,1145,157
"Superior no univ. incompleto (045)",876,,,,125,409,168,153,21
"Superior no univ. completo (046)",942,,,,,340,294,286,22
"Superior univ. incompleto (047)",747,,,,87,345,115,172,28
"Superior univ. completo (048)",1058,,,,,258,298,419,83
"Mujeres (050)",13016,521,1295,1470,1387,2665,2014,2710,954
"Sin nivel (051)",1364,521,61,8,19,27,47,289,392
"Educación inicial (052)",341,,326,4,4,4,3,,
"Primaria (053)",3931,,908,920,110,226,423,976,368
"Secundaria (054)",4216,,,538,1034,1075,759,726,84
"Superior no univ. incompleto (055)",688,,,,141,325,121,91,10
"Superior no univ. completo (056)",925,,,,,379,294,226,26
"Superior univ. incompleto (057)",499,,,,79,216,79,102,23
"Superior univ. completo (058)",1052,,,,,413,288,300,51
,,,,,,,,,
"RURAL (060)",27213,1371,3399,3919,2864,4045,3686,5832,2097
"Sin nivel (061)",5009,1371,344,32,46,249,379,1407,1181
"Educación inicial (062)",736,,718,2,3,8,5,,
"Primaria (063)",11974,,2337,2857,489,1090,1548,2894,759
"Secundaria (064)",7895,,,1028,2131,1971,1420,1235,110
"Superior no univ. incompleto (065)",695,,,,161,349,106,70,9
"Superior no univ. completo (066)",438,,,,,192,130,96,20
"Superior univ. incompleto (067)",226,,,,34,115,19,51,7
"Superior univ. completo (068)",240,,,,,71,79,79,11
"Hombres (070)",13869,664,1725,2011,1542,2088,1888,2978,973
"Sin nivel (071)",1632,664,189,12,16,61,84,316,290
"Educación inicial (072)",378,,371,1,2,2,2,,
"Primaria (073)",6169,,1165,1504,223,477,714,1526,560
"Secundaria (074)",4699,,,494,1203,1117,879,917,89
"Superior no univ. incompleto (075)",404,,,,76,202,68,52,6
"Superior no univ. completo (076)",253,,,,,102,75,64,12
"Superior univ. incompleto (077)",169,,,,22,85,14,42,6
"Superior univ. completo (078)",165,,,,,42,52,61,10
"Mujeres (080)",13344,707,1674,1908,1322,1957,1798,2854,1124
"Sin nivel (081)",3377,707,155,20,30,188,295,1091,891
"Educación inicial (082)",358,,347,1,1,6,3,,
"Primaria (083)",5805,,1172,1353,266,613,834,1368,199
"Secundaria (084)",3196,,,534,928,854,541,318,21
"Superior no univ. incompleto (085)",291,,,,85,147,38,18,3
"Superior no univ. completo (086)",185,,,,,90,55,32,8
"Superior univ. incompleto (087)",57,,,,12,30,5,9,1
"Superior univ. completo (088)",75,,,,,29,27,18,1
