"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LORETO (000)",40581,8135,8688,8465,6522,4314,4457
"Conviviente (001)",18104,470,3989,5912,4047,2232,1454
"Separado(a) (002)",699,15,128,156,138,121,141
"Casado(a) (003)",6682,12,208,995,1750,1603,2114
"Viudo(a) (004)",860,9,9,37,79,122,604
"Divorciado(a) (005)",55,,1,4,20,15,15
"Soltero(a) (006)",14181,7629,4353,1361,488,221,129
"Hombres (008)",22169,4277,4348,4696,3667,2591,2590
"Conviviente (009)",9238,99,1356,3189,2331,1345,918
"Separado(a) (010)",272,7,12,41,58,64,90
"Casado(a) (011)",3601,7,53,442,882,937,1280
"Viudo(a) (012)",285,5,,12,27,48,193
"Divorciado(a) (013)",37,,,2,13,11,11
"Soltero(a) (014)",8736,4159,2927,1010,356,186,98
"Mujeres (016)",18412,3858,4340,3769,2855,1723,1867
"Conviviente (017)",8866,371,2633,2723,1716,887,536
"Separado(a) (018)",427,8,116,115,80,57,51
"Casado(a) (019)",3081,5,155,553,868,666,834
"Viudo(a) (020)",575,4,9,25,52,74,411
"Divorciado(a) (021)",18,,1,2,7,4,4
"Soltero(a) (022)",5445,3470,1426,351,132,35,31
,,,,,,,
"URBANA (024)",18513,3630,3741,3970,3069,2007,2096
"Conviviente (025)",6993,139,1346,2432,1696,856,524
"Separado(a) (026)",390,9,61,107,77,69,67
"Casado(a) (027)",3696,5,99,554,988,907,1143
"Viudo(a) (028)",395,6,5,18,30,50,286
"Divorciado(a) (029)",33,,,3,12,10,8
"Soltero(a) (030)",7006,3471,2230,856,266,115,68
"Hombres (032)",10228,1938,1854,2249,1761,1243,1183
"Conviviente (033)",3689,42,438,1337,1015,534,323
"Separado(a) (034)",146,5,4,33,29,36,39
"Casado(a) (035)",2043,2,28,253,523,550,687
"Viudo(a) (036)",118,3,,5,8,22,80
"Divorciado(a) (037)",23,,,1,8,8,6
"Soltero(a) (038)",4209,1886,1384,620,178,93,48
"Mujeres (040)",8285,1692,1887,1721,1308,764,913
"Conviviente (041)",3304,97,908,1095,681,322,201
"Separado(a) (042)",244,4,57,74,48,33,28
"Casado(a) (043)",1653,3,71,301,465,357,456
"Viudo(a) (044)",277,3,5,13,22,28,206
"Divorciado(a) (045)",10,,,2,4,2,2
"Soltero(a) (046)",2797,1585,846,236,88,22,20
,,,,,,,
"RURAL (048)",22068,4505,4947,4495,3453,2307,2361
"Conviviente (049)",11111,331,2643,3480,2351,1376,930
"Separado(a) (050)",309,6,67,49,61,52,74
"Casado(a) (051)",2986,7,109,441,762,696,971
"Viudo(a) (052)",465,3,4,19,49,72,318
"Divorciado(a) (053)",22,,1,1,8,5,7
"Soltero(a) (054)",7175,4158,2123,505,222,106,61
"Hombres (056)",11941,2339,2494,2447,1906,1348,1407
"Conviviente (057)",5549,57,918,1852,1316,811,595
"Separado(a) (058)",126,2,8,8,29,28,51
"Casado(a) (059)",1558,5,25,189,359,387,593
"Viudo(a) (060)",167,2,,7,19,26,113
"Divorciado(a) (061)",14,,,1,5,3,5
"Soltero(a) (062)",4527,2273,1543,390,178,93,50
"Mujeres (064)",10127,2166,2453,2048,1547,959,954
"Conviviente (065)",5562,274,1725,1628,1035,565,335
"Separado(a) (066)",183,4,59,41,32,24,23
"Casado(a) (067)",1428,2,84,252,403,309,378
"Viudo(a) (068)",298,1,4,12,30,46,205
"Divorciado(a) (069)",8,,1,,3,2,2
"Soltero(a) (070)",2648,1885,580,115,44,13,11
