"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2663,2075,287,207,94
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",221,173,24,16,8
,,,,,
"URBANA (036)",20586,12675,2426,2337,3148
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",77,6,13,22,36
"Profes., científicos e intelectuales (038)",1704,410,249,516,529
"Técnicos de nivel medio y trab. asimilados (039)",1363,567,197,225,374
"Jefes y empleados de oficina (040)",1057,274,148,216,419
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3556,3014,264,180,98
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1066,881,170,10,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",3119,1554,440,368,757
"Obreros construc.,conf.,papel, fab., instr. (044)",3002,2124,261,258,359
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",4942,3491,608,481,362
"Otra (046)",166,,,,166
"Ocupación no especificada (047)",534,354,76,61,43
"Hombres (048)",13615,7809,1738,1613,2455
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",51,3,8,17,23
"Profes., científicos e intelectuales (050)",838,223,122,206,287
"Técnicos de nivel medio y trab. asimilados (051)",953,367,131,165,290
"Jefes y empleados de oficina (052)",440,84,61,104,191
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1408,1079,130,112,87
"Agricult.trabaj.calif.agrop.y pesqueros (054)",867,722,132,8,5
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2912,1383,417,360,752
"Obreros construc.,conf.,papel, fab., instr. (056)",2931,2071,256,252,352
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2700,1664,427,338,271
"Otra (058)",161,,,,161
"Ocupación no especificada (059)",354,213,54,51,36
"Mujeres (060)",6971,4866,688,724,693
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",26,3,5,5,13
"Profes., científicos e intelectuales (062)",866,187,127,310,242
"Técnicos de nivel medio y trab. asimilados (063)",410,200,66,60,84
"Jefes y empleados de oficina (064)",617,190,87,112,228
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2148,1935,134,68,11
"Agricult.trabaj.calif.agrop.y pesqueros (066)",199,159,38,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",207,171,23,8,5
"Obreros construc.,conf.,papel, fab., instr. (068)",71,53,5,6,7
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2242,1827,181,143,91
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",180,141,22,10,7
,,,,,
"RURAL (072)",2769,1979,498,233,59
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,,1,,4
"Profes., científicos e intelectuales (074)",57,20,16,14,7
"Técnicos de nivel medio y trab. asimilados (075)",29,15,4,4,6
"Jefes y empleados de oficina (076)",26,13,6,3,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",131,107,13,8,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",624,530,94,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",192,134,32,15,11
"Obreros construc.,conf.,papel, fab., instr. (080)",132,105,15,6,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1399,914,301,169,15
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",173,141,16,14,2
"Hombres (084)",2074,1527,348,156,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,,,2
"Profes., científicos e intelectuales (086)",29,9,6,10,4
"Técnicos de nivel medio y trab. asimilados (087)",18,8,3,3,4
"Jefes y empleados de oficina (088)",16,8,5,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",53,37,7,6,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",532,460,72,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",184,128,31,15,10
"Obreros construc.,conf.,papel, fab., instr. (092)",129,102,15,6,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",978,666,195,105,12
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",132,109,14,8,1
"Mujeres (096)",695,452,150,77,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,1,,2
"Profes., científicos e intelectuales (098)",28,11,10,4,3
"Técnicos de nivel medio y trab. asimilados (099)",11,7,1,1,2
"Jefes y empleados de oficina (100)",10,5,1,,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",78,70,6,2,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",92,70,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",8,6,1,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",3,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",421,248,106,64,3
"Ocupación no especificada (107)",41,32,2,6,1
