"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MIGUEL (000)",42836,6632,7045,7733,7069,5242,9115
"Conviviente (001)",13927,151,1805,3765,3276,2088,2842
"Separado(a) (002)",1116,13,124,221,250,210,298
"Casado(a) (003)",10599,20,471,1742,2484,2183,3699
"Viudo(a) (004)",2096,1,16,44,107,194,1734
"Divorciado(a) (005)",92,,4,15,20,18,35
"Soltero(a) (006)",15006,6447,4625,1946,932,549,507
"Hombres (008)",20989,3455,3590,3744,3416,2490,4294
"Conviviente (009)",6868,45,628,1877,1691,1089,1538
"Separado(a) (010)",200,3,17,31,36,35,78
"Casado(a) (011)",5288,9,148,752,1234,1111,2034
"Viudo(a) (012)",535,,11,15,26,42,441
"Divorciado(a) (013)",30,,,5,8,4,13
"Soltero(a) (014)",8068,3398,2786,1064,421,209,190
"Mujeres (016)",21847,3177,3455,3989,3653,2752,4821
"Conviviente (017)",7059,106,1177,1888,1585,999,1304
"Separado(a) (018)",916,10,107,190,214,175,220
"Casado(a) (019)",5311,11,323,990,1250,1072,1665
"Viudo(a) (020)",1561,1,5,29,81,152,1293
"Divorciado(a) (021)",62,,4,10,12,14,22
"Soltero(a) (022)",6938,3049,1839,882,511,340,317
,,,,,,,
"URBANA (024)",7131,1017,1024,1358,1363,979,1390
"Conviviente (025)",1890,25,208,580,503,272,302
"Separado(a) (026)",181,3,14,39,53,33,39
"Casado(a) (027)",2235,1,65,354,604,519,692
"Viudo(a) (028)",306,,3,6,14,34,249
"Divorciado(a) (029)",22,,,2,6,7,7
"Soltero(a) (030)",2497,988,734,377,183,114,101
"Hombres (032)",3565,556,527,641,650,506,685
"Conviviente (033)",938,8,60,282,261,149,178
"Separado(a) (034)",37,1,2,6,10,10,8
"Casado(a) (035)",1124,1,17,139,294,284,389
"Viudo(a) (036)",78,,1,1,2,6,68
"Divorciado(a) (037)",4,,,,,1,3
"Soltero(a) (038)",1384,546,447,213,83,56,39
"Mujeres (040)",3566,461,497,717,713,473,705
"Conviviente (041)",952,17,148,298,242,123,124
"Separado(a) (042)",144,2,12,33,43,23,31
"Casado(a) (043)",1111,,48,215,310,235,303
"Viudo(a) (044)",228,,2,5,12,28,181
"Divorciado(a) (045)",18,,,2,6,6,4
"Soltero(a) (046)",1113,442,287,164,100,58,62
,,,,,,,
"RURAL (048)",35705,5615,6021,6375,5706,4263,7725
"Conviviente (049)",12037,126,1597,3185,2773,1816,2540
"Separado(a) (050)",935,10,110,182,197,177,259
"Casado(a) (051)",8364,19,406,1388,1880,1664,3007
"Viudo(a) (052)",1790,1,13,38,93,160,1485
"Divorciado(a) (053)",70,,4,13,14,11,28
"Soltero(a) (054)",12509,5459,3891,1569,749,435,406
"Hombres (056)",17424,2899,3063,3103,2766,1984,3609
"Conviviente (057)",5930,37,568,1595,1430,940,1360
"Separado(a) (058)",163,2,15,25,26,25,70
"Casado(a) (059)",4164,8,131,613,940,827,1645
"Viudo(a) (060)",457,,10,14,24,36,373
"Divorciado(a) (061)",26,,,5,8,3,10
"Soltero(a) (062)",6684,2852,2339,851,338,153,151
"Mujeres (064)",18281,2716,2958,3272,2940,2279,4116
"Conviviente (065)",6107,89,1029,1590,1343,876,1180
"Separado(a) (066)",772,8,95,157,171,152,189
"Casado(a) (067)",4200,11,275,775,940,837,1362
"Viudo(a) (068)",1333,1,3,24,69,124,1112
"Divorciado(a) (069)",44,,4,8,6,8,18
"Soltero(a) (070)",5825,2607,1552,718,411,282,255
