"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CANTA (000)",5942,15,273,134,98,518,1541,239,342,2625,32,125
"Agric., ganadería, caza y silvicultura (001)",3625,,4,7,,1,1532,,13,2068,,
"Pesca (002)",16,,,,,,9,,,7,,
"Explotación de minas y canteras (003)",132,,2,1,,,,115,3,11,,
"Industrias manufactureras (004)",111,,3,5,1,,,79,21,2,,
"Suministro de electricidad, gas y agua (005)",12,,,1,1,,,7,3,,,
"Construcción (006)",249,,3,5,,,,8,128,105,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",459,,7,10,1,327,,27,2,85,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",29,,1,,1,9,,17,1,,,
"Comercio al por mayor (009)",22,,1,1,,19,,,1,,,
"Comercio al por menor (010)",408,,5,9,,299,,10,,85,,
"Hoteles y restaurantes (011)",281,,12,19,3,157,,,,90,,
"Trans., almac. y comunicaciones (012)",210,,4,3,4,3,,1,164,31,,
"Intermediación financiera (013)",6,1,,1,2,,,,,2,,
"Activid.inmobil., empres. y alquileres (014)",98,2,17,16,14,10,,,4,35,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",173,11,19,22,63,3,,,3,20,32,
"Enseñanza (016)",191,1,179,1,4,,,,,6,,
"Servicios sociales y de salud (017)",49,,13,24,1,6,,,,5,,
"Otras activ. serv.comun.soc y personales (018)",119,,9,18,1,11,,2,1,77,,
"Hogares privados con servicio doméstico (019)",80,,,,,,,,,80,,
"Actividad economica no especificada (021)",131,,1,1,3,,,,,1,,125
"Hombres (022)",4030,12,128,75,56,180,1279,201,338,1682,29,50
"Agric., ganadería, caza y silvicultura (023)",2672,,4,7,,,1270,,13,1378,,
"Pesca (024)",16,,,,,,9,,,7,,
"Explotación de minas y canteras (025)",117,,2,1,,,,100,3,11,,
"Industrias manufactureras (026)",83,,1,2,1,,,58,19,2,,
"Suministro de electricidad, gas y agua (027)",10,,,1,,,,6,3,,,
"Construcción (028)",243,,3,4,,,,8,127,101,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",205,,4,8,1,128,,26,2,36,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",27,,1,,1,7,,17,1,,,
"Comercio al por mayor (031)",10,,,1,,8,,,1,,,
"Comercio al por menor (032)",168,,3,7,,113,,9,,36,,
"Hoteles y restaurantes (033)",71,,9,8,3,37,,,,14,,
"Trans., almac. y comunicaciones (034)",202,,3,1,4,2,,1,163,28,,
"Intermediación financiera (035)",4,1,,,1,,,,,2,,
"Activid.inmobil., empres. y alquileres (036)",72,2,13,12,5,9,,,4,27,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",105,8,5,7,36,3,,,3,14,29,
"Enseñanza (038)",78,1,69,,3,,,,,5,,
"Servicios sociales y de salud (039)",15,,6,7,,,,,,2,,
"Otras activ. serv.comun.soc y personales (040)",79,,9,16,1,1,,2,1,49,,
"Hogares privados con servicio doméstico (041)",5,,,,,,,,,5,,
"Actividad economica no especificada (043)",53,,,1,1,,,,,1,,50
"Mujeres (044)",1912,3,145,59,42,338,262,38,4,943,3,75
"Agric., ganadería, caza y silvicultura (045)",953,,,,,1,262,,,690,,
"Explotación de minas y canteras (047)",15,,,,,,,15,,,,
"Industrias manufactureras (048)",28,,2,3,,,,21,2,,,
"Suministro de electricidad, gas y agua (049)",2,,,,1,,,1,,,,
"Construcción (050)",6,,,1,,,,,1,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",254,,3,2,,199,,1,,49,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,2,,,,,,
"Comercio al por mayor (053)",12,,1,,,11,,,,,,
"Comercio al por menor (054)",240,,2,2,,186,,1,,49,,
"Hoteles y restaurantes (055)",210,,3,11,,120,,,,76,,
"Trans., almac. y comunicaciones (056)",8,,1,2,,1,,,1,3,,
"Intermediación financiera (057)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",26,,4,4,9,1,,,,8,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",68,3,14,15,27,,,,,6,3,
"Enseñanza (060)",113,,110,1,1,,,,,1,,
"Servicios sociales y de salud (061)",34,,7,17,1,6,,,,3,,
"Otras activ. serv.comun.soc y personales (062)",40,,,2,,10,,,,28,,
"Hogares privados con servicio doméstico (063)",75,,,,,,,,,75,,
"Actividad economica no especificada (065)",78,,1,,2,,,,,,,75
,,,,,,,,,,,,
"URBANA (066)",2853,10,219,96,73,318,820,97,203,908,29,80
"Agric., ganadería, caza y silvicultura (067)",1378,,2,6,,1,815,,1,553,,
"Pesca (068)",12,,,,,,5,,,7,,
"Explotación de minas y canteras (069)",21,,1,,,,,15,2,3,,
"Industrias manufactureras (070)",69,,3,1,,,,57,6,2,,
"Suministro de electricidad, gas y agua (071)",5,,,,1,,,2,2,,,
"Construcción (072)",173,,3,4,,,,6,98,62,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",295,,3,9,,211,,15,1,56,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",15,,,,,5,,9,1,,,
"Comercio al por mayor (075)",13,,,,,13,,,,,,
"Comercio al por menor (076)",267,,3,9,,193,,6,,56,,
"Hoteles y restaurantes (077)",184,,6,18,3,86,,,,71,,
"Trans., almac. y comunicaciones (078)",114,,4,2,2,3,,1,88,14,,
"Intermediación financiera (079)",4,1,,1,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",54,1,7,10,11,5,,,2,18,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",142,8,18,20,49,3,,,2,13,29,
"Enseñanza (082)",162,,156,1,2,,,,,3,,
"Servicios sociales y de salud (083)",29,,9,15,1,3,,,,1,,
"Otras activ. serv.comun.soc y personales (084)",65,,6,8,1,6,,1,1,42,,
"Hogares privados con servicio doméstico (085)",61,,,,,,,,,61,,
"Actividad economica no especificada (087)",85,,1,1,2,,,,,1,,80
"Hombres (088)",1825,7,99,53,41,119,662,86,200,505,26,27
"Agric., ganadería, caza y silvicultura (089)",1002,,2,6,,,657,,1,336,,
"Pesca (090)",12,,,,,,5,,,7,,
"Explotación de minas y canteras (091)",21,,1,,,,,15,2,3,,
"Industrias manufactureras (092)",54,,1,,,,,46,5,2,,
"Suministro de electricidad, gas y agua (093)",4,,,,,,,2,2,,,
"Construcción (094)",170,,3,3,,,,6,97,61,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",134,,2,7,,87,,15,1,22,,
