"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Trans., almac. y comunicaciones (056)",287,1,9,27,64,12,,1,50,123,,
"Intermediación financiera (057)",58,,6,11,40,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",463,1,83,113,194,1,,,3,68,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",389,6,27,20,184,7,,1,26,101,17,
"Enseñanza (060)",1407,8,1355,10,26,,,,,8,,
"Servicios sociales y de salud (061)",457,1,188,181,37,22,,1,,27,,
"Otras activ. serv.comun.soc y personales (062)",599,,14,42,42,162,,4,,335,,
"Hogares privados con servicio doméstico (063)",1132,,,,,2,,,,1130,,
"Actividad economica no especificada (065)",1331,,2,9,52,,,,,,,1268
,,,,,,,,,,,,
"URBANA (066)",35407,62,3117,1626,1262,6320,4868,2722,4549,9250,308,1323
"Agric., ganadería, caza y silvicultura (067)",8666,,35,49,11,,4856,,12,3703,,
"Pesca (068)",25,,,,,,12,,,13,,
"Explotación de minas y canteras (069)",496,,29,34,13,3,,271,43,103,,
"Industrias manufactureras (070)",1942,4,28,69,33,11,,1424,299,74,,
"Suministro de electricidad, gas y agua (071)",87,,8,17,16,,,15,8,23,,
"Construcción (072)",1745,1,54,61,10,,,134,1053,432,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",7554,3,102,332,41,4673,,837,72,1494,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",1034,1,15,49,8,163,,715,46,37,,
"Comercio al por mayor (075)",322,1,20,52,17,202,,,6,24,,
"Comercio al por menor (076)",6198,1,67,231,16,4308,,122,20,1433,,
"Hoteles y restaurantes (077)",2603,1,38,144,62,1195,,5,1,1157,,
"Trans., almac. y comunicaciones (078)",3656,2,29,78,126,26,,9,2944,442,,
"Intermediación financiera (079)",125,1,20,18,79,,,,,7,,
"Activid.inmobil., empres. y alquileres (080)",1304,2,313,322,268,148,,11,39,201,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",1189,23,92,53,398,39,,7,67,202,308,
"Enseñanza (082)",2084,24,1978,18,43,,,,,21,,
"Servicios sociales y de salud (083)",636,1,289,228,52,27,,2,4,33,,
"Otras activ. serv.comun.soc y personales (084)",994,,99,190,58,196,,7,6,438,,
"Hogares privados con servicio doméstico (085)",900,,,,,2,,,,898,,
"Actividad economica no especificada (087)",1401,,3,13,52,,,,1,9,,1323
"Hombres (088)",23164,46,1554,1035,578,2532,4374,2395,4404,5309,292,645
"Agric., ganadería, caza y silvicultura (089)",7438,,30,43,7,,4362,,11,2985,,
"Pesca (090)",24,,,,,,12,,,12,,
"Explotación de minas y canteras (091)",487,,26,33,12,2,,270,43,101,,
"Industrias manufactureras (092)",1545,4,23,48,20,4,,1140,253,53,,
"Suministro de electricidad, gas y agua (093)",76,,8,15,10,,,15,8,20,,
"Construcción (094)",1672,1,45,58,5,,,133,1027,403,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",3837,1,58,218,18,1992,,805,69,676,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",926,1,14,38,2,107,,691,43,30,,
"Comercio al por mayor (097)",201,,16,35,9,113,,,6,22,,
"Comercio al por menor (098)",2710,,28,145,7,1772,,114,20,624,,
"Hoteles y restaurantes (099)",677,1,24,60,27,292,,3,1,269,,
"Trans., almac. y comunicaciones (100)",3389,1,21,52,63,15,,8,2900,329,,
"Intermediación financiera (101)",69,1,14,8,40,,,,,6,,
"Activid.inmobil., empres. y alquileres (102)",887,1,236,223,91,147,,11,36,142,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",832,19,66,38,226,32,,6,45,108,292,
"Enseñanza (104)",851,17,794,9,18,,,,,13,,
"Servicios sociales y de salud (105)",235,,122,74,18,6,,1,4,10,,
"Otras activ. serv.comun.soc y personales (106)",436,,86,149,17,42,,3,6,133,,
"Hogares privados con servicio doméstico (107)",40,,,,,,,,,40,,
"Actividad economica no especificada (109)",669,,1,7,6,,,,1,9,,645
"Mujeres (110)",12243,16,1563,591,684,3788,494,327,145,3941,16,678
"Agric., ganadería, caza y silvicultura (111)",1228,,5,6,4,,494,,1,718,,
"Pesca (112)",1,,,,,,,,,1,,
"Explotación de minas y canteras (113)",9,,3,1,1,1,,1,,2,,
"Industrias manufactureras (114)",397,,5,21,13,7,,284,46,21,,
"Suministro de electricidad, gas y agua (115)",11,,,2,6,,,,,3,,
"Construcción (116)",73,,9,3,5,,,1,26,29,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3717,2,44,114,23,2681,,32,3,818,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",108,,1,11,6,56,,24,3,7,,
"Comercio al por mayor (119)",121,1,4,17,8,89,,,,2,,
"Comercio al por menor (120)",3488,1,39,86,9,2536,,8,,809,,
"Hoteles y restaurantes (121)",1926,,14,84,35,903,,2,,888,,
"Trans., almac. y comunicaciones (122)",267,1,8,26,63,11,,1,44,113,,
"Intermediación financiera (123)",56,,6,10,39,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",417,1,77,99,177,1,,,3,59,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",357,4,26,15,172,7,,1,22,94,16,
"Enseñanza (126)",1233,7,1184,9,25,,,,,8,,
"Servicios sociales y de salud (127)",401,1,167,154,34,21,,1,,23,,
"Otras activ. serv.comun.soc y personales (128)",558,,13,41,41,154,,4,,305,,
"Hogares privados con servicio doméstico (129)",860,,,,,2,,,,858,,
"Actividad economica no especificada (131)",732,,2,6,46,,,,,,,678
,,,,,,,,,,,,
"RURAL (132)",27843,9,455,250,110,927,12961,441,831,11073,5,781
"Agric., ganadería, caza y silvicultura (133)",23196,,15,26,1,,12959,1,8,10186,,
"Pesca (134)",4,,,,,,2,,,2,,
"Explotación de minas y canteras (135)",418,,55,44,20,2,,190,26,81,,
"Industrias manufactureras (136)",243,,3,9,1,1,,160,58,11,,
"Suministro de electricidad, gas y agua (137)",28,,2,2,3,,,5,,16,,
"Construcción (138)",233,,3,9,2,,,23,139,57,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",853,,2,29,2,616,,52,10,142,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",76,,1,8,,13,,45,7,2,,
"Comercio al por mayor (141)",25,,,4,,20,,,1,,,
"Comercio al por menor (142)",752,,1,17,2,583,,7,2,140,,
"Hoteles y restaurantes (143)",385,,8,10,3,254,,,,110,,
"Trans., almac. y comunicaciones (144)",601,,1,4,6,2,,,550,38,,
"Intermediación financiera (145)",4,,,2,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",198,,19,44,26,36,,9,31,33,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",100,7,2,9,28,6,,1,7,35,5,
"Enseñanza (148)",324,2,317,2,2,,,,1,,,
"Servicios sociales y de salud (149)",83,,26,42,4,2,,,1,8,,
"Otras activ. serv.comun.soc y personales (150)",71,,2,14,4,8,,,,43,,
"Hogares privados con servicio doméstico (151)",309,,,,,,,,,309,,
"Actividad economica no especificada (153)",793,,,4,6,,,,,2,,781
"Hombres (154)",22914,6,244,169,62,277,12142,415,775,8629,4,191
"Agric., ganadería, caza y silvicultura (155)",20450,,13,23,,,12141,1,8,8264,,
"Pesca (156)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (157)",409,,52,44,19,2,,188,26,78,,
"Industrias manufactureras (158)",166,,1,2,1,1,,136,17,8,,
"Suministro de electricidad, gas y agua (159)",28,,2,2,3,,,5,,16,,
"Construcción (160)",224,,3,8,1,,,23,135,54,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",321,,2,17,,195,,52,9,46,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",67,,1,8,,5,,45,7,1,,
"Comercio al por mayor (163)",14,,,4,,10,,,,,,
"Comercio al por menor (164)",240,,1,5,,180,,7,2,45,,
"Hoteles y restaurantes (165)",73,,5,5,2,35,,,,26,,
"Trans., almac. y comunicaciones (166)",581,,,3,5,1,,,544,28,,
"Intermediación financiera (167)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",152,,13,30,9,36,,9,31,24,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",68,5,1,4,16,6,,1,3,28,4,
"Enseñanza (170)",150,1,146,1,1,,,,1,,,
"Servicios sociales y de salud (171)",27,,5,15,1,1,,,1,4,,
"Otras activ. serv.comun.soc y personales (172)",30,,1,13,3,,,,,13,,
"Hogares privados con servicio doméstico (173)",37,,,,,,,,,37,,
"Actividad economica no especificada (175)",194,,,1,,,,,,2,,191
"Mujeres (176)",4929,3,211,81,48,650,819,26,56,2444,1,590
"Agric., ganadería, caza y silvicultura (177)",2746,,2,3,1,,818,,,1922,,
"Pesca (178)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (179)",9,,3,,1,,,2,,3,,
"Industrias manufactureras (180)",77,,2,7,,,,24,41,3,,
"Construcción (182)",9,,,1,1,,,,4,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",532,,,12,2,421,,,1,96,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",9,,,,,8,,,,1,,
"Comercio al por mayor (185)",11,,,,,10,,,1,,,
"Comercio al por menor (186)",512,,,12,2,403,,,,95,,
"Hoteles y restaurantes (187)",312,,3,5,1,219,,,,84,,
"Trans., almac. y comunicaciones (188)",20,,1,1,1,1,,,6,10,,
"Intermediación financiera (189)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",46,,6,14,17,,,,,9,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",32,2,1,5,12,,,,4,7,1,
"Enseñanza (192)",174,1,171,1,1,,,,,,,
"Servicios sociales y de salud (193)",56,,21,27,3,1,,,,4,,
"Otras activ. serv.comun.soc y personales (194)",41,,1,1,1,8,,,,30,,
"Hogares privados con servicio doméstico (195)",272,,,,,,,,,272,,
"Actividad economica no especificada (197)",599,,,3,6,,,,,,,590
