"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CHANCHAMAYO (000)",63250,71,3572,1876,1372,7247,17829,3163,5380,20323,313,2104
"Agric., ganadería, caza y silvicultura (001)",31862,,50,75,12,,17815,1,20,13889,,
"Pesca (002)",29,,,,,,14,,,15,,
"Explotación de minas y canteras (003)",914,,84,78,33,5,,461,69,184,,
"Industrias manufactureras (004)",2185,4,31,78,34,12,,1584,357,85,,
"Suministro de electricidad, gas y agua (005)",115,,10,19,19,,,20,8,39,,
"Construcción (006)",1978,1,57,70,12,,,157,1192,489,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",8407,3,104,361,43,5289,,889,82,1636,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1110,1,16,57,8,176,,760,53,39,,
"Comercio al por mayor (009)",347,1,20,56,17,222,,,7,24,,
"Comercio al por menor (010)",6950,1,68,248,18,4891,,129,22,1573,,
"Hoteles y restaurantes (011)",2988,1,46,154,65,1449,,5,1,1267,,
"Trans., almac. y comunicaciones (012)",4257,2,30,82,132,28,,9,3494,480,,
"Intermediación financiera (013)",129,1,20,20,81,,,,,7,,
"Activid.inmobil., empres. y alquileres (014)",1502,2,332,366,294,184,,20,70,234,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1289,30,94,62,426,45,,8,74,237,313,
"Enseñanza (016)",2408,26,2295,20,45,,,,1,21,,
"Servicios sociales y de salud (017)",719,1,315,270,56,29,,2,5,41,,
"Otras activ. serv.comun.soc y personales (018)",1065,,101,204,62,204,,7,6,481,,
"Hogares privados con servicio doméstico (019)",1209,,,,,2,,,,1207,,
"Actividad economica no especificada (021)",2194,,3,17,58,,,,1,11,,2104
"Hombres (022)",46078,52,1798,1204,640,2809,16516,2810,5179,13938,296,836
"Agric., ganadería, caza y silvicultura (023)",27888,,43,66,7,,16503,1,19,11249,,
"Pesca (024)",26,,,,,,13,,,13,,
"Explotación de minas y canteras (025)",896,,78,77,31,4,,458,69,179,,
"Industrias manufactureras (026)",1711,4,24,50,21,5,,1276,270,61,,
"Suministro de electricidad, gas y agua (027)",104,,10,17,13,,,20,8,36,,
"Construcción (028)",1896,1,48,66,6,,,156,1162,457,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",4158,1,60,235,18,2187,,857,78,722,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",993,1,15,46,2,112,,736,50,31,,
"Comercio al por mayor (031)",215,,16,39,9,123,,,6,22,,
"Comercio al por menor (032)",2950,,29,150,7,1952,,121,22,669,,
"Hoteles y restaurantes (033)",750,1,29,65,29,327,,3,1,295,,
"Trans., almac. y comunicaciones (034)",3970,1,21,55,68,16,,8,3444,357,,
"Intermediación financiera (035)",71,1,14,9,41,,,,,6,,
"Activid.inmobil., empres. y alquileres (036)",1039,1,249,253,100,183,,20,67,166,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",900,24,67,42,242,38,,7,48,136,296,
"Enseñanza (038)",1001,18,940,10,19,,,,1,13,,
"Servicios sociales y de salud (039)",262,,127,89,19,7,,1,5,14,,
"Otras activ. serv.comun.soc y personales (040)",466,,87,162,20,42,,3,6,146,,
"Hogares privados con servicio doméstico (041)",77,,,,,,,,,77,,
"Actividad economica no especificada (043)",863,,1,8,6,,,,1,11,,836
"Mujeres (044)",17172,19,1774,672,732,4438,1313,353,201,6385,17,1268
"Agric., ganadería, caza y silvicultura (045)",3974,,7,9,5,,1312,,1,2640,,
"Pesca (046)",3,,,,,,1,,,2,,
"Explotación de minas y canteras (047)",18,,6,1,2,1,,3,,5,,
"Industrias manufactureras (048)",474,,7,28,13,7,,308,87,24,,
"Suministro de electricidad, gas y agua (049)",11,,,2,6,,,,,3,,
"Construcción (050)",82,,9,4,6,,,1,30,32,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",4249,2,44,126,25,3102,,32,4,914,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",117,,1,11,6,64,,24,3,8,,
"Comercio al por mayor (053)",132,1,4,17,8,99,,,1,2,,
"Comercio al por menor (054)",4000,1,39,98,11,2939,,8,,904,,
"Hoteles y restaurantes (055)",2238,,17,89,36,1122,,2,,972,,
