"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN MARCOS (000)",47838,2206,5426,6385,5222,7690,6681,10297,3931
"Sin nivel (001)",10105,2206,874,105,229,821,1033,2908,1929
"Educación inicial (002)",1002,,939,12,8,24,19,,
"Primaria (003)",25980,,3613,4954,2359,3975,3586,5651,1842
"Secundaria (004)",7700,,,1314,2442,1803,1122,926,93
"Superior no univ. incompleto (005)",646,,,,115,306,123,93,9
"Superior no univ. completo (006)",1197,,,,,351,447,371,28
"Superior univ. incompleto (007)",400,,,,69,193,76,60,2
"Superior univ. completo (008)",808,,,,,217,275,288,28
"Hombres (010)",23995,1148,2811,3248,2699,3800,3276,5137,1876
"Sin nivel (011)",3556,1148,464,50,85,252,268,768,521
"Educación inicial (012)",486,,452,7,4,13,10,,
"Primaria (013)",13651,,1895,2481,1102,1881,1782,3255,1255
"Secundaria (014)",4557,,,710,1399,1085,699,606,58
"Superior no univ. incompleto (015)",387,,,,74,174,70,64,5
"Superior no univ. completo (016)",659,,,,,183,238,224,14
"Superior univ. incompleto (017)",226,,,,35,98,54,37,2
"Superior univ. completo (018)",473,,,,,114,155,183,21
"Mujeres (020)",23843,1058,2615,3137,2523,3890,3405,5160,2055
"Sin nivel (021)",6549,1058,410,55,144,569,765,2140,1408
"Educación inicial (022)",516,,487,5,4,11,9,,
"Primaria (023)",12329,,1718,2473,1257,2094,1804,2396,587
"Secundaria (024)",3143,,,604,1043,718,423,320,35
"Superior no univ. incompleto (025)",259,,,,41,132,53,29,4
"Superior no univ. completo (026)",538,,,,,168,209,147,14
"Superior univ. incompleto (027)",174,,,,34,95,22,23,
"Superior univ. completo (028)",335,,,,,103,120,105,7
,,,,,,,,,
"URBANA (030)",11017,410,964,1199,1188,1857,1804,2649,946
"Sin nivel (031)",1296,410,72,11,16,56,94,329,308
"Educación inicial (032)",240,,223,2,2,6,7,,
"Primaria (033)",4069,,669,703,223,374,486,1093,521
"Secundaria (034)",2946,,,483,806,618,461,520,58
"Superior no univ. incompleto (035)",488,,,,84,219,98,78,9
"Superior no univ. completo (036)",949,,,,,246,360,319,24
"Superior univ. incompleto (037)",318,,,,57,154,57,48,2
"Superior univ. completo (038)",711,,,,,184,241,262,24
"Hombres (040)",5568,214,521,633,602,921,896,1331,450
"Sin nivel (041)",469,214,41,8,6,14,24,82,80
"Educación inicial (042)",117,,107,1,,4,5,,
"Primaria (043)",2008,,373,368,100,155,196,516,300
"Secundaria (044)",1592,,,256,415,334,256,298,33
"Superior no univ. incompleto (045)",281,,,,52,120,53,51,5
"Superior no univ. completo (046)",511,,,,,122,186,190,13
"Superior univ. incompleto (047)",172,,,,29,76,39,26,2
"Superior univ. completo (048)",418,,,,,96,137,168,17
"Mujeres (050)",5449,196,443,566,586,936,908,1318,496
"Sin nivel (051)",827,196,31,3,10,42,70,247,228
"Educación inicial (052)",123,,116,1,2,2,2,,
"Primaria (053)",2061,,296,335,123,219,290,577,221
"Secundaria (054)",1354,,,227,391,284,205,222,25
"Superior no univ. incompleto (055)",207,,,,32,99,45,27,4
"Superior no univ. completo (056)",438,,,,,124,174,129,11
"Superior univ. incompleto (057)",146,,,,28,78,18,22,
"Superior univ. completo (058)",293,,,,,88,104,94,7
,,,,,,,,,
"RURAL (060)",36821,1796,4462,5186,4034,5833,4877,7648,2985
"Sin nivel (061)",8809,1796,802,94,213,765,939,2579,1621
"Educación inicial (062)",762,,716,10,6,18,12,,
"Primaria (063)",21911,,2944,4251,2136,3601,3100,4558,1321
"Secundaria (064)",4754,,,831,1636,1185,661,406,35
"Superior no univ. incompleto (065)",158,,,,31,87,25,15,
"Superior no univ. completo (066)",248,,,,,105,87,52,4
"Superior univ. incompleto (067)",82,,,,12,39,19,12,
"Superior univ. completo (068)",97,,,,,33,34,26,4
"Hombres (070)",18427,934,2290,2615,2097,2879,2380,3806,1426
"Sin nivel (071)",3087,934,423,42,79,238,244,686,441
"Educación inicial (072)",369,,345,6,4,9,5,,
"Primaria (073)",11643,,1522,2113,1002,1726,1586,2739,955
"Secundaria (074)",2965,,,454,984,751,443,308,25
"Superior no univ. incompleto (075)",106,,,,22,54,17,13,
"Superior no univ. completo (076)",148,,,,,61,52,34,1
"Superior univ. incompleto (077)",54,,,,6,22,15,11,
"Superior univ. completo (078)",55,,,,,18,18,15,4
"Mujeres (080)",18394,862,2172,2571,1937,2954,2497,3842,1559
"Sin nivel (081)",5722,862,379,52,134,527,695,1893,1180
"Educación inicial (082)",393,,371,4,2,9,7,,
"Primaria (083)",10268,,1422,2138,1134,1875,1514,1819,366
"Secundaria (084)",1789,,,377,652,434,218,98,10
"Superior no univ. incompleto (085)",52,,,,9,33,8,2,
"Superior no univ. completo (086)",100,,,,,44,35,18,3
"Superior univ. incompleto (087)",28,,,,6,17,4,1,
"Superior univ. completo (088)",42,,,,,15,16,11,
