"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia YUNGUYO (000)",19983,1506,1420,11491,133,4051,238,1144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",38,38,,,,,,
"Profes., científicos e intelectuales (002)",833,702,,121,2,8,,
"Técnicos de nivel medio y trab. asimilados (003)",137,73,,57,4,3,,
"Jefes y empleados de oficina (004)",168,165,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2083,164,3,1619,19,278,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7139,,1,7105,31,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1344,,154,1079,56,55,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1157,84,461,585,15,12,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",5522,145,783,698,4,3654,238,
"Otra (010)",97,97,,,,,,
"Ocupación no especificada (011)",321,38,18,227,2,36,,
"Desocupado (012)",1144,,,,,,,1144
"Hombres (013)",11548,1009,1129,7453,103,1041,15,798
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",34,34,,,,,,
"Profes., científicos e intelectuales (015)",517,434,,78,1,4,,
"Técnicos de nivel medio y trab. asimilados (016)",95,44,,46,3,2,,
"Jefes y empleados de oficina (017)",122,120,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",889,96,1,741,10,41,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",4876,,1,4847,26,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",982,,124,768,48,42,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1118,84,456,554,13,11,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",1894,79,532,343,1,924,15,
"Otra (023)",96,96,,,,,,
"Ocupación no especificada (024)",127,22,15,76,1,13,,
"Desocupado (025)",798,,,,,,,798
"Mujeres (026)",8435,497,291,4038,30,3010,223,346
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",4,4,,,,,,
"Profes., científicos e intelectuales (028)",316,268,,43,1,4,,
"Técnicos de nivel medio y trab. asimilados (029)",42,29,,11,1,1,,
"Jefes y empleados de oficina (030)",46,45,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1194,68,2,878,9,237,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2263,,,2258,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",362,,30,311,8,13,,
"Obreros construc.,conf.,papel, fab., instr. (034)",39,,5,31,2,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",3628,66,251,355,3,2730,223,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",194,16,3,151,1,23,,
"Desocupado (038)",346,,,,,,,346
,,,,,,,,
"URBANA (039)",6970,1092,460,3797,71,962,148,440
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",23,23,,,,,,
"Profes., científicos e intelectuales (041)",674,576,,89,1,8,,
"Técnicos de nivel medio y trab. asimilados (042)",114,69,,38,4,3,,
"Jefes y empleados de oficina (043)",133,131,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1376,84,3,1068,14,207,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1298,,,1281,17,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",627,,49,533,26,19,,
"Obreros construc.,conf.,papel, fab., instr. (047)",437,40,106,274,9,8,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",1663,97,292,430,,696,148,
"Otra (049)",45,45,,,,,,
"Ocupación no especificada (050)",140,27,10,84,,19,,
"Desocupado (051)",440,,,,,,,440
"Hombres (052)",3893,686,344,2232,52,284,12,283
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",21,21,,,,,,
"Profes., científicos e intelectuales (054)",386,328,,54,,4,,
"Técnicos de nivel medio y trab. asimilados (055)",76,42,,29,3,2,,
"Jefes y empleados de oficina (056)",94,93,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",536,49,1,447,8,31,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",850,,,836,14,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",434,,35,367,19,13,,
"Obreros construc.,conf.,papel, fab., instr. (060)",405,40,101,249,8,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",688,53,199,206,,218,12,
"Otra (062)",44,44,,,,,,
"Ocupación no especificada (063)",76,16,8,44,,8,,
"Desocupado (064)",283,,,,,,,283
"Mujeres (065)",3077,406,116,1565,19,678,136,157
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",288,248,,35,1,4,,
"Técnicos de nivel medio y trab. asimilados (068)",38,27,,9,1,1,,
"Jefes y empleados de oficina (069)",39,38,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",840,35,2,621,6,176,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",448,,,445,3,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",193,,14,166,7,6,,
"Obreros construc.,conf.,papel, fab., instr. (073)",32,,5,25,1,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",975,44,93,224,,478,136,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",64,11,2,40,,11,,
"Desocupado (077)",157,,,,,,,157
,,,,,,,,
"RURAL (078)",13013,414,960,7694,62,3089,90,704
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",15,15,,,,,,
"Profes., científicos e intelectuales (080)",159,126,,32,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",23,4,,19,,,,
"Jefes y empleados de oficina (082)",35,34,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",707,80,,551,5,71,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",5841,,1,5824,14,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",717,,105,546,30,36,,
"Obreros construc.,conf.,papel, fab., instr. (086)",720,44,355,311,6,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",3859,48,491,268,4,2958,90,
"Otra (088)",52,52,,,,,,
"Ocupación no especificada (089)",181,11,8,143,2,17,,
"Desocupado (090)",704,,,,,,,704
"Hombres (091)",7655,323,785,5221,51,757,3,515
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",13,13,,,,,,
"Profes., científicos e intelectuales (093)",131,106,,24,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",19,2,,17,,,,
"Jefes y empleados de oficina (095)",28,27,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",353,47,,294,2,10,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",4026,,1,4011,12,2,,
