"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ZARUMILLA (000)",38204,1939,3982,4189,4538,8172,6195,7745,1444
"Sin nivel (001)",3112,1939,214,51,49,96,145,352,266
"Educación inicial (002)",1083,,1014,24,12,23,10,,
"Primaria (003)",13496,,2754,2388,621,1579,1777,3399,978
"Secundaria (004)",15014,,,1726,3397,4224,2778,2747,142
"Superior no univ. incompleto (005)",1680,,,,329,726,355,263,7
"Superior no univ. completo (006)",1911,,,,,785,609,494,23
"Superior univ. incompleto (007)",795,,,,130,355,156,150,4
"Superior univ. completo (008)",1113,,,,,384,365,340,24
"Hombres (010)",20204,1018,2031,2101,2487,4234,3233,4296,804
"Sin nivel (011)",1533,1018,114,34,27,43,64,135,98
"Educación inicial (012)",565,,533,9,8,11,4,,
"Primaria (013)",6825,,1384,1202,356,792,842,1674,575
"Secundaria (014)",8385,,,856,1884,2311,1555,1683,96
"Superior no univ. incompleto (015)",899,,,,146,367,205,177,4
"Superior no univ. completo (016)",923,,,,,338,274,297,14
"Superior univ. incompleto (017)",442,,,,66,183,81,110,2
"Superior univ. completo (018)",632,,,,,189,208,220,15
"Mujeres (020)",18000,921,1951,2088,2051,3938,2962,3449,640
"Sin nivel (021)",1579,921,100,17,22,53,81,217,168
"Educación inicial (022)",518,,481,15,4,12,6,,
"Primaria (023)",6671,,1370,1186,265,787,935,1725,403
"Secundaria (024)",6629,,,870,1513,1913,1223,1064,46
"Superior no univ. incompleto (025)",781,,,,183,359,150,86,3
"Superior no univ. completo (026)",988,,,,,447,335,197,9
"Superior univ. incompleto (027)",353,,,,64,172,75,40,2
"Superior univ. completo (028)",481,,,,,195,157,120,9
,,,,,,,,,
"URBANA (030)",34775,1785,3583,3839,4135,7475,5674,7041,1243
"Sin nivel (031)",2725,1785,168,46,42,82,122,270,210
"Educación inicial (032)",973,,909,23,9,23,9,,
"Primaria (033)",11982,,2506,2162,558,1400,1552,2962,842
"Secundaria (034)",13946,,,1608,3101,3885,2597,2619,136
"Superior no univ. incompleto (035)",1541,,,,303,666,328,239,5
"Superior no univ. completo (036)",1765,,,,,714,557,471,23
"Superior univ. incompleto (037)",754,,,,122,333,149,146,4
"Superior univ. completo (038)",1089,,,,,372,360,334,23
"Hombres (040)",18317,936,1827,1920,2271,3863,2940,3885,675
"Sin nivel (041)",1341,936,88,30,22,34,54,106,71
"Educación inicial (042)",510,,483,8,5,11,3,,
"Primaria (043)",5977,,1256,1087,322,691,719,1422,480
"Secundaria (044)",7782,,,795,1728,2132,1443,1593,91
"Superior no univ. incompleto (045)",820,,,,132,334,190,161,3
"Superior no univ. completo (046)",849,,,,,303,251,281,14
"Superior univ. incompleto (047)",420,,,,62,174,76,106,2
"Superior univ. completo (048)",618,,,,,184,204,216,14
"Mujeres (050)",16458,849,1756,1919,1864,3612,2734,3156,568
"Sin nivel (051)",1384,849,80,16,20,48,68,164,139
"Educación inicial (052)",463,,426,15,4,12,6,,
"Primaria (053)",6005,,1250,1075,236,709,833,1540,362
"Secundaria (054)",6164,,,813,1373,1753,1154,1026,45
"Superior no univ. incompleto (055)",721,,,,171,332,138,78,2
"Superior no univ. completo (056)",916,,,,,411,306,190,9
"Superior univ. incompleto (057)",334,,,,60,159,73,40,2
"Superior univ. completo (058)",471,,,,,188,156,118,9
,,,,,,,,,
"RURAL (060)",3429,154,399,350,403,697,521,704,201
"Sin nivel (061)",387,154,46,5,7,14,23,82,56
"Educación inicial (062)",110,,105,1,3,,1,,
"Primaria (063)",1514,,248,226,63,179,225,437,136
"Secundaria (064)",1068,,,118,296,339,181,128,6
"Superior no univ. incompleto (065)",139,,,,26,60,27,24,2
"Superior no univ. completo (066)",146,,,,,71,52,23,
"Superior univ. incompleto (067)",41,,,,8,22,7,4,
"Superior univ. completo (068)",24,,,,,12,5,6,1
"Hombres (070)",1887,82,204,181,216,371,293,411,129
"Sin nivel (071)",192,82,26,4,5,9,10,29,27
"Educación inicial (072)",55,,50,1,3,,1,,
"Primaria (073)",848,,128,115,34,101,123,252,95
"Secundaria (074)",603,,,61,156,179,112,90,5
"Superior no univ. incompleto (075)",79,,,,14,33,15,16,1
"Superior no univ. completo (076)",74,,,,,35,23,16,
"Superior univ. incompleto (077)",22,,,,4,9,5,4,
"Superior univ. completo (078)",14,,,,,5,4,4,1
"Mujeres (080)",1542,72,195,169,187,326,228,293,72
"Sin nivel (081)",195,72,20,1,2,5,13,53,29
"Educación inicial (082)",55,,55,,,,,,
"Primaria (083)",666,,120,111,29,78,102,185,41
"Secundaria (084)",465,,,57,140,160,69,38,1
"Superior no univ. incompleto (085)",60,,,,12,27,12,8,1
"Superior no univ. completo (086)",72,,,,,36,29,7,
"Superior univ. incompleto (087)",19,,,,4,13,2,,
"Superior univ. completo (088)",10,,,,,7,1,2,
