"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BAGUA (000)",24147,23340,7041,3225,3014,2428,3353,2035,1290,954,807,66104
"De 12 a 14 años (001)",2728,2699,2680,16,3,,,,,,29,22
"De 15 a 19 años (002)",3533,3449,2722,567,134,18,8,,,,84,921
"De 20 a 24 años (003)",3078,2773,806,1013,613,245,85,11,,,305,3410
"De 25 a 29 años (004)",2828,2668,313,677,684,481,432,68,13,,160,5890
"De 30 a 34 años (005)",2358,2274,162,386,545,431,508,184,46,12,84,6658
"De 35 a 39 años (006)",2362,2314,106,214,427,459,605,336,124,43,48,8745
"De 40 a 44 años (007)",1854,1825,68,133,239,318,553,280,153,81,29,7993
"De 45 a 49 años (008)",1499,1486,48,69,172,211,413,288,173,112,13,7455
"De 50 y más años (009)",3907,3852,136,150,197,265,749,868,781,706,55,25010
"Sin nivel (010)",3449,3375,295,209,241,254,639,675,551,511,74,19146
"De 12 a 14 años (011)",56,55,55,,,,,,,,1,
"De 15 a 19 años (012)",126,124,76,32,11,4,1,,,,2,70
"De 20 a 24 años (013)",161,147,28,37,35,27,16,4,,,14,282
"De 25 a 29 años (014)",199,189,15,22,29,38,63,15,7,,10,625
"De 30 a 34 años (015)",192,185,10,18,23,31,48,37,10,8,7,772
"De 35 a 39 años (016)",262,258,13,16,28,21,67,74,25,14,4,1271
"De 40 a 44 años (017)",278,274,14,15,13,26,66,69,47,24,4,1533
"De 45 a 49 años (018)",332,332,11,10,24,26,75,78,58,50,,2023
"De 50 y más años (019)",1843,1811,73,59,78,81,303,398,404,415,32,12570
"Educacion Inicial (020)",81,79,28,7,17,9,9,5,4,,2,175
"De 12 a 14 años (021)",14,14,14,,,,,,,,,
"De 15 a 19 años (022)",9,9,8,1,,,,,,,,1
