"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",142,19,29,37,31,26
"Educación inicial (032)",17,3,11,3,,
"Primaria (033)",848,86,402,200,122,38
"Secundaria (034)",301,14,210,47,27,3
"Superior no univ. incompleta (035)",42,,25,12,3,2
"Superior no univ. completa (036)",102,,66,29,6,1
"Superior univ. incompleta (037)",4,,3,1,,
"Superior univ. completa (038)",24,,10,10,3,1
"No PEA (040)",50874,20241,13695,6923,5789,4226
"Sin nivel (041)",7635,739,1054,1648,2071,2123
"Educación inicial (042)",811,747,51,13,,
"Primaria (043)",31954,16414,6282,4236,3171,1851
"Secundaria (044)",8300,2341,4867,654,332,106
"Superior no univ. incompleta (045)",891,,777,82,24,8
"Superior no univ. completa (046)",685,,271,198,122,94
"Superior univ. incompleta (047)",348,,316,20,7,5
"Superior univ. completa (048)",250,,77,72,62,39
,,,,,,
"URBANA (060)",19593,4460,6026,4016,3191,1900
"Sin nivel (061)",1204,70,93,196,377,468
"Educación inicial (062)",280,241,29,10,,
"Primaria (063)",8120,3138,1110,1266,1472,1134
"Secundaria (064)",5361,1011,2744,887,589,130
"Superior no univ. incompleta (065)",1042,,777,190,66,9
"Superior no univ. completa (066)",2234,,703,1003,427,101
"Superior univ. incompleta (067)",445,,335,72,31,7
"Superior univ. completa (068)",907,,235,392,229,51
"PEA (070)",7664,158,2404,2715,1832,555
"Sin nivel (071)",353,9,34,78,129,103
"Educación inicial (072)",23,7,10,6,,
"Primaria (073)",2459,94,536,694,764,371
"Secundaria (074)",1942,48,908,564,377,45
"Superior no univ. incompleta (075)",360,,179,132,47,2
"Superior no univ. completa (076)",1675,,494,848,317,16
"Superior univ. incompleta (077)",148,,66,56,24,2
"Superior univ. completa (078)",704,,177,337,174,16
"Ocupada (080)",7208,144,2173,2590,1766,535
"Sin nivel (081)",325,6,29,70,121,99
"Educación inicial (082)",20,6,8,6,,
"Primaria (083)",2294,87,474,643,733,357
"Secundaria (084)",1806,45,820,537,360,44
"Superior no univ. incompleta (085)",339,,165,126,46,2
"Superior no univ. completa (086)",1597,,444,826,311,16
"Superior univ. incompleta (087)",144,,63,55,24,2
"Superior univ. completa (088)",683,,170,327,171,15
"Desocupada (090)",456,14,231,125,66,20
"Sin nivel (091)",28,3,5,8,8,4
"Educación inicial (092)",3,1,2,,,
"Primaria (093)",165,7,62,51,31,14
"Secundaria (094)",136,3,88,27,17,1
"Superior no univ. incompleta (095)",21,,14,6,1,
"Superior no univ. completa (096)",78,,50,22,6,
"Superior univ. incompleta (097)",4,,3,1,,
"Superior univ. completa (098)",21,,7,10,3,1
"No PEA (100)",11929,4302,3622,1301,1359,1345
"Sin nivel (101)",851,61,59,118,248,365
"Educación inicial (102)",257,234,19,4,,
"Primaria (103)",5661,3044,574,572,708,763
"Secundaria (104)",3419,963,1836,323,212,85
"Superior no univ. incompleta (105)",682,,598,58,19,7
"Superior no univ. completa (106)",559,,209,155,110,85
"Superior univ. incompleta (107)",297,,269,16,7,5
"Superior univ. completa (108)",203,,58,55,55,35
,,,,,,
"RURAL (120)",56627,16481,16300,10979,8427,4440
"Sin nivel (121)",9093,730,1414,2167,2512,2270
"Educación inicial (122)",576,517,45,14,,
"Primaria (123)",38885,13816,9941,7542,5476,2110
"Secundaria (124)",7075,1418,4365,906,346,40
"Superior no univ. incompleta (125)",335,,235,76,19,5
"Superior no univ. completa (126)",448,,192,198,48,10
"Superior univ. incompleta (127)",83,,59,20,3,1
"Superior univ. completa (128)",132,,49,56,23,4
"PEA (130)",17682,542,6227,5357,3997,1559
"Sin nivel (131)",2309,52,419,637,689,512
"Educación inicial (132)",22,4,13,5,,
"Primaria (133)",12592,446,4233,3878,3013,1022
"Secundaria (134)",2194,40,1334,575,226,19
"Superior no univ. incompleta (135)",126,,56,52,14,4
"Superior no univ. completa (136)",322,,130,155,36,1
"Superior univ. incompleta (137)",32,,12,16,3,1
"Superior univ. completa (138)",85,,30,39,16,
"Ocupada (140)",16658,434,5702,5143,3871,1508
"Sin nivel (141)",2195,36,395,608,666,490
"Educación inicial (142)",8,2,4,2,,
"Primaria (143)",11909,367,3893,3729,2922,998
"Secundaria (144)",2029,29,1212,555,216,17
"Superior no univ. incompleta (145)",105,,45,46,12,2
"Superior no univ. completa (146)",298,,114,148,36,
"Superior univ. incompleta (147)",32,,12,16,3,1
"Superior univ. completa (148)",82,,27,39,16,
"Desocupada (150)",1024,108,525,214,126,51
"Sin nivel (151)",114,16,24,29,23,22
"Educación inicial (152)",14,2,9,3,,
"Primaria (153)",683,79,340,149,91,24
"Secundaria (154)",165,11,122,20,10,2
"Superior no univ. incompleta (155)",21,,11,6,2,2
"Superior no univ. completa (156)",24,,16,7,,1
"Superior univ. completa (158)",3,,3,,,
"No PEA (160)",38945,15939,10073,5622,4430,2881
"Sin nivel (161)",6784,678,995,1530,1823,1758
"Educación inicial (162)",554,513,32,9,,
"Primaria (163)",26293,13370,5708,3664,2463,1088
"Secundaria (164)",4881,1378,3031,331,120,21
"Superior no univ. incompleta (165)",209,,179,24,5,1
"Superior no univ. completa (166)",126,,62,43,12,9
"Superior univ. incompleta (167)",51,,47,4,,
"Superior univ. completa (168)",47,,19,17,7,4
