"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PAITA (000)",34331,6611,12405,12445,647,1626,597
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",70,66,,,4,,
"Profes., científicos e intelectuales (002)",1543,1302,,198,37,6,
"Técnicos de nivel medio y trab. asimilados (003)",1515,1050,,386,62,12,5
"Jefes y empleados de oficina (004)",1527,1506,,9,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4172,1061,93,2531,118,369,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",5600,2,894,4395,273,36,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",4725,,3602,1047,47,29,
"Obreros construc.,conf., papel, fab., instr. (008)",4021,380,1138,2397,65,41,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",10170,840,6472,1239,25,1002,592
"Otra (010)",229,229,,,,,
"Ocupación no especificada (011)",759,175,206,243,16,119,
"Hombres (012)",25686,3998,10330,9660,527,1139,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",52,50,,,2,,
"Profes., científicos e intelectuales (014)",662,521,,108,31,2,
"Técnicos de nivel medio y trab. asimilados (015)",1029,728,,252,44,4,1
"Jefes y empleados de oficina (016)",789,779,,2,,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1830,695,51,946,57,81,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",5522,2,879,4336,271,34,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",3606,,2657,881,44,24,
"Obreros construc.,conf., papel, fab., instr. (020)",3936,374,1107,2357,60,38,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",7719,559,5519,668,12,930,31
"Otra (022)",224,224,,,,,
"Ocupación no especificada (023)",317,66,117,110,6,18,
"Mujeres (024)",8645,2613,2075,2785,120,487,565
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",18,16,,,2,,
"Profes., científicos e intelectuales (026)",881,781,,90,6,4,
"Técnicos de nivel medio y trab. asimilados (027)",486,322,,134,18,8,4
"Jefes y empleados de oficina (028)",738,727,,7,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2342,366,42,1585,61,288,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",78,,15,59,2,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",1119,,945,166,3,5,
"Obreros construc.,conf., papel, fab., instr. (032)",85,6,31,40,5,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2451,281,953,571,13,72,561
"Otra (034)",5,5,,,,,
"Ocupación no especificada (035)",442,109,89,133,10,101,
,,,,,,,
"URBANA (036)",32855,6465,11832,11856,645,1477,580
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",67,63,,,4,,
"Profes., científicos e intelectuales (038)",1518,1281,,194,37,6,
"Técnicos de nivel medio y trab. asimilados (039)",1499,1035,,385,62,12,5
"Jefes y empleados de oficina (040)",1487,1466,,9,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4070,1030,90,2472,118,360,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",5160,2,890,3961,271,36,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",4579,,3489,1016,47,27,
"Obreros construc.,conf., papel, fab., instr. (044)",3926,376,1091,2353,65,41,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",9572,814,6070,1223,25,865,575
"Otra (046)",226,226,,,,,
"Ocupación no especificada (047)",751,172,202,243,16,118,
"Hombres (048)",24388,3888,9811,9124,525,1008,32
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",51,49,,,2,,
"Profes., científicos e intelectuales (050)",655,516,,106,31,2,
"Técnicos de nivel medio y trab. asimilados (051)",1016,716,,251,44,4,1
"Jefes y empleados de oficina (052)",757,747,,2,,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1772,667,48,920,57,80,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",5086,2,875,3906,269,34,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",3489,,2566,857,44,22,
"Obreros construc.,conf., papel, fab., instr. (056)",3841,370,1060,2313,60,38,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",7190,537,5149,659,12,802,31
"Otra (058)",221,221,,,,,
"Ocupación no especificada (059)",310,63,113,110,6,18,
"Mujeres (060)",8467,2577,2021,2732,120,469,548
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,14,,,2,,
"Profes., científicos e intelectuales (062)",863,765,,88,6,4,
"Técnicos de nivel medio y trab. asimilados (063)",483,319,,134,18,8,4
"Jefes y empleados de oficina (064)",730,719,,7,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2298,363,42,1552,61,280,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",74,,15,55,2,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",1090,,923,159,3,5,
"Obreros construc.,conf., papel, fab., instr. (068)",85,6,31,40,5,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",2382,277,921,564,13,63,544
"Otra (070)",5,5,,,,,
"Ocupación no especificada (071)",441,109,89,133,10,100,
,,,,,,,
"RURAL (072)",1476,146,573,589,2,149,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",25,21,,4,,,
"Técnicos de nivel medio y trab. asimilados (075)",16,15,,1,,,
"Jefes y empleados de oficina (076)",40,40,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",102,31,3,59,,9,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",440,,4,434,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",146,,113,31,,2,
"Obreros construc.,conf., papel, fab., instr. (080)",95,4,47,44,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",598,26,402,16,,137,17
"Otra (082)",3,3,,,,,
"Ocupación no especificada (083)",8,3,4,,,1,
"Hombres (084)",1298,110,519,536,2,131,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",7,5,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",13,12,,1,,,
"Jefes y empleados de oficina (088)",32,32,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",58,28,3,26,,1,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",436,,4,430,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",117,,91,24,,2,
"Obreros construc.,conf., papel, fab., instr. (092)",95,4,47,44,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",529,22,370,9,,128,
"Otra (094)",3,3,,,,,
"Ocupación no especificada (095)",7,3,4,,,,
"Mujeres (096)",178,36,54,53,,18,17
