"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANDIA (000)",26380,23982,1356,467,575
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",39,,7,4,28
"Profes., científicos e intelectuales (002)",1016,335,269,265,147
"Técnicos de nivel medio y trab. asimilados (003)",203,85,13,16,89
"Jefes y empleados de oficina (004)",221,29,21,11,160
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1249,1209,24,6,10
"Agricult.trabaj.calif.agrop.y pesqueros (006)",12922,12590,325,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1448,1242,137,59,10
"Obreros construc.,conf.,papel, fab., instr. (008)",482,382,59,24,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",8530,7890,487,73,80
"Otra (010)",30,,,,30
"Ocupación no especificada (011)",240,220,14,2,4
"Hombres (012)",16910,15161,972,359,418
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",36,,5,4,27
"Profes., científicos e intelectuales (014)",645,195,184,175,91
"Técnicos de nivel medio y trab. asimilados (015)",129,56,12,12,49
"Jefes y empleados de oficina (016)",157,16,16,8,117
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",388,367,8,5,8
"Agricult.trabaj.calif.agrop.y pesqueros (018)",9883,9622,254,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1325,1127,132,56,10
"Obreros construc.,conf.,papel, fab., instr. (020)",473,374,58,24,17
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3760,3332,295,67,66
"Otra (022)",30,,,,30
"Ocupación no especificada (023)",84,72,8,1,3
"Mujeres (024)",9470,8821,384,108,157
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,,2,,1
"Profes., científicos e intelectuales (026)",371,140,85,90,56
"Técnicos de nivel medio y trab. asimilados (027)",74,29,1,4,40
"Jefes y empleados de oficina (028)",64,13,5,3,43
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",861,842,16,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",3039,2968,71,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",123,115,5,3,
"Obreros construc.,conf.,papel, fab., instr. (032)",9,8,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4770,4558,192,6,14
