"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Admin.pub. y defensa; p. segur.soc.afil (103)",712,25,44,45,215,21,,8,41,115,198,
"Enseñanza (104)",1483,25,1402,6,30,,,1,2,17,,
"Servicios sociales y de salud (105)",365,,162,143,22,17,,3,5,13,,
"Otras activ. serv.comun.soc y personales (106)",721,,28,161,20,31,,5,6,470,,
"Hogares privados con servicio doméstico (107)",51,,,,,,,,,51,,
"Actividad economica no especificada (109)",1147,2,36,63,74,,,,,8,,964
"Mujeres (110)",10922,18,1997,588,777,2960,307,444,84,2992,4,751
"Agric., ganadería, caza y silvicultura (111)",726,,8,4,2,,305,,,407,,
"Pesca (112)",2,,,,,,2,,,,,
"Explotación de minas y canteras (113)",5,,2,,1,,,,,2,,
"Industrias manufactureras (114)",507,1,7,27,12,9,,420,20,11,,
"Suministro de electricidad, gas y agua (115)",10,,,1,7,,,1,,1,,
"Construcción (116)",39,,6,3,3,,,1,18,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2886,,13,89,31,2206,,18,2,527,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",92,,1,2,7,71,,8,2,1,,
"Comercio al por mayor (119)",120,,3,21,6,88,,,,2,,
"Comercio al por menor (120)",2674,,9,66,18,2047,,10,,524,,
"Hoteles y restaurantes (121)",1022,2,5,31,17,637,,,,330,,
"Trans., almac. y comunicaciones (122)",188,,,21,39,,,,37,91,,
"Intermediación financiera (123)",56,,4,13,39,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",487,1,79,107,226,2,,1,6,65,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",244,2,18,18,126,4,,1,1,70,4,
"Enseñanza (126)",1719,11,1643,10,48,,,,,7,,
"Servicios sociales y de salud (127)",477,1,194,199,30,10,,,,43,,
"Otras activ. serv.comun.soc y personales (128)",490,,8,27,33,92,,2,,328,,
"Hogares privados con servicio doméstico (129)",1099,,,,,,,,,1099,,
"Actividad economica no especificada (131)",965,,10,38,163,,,,,3,,751
,,,,,,,,,,,,
"RURAL (132)",28006,16,677,113,66,647,12217,290,498,13058,7,417
"Agric., ganadería, caza y silvicultura (133)",24618,,4,,1,,12217,2,8,12386,,
"Explotación de minas y canteras (135)",34,,4,2,1,,,15,3,9,,
"Industrias manufactureras (136)",232,,2,6,1,4,,214,3,2,,
"Suministro de electricidad, gas y agua (137)",13,,,1,1,,,5,2,4,,
"Construcción (138)",318,,12,12,3,,,15,170,106,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",648,,,8,2,516,,36,6,80,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",42,,,3,,10,,24,5,,,
"Comercio al por mayor (141)",21,,,2,2,17,,,,,,
"Comercio al por menor (142)",585,,,3,,489,,12,1,80,,
"Hoteles y restaurantes (143)",157,1,1,1,3,106,,,,45,,
"Trans., almac. y comunicaciones (144)",317,,,1,5,,,,291,20,,
"Intermediación financiera (145)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (146)",63,,8,18,12,11,,,6,8,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",87,4,1,3,19,1,,2,7,43,7,
"Enseñanza (148)",641,11,612,3,6,,,,1,8,,
"Servicios sociales y de salud (149)",87,,31,42,2,4,,1,,7,,
"Otras activ. serv.comun.soc y personales (150)",80,,1,10,1,5,,,1,62,,
"Hogares privados con servicio doméstico (151)",277,,,1,,,,,,276,,
"Actividad economica no especificada (153)",432,,1,5,8,,,,,1,,417
"Hombres (154)",24288,12,322,81,43,358,11605,250,493,10961,7,156
"Agric., ganadería, caza y silvicultura (155)",22288,,4,,1,,11605,2,8,10668,,
"Explotación de minas y canteras (157)",34,,4,2,1,,,15,3,9,,
"Industrias manufactureras (158)",187,,1,6,,3,,174,1,2,,
"Suministro de electricidad, gas y agua (159)",13,,,1,1,,,5,2,4,,
"Construcción (160)",317,,12,12,3,,,15,169,106,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",390,,,6,1,294,,36,6,47,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",40,,,3,,8,,24,5,,,
"Comercio al por mayor (163)",17,,,1,1,15,,,,,,
"Comercio al por menor (164)",333,,,2,,271,,12,1,47,,
"Hoteles y restaurantes (165)",62,1,1,,3,47,,,,10,,
"Trans., almac. y comunicaciones (166)",312,,,1,3,,,,289,19,,
"Activid.inmobil., empres. y alquileres (168)",50,,8,14,7,11,,,6,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",75,4,1,3,13,1,,2,7,37,7,
"Enseñanza (170)",294,7,276,2,4,,,,1,4,,
"Servicios sociales y de salud (171)",38,,13,20,,2,,1,,2,,
"Otras activ. serv.comun.soc y personales (172)",50,,1,10,,,,,1,38,,
"Hogares privados con servicio doméstico (173)",10,,,,,,,,,10,,
"Actividad economica no especificada (175)",168,,1,4,6,,,,,1,,156
"Mujeres (176)",3718,4,355,32,23,289,612,40,5,2097,,261
"Agric., ganadería, caza y silvicultura (177)",2330,,,,,,612,,,1718,,
"Industrias manufactureras (180)",45,,1,,1,1,,40,2,,,
"Construcción (182)",1,,,,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",258,,,2,1,222,,,,33,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,2,,,,,,
"Comercio al por mayor (185)",4,,,1,1,2,,,,,,
"Comercio al por menor (186)",252,,,1,,218,,,,33,,
"Hoteles y restaurantes (187)",95,,,1,,59,,,,35,,
"Trans., almac. y comunicaciones (188)",5,,,,2,,,,2,1,,
"Intermediación financiera (189)",2,,,,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",13,,,4,5,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",12,,,,6,,,,,6,,
"Enseñanza (192)",347,4,336,1,2,,,,,4,,
"Servicios sociales y de salud (193)",49,,18,22,2,2,,,,5,,
"Otras activ. serv.comun.soc y personales (194)",30,,,,1,5,,,,24,,
"Hogares privados con servicio doméstico (195)",267,,,1,,,,,,266,,
"Actividad economica no especificada (197)",264,,,1,2,,,,,,,261
