"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUANCANE (000)",23912,1925,1447,12871,105,6386,156,1022
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",56,56,,,,,,
"Profes., científicos e intelectuales (002)",1061,970,,83,2,6,,
"Técnicos de nivel medio y trab. asimilados (003)",237,125,,107,4,1,,
"Jefes y empleados de oficina (004)",300,298,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1559,130,1,1169,14,245,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9596,,,9551,44,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",950,,171,648,11,120,,
"Obreros construc.,conf.,papel, fab., instr. (008)",753,41,245,423,19,25,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",7747,147,998,557,4,5885,156,
"Otra (010)",109,109,,,,,,
"Ocupación no especificada (011)",522,49,32,331,7,103,,
"Desocupado (012)",1022,,,,,,,1022
"Hombres (013)",14090,1368,1052,8704,69,2090,20,787
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",48,48,,,,,,
"Profes., científicos e intelectuales (015)",777,714,,58,,5,,
"Técnicos de nivel medio y trab. asimilados (016)",167,75,,89,3,,,
"Jefes y empleados de oficina (017)",219,217,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",613,71,1,479,5,57,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6912,,,6882,30,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",584,,147,360,9,68,,
"Obreros construc.,conf.,papel, fab., instr. (021)",732,40,240,410,19,23,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",2935,74,642,295,1,1903,20,
"Otra (023)",94,94,,,,,,
"Ocupación no especificada (024)",222,35,22,129,2,34,,
"Desocupado (025)",787,,,,,,,787
"Mujeres (026)",9822,557,395,4167,36,4296,136,235
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,8,,,,,,
"Profes., científicos e intelectuales (028)",284,256,,25,2,1,,
"Técnicos de nivel medio y trab. asimilados (029)",70,50,,18,1,1,,
"Jefes y empleados de oficina (030)",81,81,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",946,59,,690,9,188,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",2684,,,2669,14,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",366,,24,288,2,52,,
"Obreros construc.,conf.,papel, fab., instr. (034)",21,1,5,13,,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",4812,73,356,262,3,3982,136,
"Otra (036)",15,15,,,,,,
"Ocupación no especificada (037)",300,14,10,202,5,69,,
"Desocupado (038)",235,,,,,,,235
,,,,,,,,
"URBANA (039)",5073,1281,337,2368,52,567,60,408
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",22,22,,,,,,
"Profes., científicos e intelectuales (041)",683,631,,46,2,4,,
"Técnicos de nivel medio y trab. asimilados (042)",170,105,,61,3,1,,
"Jefes y empleados de oficina (043)",176,174,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1074,80,1,792,12,189,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",658,,,651,7,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",301,,59,217,5,20,,
"Obreros construc.,conf.,papel, fab., instr. (047)",318,29,90,176,15,8,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",965,105,164,323,4,309,60,
"Otra (049)",101,101,,,,,,
"Ocupación no especificada (050)",197,34,23,100,4,36,,
"Desocupado (051)",408,,,,,,,408
"Hombres (052)",2935,829,272,1317,32,188,11,286
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",20,20,,,,,,
"Profes., científicos e intelectuales (054)",442,409,,30,,3,,
"Técnicos de nivel medio y trab. asimilados (055)",111,62,,47,2,,,
"Jefes y empleados de oficina (056)",114,112,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",367,39,1,281,3,43,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",441,,,436,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",220,,50,153,4,13,,
"Obreros construc.,conf.,papel, fab., instr. (060)",309,28,88,170,15,8,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",431,47,118,148,1,106,11,
"Otra (062)",87,87,,,,,,
"Ocupación no especificada (063)",107,25,15,50,2,15,,
"Desocupado (064)",286,,,,,,,286
"Mujeres (065)",2138,452,65,1051,20,379,49,122
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",241,222,,16,2,1,,
"Técnicos de nivel medio y trab. asimilados (068)",59,43,,14,1,1,,
"Jefes y empleados de oficina (069)",62,62,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",707,41,,511,9,146,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",217,,,215,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",81,,9,64,1,7,,
"Obreros construc.,conf.,papel, fab., instr. (073)",9,1,2,6,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",534,58,46,175,3,203,49,
"Otra (075)",14,14,,,,,,
"Ocupación no especificada (076)",90,9,8,50,2,21,,
"Desocupado (077)",122,,,,,,,122
,,,,,,,,
"RURAL (078)",18839,644,1110,10503,53,5819,96,614
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",34,34,,,,,,
"Profes., científicos e intelectuales (080)",378,339,,37,,2,,
"Técnicos de nivel medio y trab. asimilados (081)",67,20,,46,1,,,
"Jefes y empleados de oficina (082)",124,124,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",485,50,,377,2,56,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",8938,,,8900,37,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",649,,112,431,6,100,,
"Obreros construc.,conf.,papel, fab., instr. (086)",435,12,155,247,4,17,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",6782,42,834,234,,5576,96,
"Otra (088)",8,8,,,,,,
"Ocupación no especificada (089)",325,15,9,231,3,67,,
"Desocupado (090)",614,,,,,,,614
"Hombres (091)",11155,539,780,7387,37,1902,9,501
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",28,28,,,,,,
"Profes., científicos e intelectuales (093)",335,305,,28,,2,,
"Técnicos de nivel medio y trab. asimilados (094)",56,13,,42,1,,,
"Jefes y empleados de oficina (095)",105,105,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",246,32,,198,2,14,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",6471,,,6446,25,,,
