"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia RECUAY (000)",19102,9320,9782,10860,5220,5640,8242,4100,4142
"Menores de 1 año (001)",314,150,164,185,91,94,129,59,70
"Menores de 1 mes (002)",35,14,21,18,7,11,17,7,10
"De 1 a 11 meses (003)",279,136,143,167,84,83,112,52,60
"De 1 a 4 años (004)",1447,718,729,780,404,376,667,314,353
"1 año (005)",330,172,158,180,101,79,150,71,79
"2 años (006)",374,167,207,207,96,111,167,71,96
"3 años (007)",401,203,198,216,108,108,185,95,90
"4 años (008)",342,176,166,177,99,78,165,77,88
"De 5 a 9 años (009)",1805,904,901,1027,521,506,778,383,395
"5 años (010)",370,189,181,209,107,102,161,82,79
"6 años (011)",318,167,151,184,97,87,134,70,64
"7 años (012)",347,178,169,190,97,93,157,81,76
"8 años (013)",349,166,183,207,106,101,142,60,82
"9 años (014)",421,204,217,237,114,123,184,90,94
"De 10 a 14 años (015)",1986,1035,951,1061,549,512,925,486,439
"10 años (016)",423,212,211,225,112,113,198,100,98
"11 años (017)",362,183,179,193,93,100,169,90,79
"12 años (018)",441,230,211,235,119,116,206,111,95
"13 años (019)",363,198,165,195,107,88,168,91,77
"14 años (020)",397,212,185,213,118,95,184,94,90
"De 15 a 19 años (021)",1798,938,860,1028,532,496,770,406,364
"15 años (022)",392,193,199,208,100,108,184,93,91
"16 años (023)",372,202,170,211,115,96,161,87,74
"17 años (024)",358,194,164,218,120,98,140,74,66
"18 años (025)",370,191,179,207,102,105,163,89,74
"19 años (026)",306,158,148,184,95,89,122,63,59
"De 20 a 24 años (027)",1533,786,747,855,438,417,678,348,330
"20 años (028)",371,190,181,195,99,96,176,91,85
"21 años (029)",225,113,112,128,67,61,97,46,51
"22 años (030)",332,172,160,195,100,95,137,72,65
"23 años (031)",307,155,152,166,84,82,141,71,70
"24 años (032)",298,156,142,171,88,83,127,68,59
"De 25 a 29 años (033)",1413,673,740,836,383,453,577,290,287
"25 años (034)",290,127,163,181,87,94,109,40,69
"26 años (035)",262,126,136,149,59,90,113,67,46
"27 años (036)",314,159,155,178,83,95,136,76,60
"28 años (037)",275,129,146,154,67,87,121,62,59
"29 años (038)",272,132,140,174,87,87,98,45,53
"De 30 a 34 años (039)",1147,569,578,672,319,353,475,250,225
"30 años (040)",304,162,142,180,88,92,124,74,50
"31 años (041)",155,73,82,99,46,53,56,27,29
"32 años (042)",246,119,127,137,66,71,109,53,56
"33 años (043)",232,118,114,141,72,69,91,46,45
"34 años (044)",210,97,113,115,47,68,95,50,45
"De 35 a 39 años (045)",1138,529,609,661,288,373,477,241,236
"35 años (046)",231,104,127,137,55,82,94,49,45
"36 años (047)",236,118,118,131,59,72,105,59,46
