"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANCHEZ CARRION (000)",35416,1116,13131,11160,7583,2426
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",61,,4,40,15,2
"Profes., científicos e intelectuales (002)",1726,,362,1011,343,10
"Técnicos de nivel medio y trab. asimilados (003)",444,,157,180,99,8
"Jefes y empleados de oficina (004)",391,,192,127,72,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2165,35,701,772,535,122
"Agricult. trabaj. calif.agrop. y pesqueros (006)",14295,117,3969,4752,3868,1589
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2092,36,859,661,413,123
"Obreros construc., conf., papel, fab., instr. (008)",1615,9,668,582,332,24
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",11675,916,5858,2715,1707,479
"Otra (010)",93,,23,51,19,
"Ocupación no especificada (011)",859,3,338,269,180,69
"Hombres (012)",27964,744,10235,8762,6153,2070
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",50,,3,33,12,2
"Profes., científicos e intelectuales (014)",812,,138,475,191,8
"Técnicos de nivel medio y trab. asimilados (015)",308,,105,120,75,8
"Jefes y empleados de oficina (016)",199,,77,75,47,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",835,17,269,309,189,51
"Agricult. trabaj. calif.agrop. y pesqueros (018)",13869,106,3849,4638,3742,1534
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1671,23,687,536,332,93
"Obreros construc., conf., papel, fab., instr. (020)",1572,7,652,569,323,21
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",8295,588,4313,1886,1174,334
"Otra (022)",93,,23,51,19,
"Ocupación no especificada (023)",260,3,119,70,49,19
"Mujeres (024)",7452,372,2896,2398,1430,356
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",11,,1,7,3,
"Profes., científicos e intelectuales (026)",914,,224,536,152,2
"Técnicos de nivel medio y trab. asimilados (027)",136,,52,60,24,
"Jefes y empleados de oficina (028)",192,,115,52,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1330,18,432,463,346,71
"Agricult. trabaj. calif.agrop. y pesqueros (030)",426,11,120,114,126,55
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",421,13,172,125,81,30
"Obreros construc., conf., papel, fab., instr. (032)",43,2,16,13,9,3
